コーナー,通過順
1コーナー,"2-4-7,1-5-6,3"
2コーナー,"2-4(1,7)5,6,3"
3コーナー,"2-4-(1,7)-(3,5)6"
4コーナー,"2-4-7,1(3,5)6"
