券種,組み合わせ,配当,人気
単勝,9,250,1
複勝,9,130,1
複勝,12,300,6
複勝,2,300,5
枠連,5-7,1050,3
馬連,9-12,2180,7
ワイド,9-12,890,8
ワイド,2-9,720,5
ワイド,2-12,1610,20
馬単,9-12,4340,11
3連複,2-9-12,7810,27
3連単,9-12-2,39320,111
