馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,デビッドテソーロ,牡3,高杉,美浦・小手川,先行,37.0,11,8,,34.2,464(0),京都,83,中11週,Y,,3,スワーヴリチャード,Camelot,
2,2,マイネルダグラス,牡6,丹内,美浦・相沢,,12.1,5,4,,36.2,510(+6),福島,21,中2週,Y,,3,スクリーンヒーロー,アドマイヤコジーン,
3,3,プルスウルトラ,牡6,,美浦・高橋文,先行,178.3,13,10,,37.0,532(+6),福島,20,中2週,Y,,3,ディスクリートキャット,サウスヴィグラス,
4,3,バニシングポイント,セ6,浜中,美浦・古賀,差し,4.3,2,2,,34.0,488(-2),東京,63,中8週,Y,,3,Tapit,Unbridled's Song,
5,4,レッドバレンティア,牡4,岩田康,美浦・矢嶋,先行,13.8,7,,,0.0,462(+2),函館,28,中3週,Y,,3,リオンディーズ,ディープインパクト,
6,4,アスクエピソード,牡4,北村友,栗東・藤原,先行,12.3,6,8,,33.2,462(+4),東京,70,中9週,Y,,3,ハーツクライ,タイキシャトル,
7,5,エマヌエーレ,牡4,池添,栗東・平田,先行,13.9,8,9,,35.2,500(0),京都,34,中4週,Y,,3,ロードカナロア,ハーツクライ,
8,5,ステラバルセロナ,牝4,佐々木,美浦・菊川,差し,9.8,4,10,4歳以上2勝クラス,34.1,424(+4),東京,90,中12週,Y,,3,ハービンジャー,ディープインパクト,
9,6,タロントゥーズ,牡4,亀田,栗東・大久保,先行,162.3,12,9,,39.0,474(0),函館,27,中3週,Y,,3,ダイワメジャー,ワークフォース,
10,6,メタルスピード,牡4,横山武,美浦・斎藤誠,先行,7.7,3,4,,34.3,504(-16),京都,41,中5週,Y,,3,シルバーステート,Shamardal,
11,7,ヴァンルーラー B,牝5,小林勝,栗東・河嶋,差し,181.0,14,14,,34.3,454(-10),函館,27,中3週,Y,,3,ルーラーシップ,Forest Camp,
12,7,ジャスティンアース,牡3,鮫島駿,栗東・杉山晴,先行,2.6,1,1,,34.5,474(+2),函館,41,中5週,Y,,3,キズナ,Bodemeister,
13,8,ナバロン B,牡5,秋山稔,栗東・杉山佳,先行,26.8,9,6,4歳以上2勝クラス,36.0,502(+2),京都,84,中11週,Y,,3,ブラックタイド,サクラバクシンオー,
14,8,ニシノレバンテ B,牡5,永野,美浦・栗田,先行,33.0,10,8,,34.3,486(-4),函館,34,中4週,Y,,3,イスラボニータ,フレンチデピュティ,
