着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,5,テーオーエルビス,牡3,56.0,坂井,1:10.5,,1,1.3,35.1,栗東高柳大,510(0)
2,2,2,ストレングス,牡4,58.0,岩田望,1:11.2,4,2,5.7,36.2,栗東寺島,472(-4)
3,1,1,ノボリショウリュウ,牡4,58.0,高杉,1:11.5,1.1/2,5,12.9,36.2,栗東石橋,464(-4)
4,7,10,ネグレスコ,牝4,56.0,秋山稔,1:11.5,クビ,4,11.2,36.4,栗東西園正,486(-2)
5,8,12,スターペスカオリ,牝5,56.0,角田和,1:11.8,2,12,167.4,35.8,栗東石橋,466(0)
6,4,4,ローズバルサム,牝5,56.0,横山武,1:12.0,1,7,63.1,35.7,栗東吉村,448(+6)
7,3,3,タマモダイジョッキ,牡7,58.0,小沢,1:12.1,3/4,8,74.5,36.5,栗東緒方,492(+8)
8,8,11,カネコメシスター,牝6,56.0,団野,1:12.1,クビ,10,134.9,36.1,栗東中尾,510(+10)
9,5,6,フラップシグナス,牡6,58.0,菱田,1:12.2,クビ,11,164.5,35.6,栗東千田,492(+2)
10,7,9,メイショウタイゲイ,牡6,58.0,酒井,1:12.3,1/2,6,46.7,35.9,栗東荒川,468(+6)
11,6,8,メイショウクリフト,牡6,58.0,富田,1:12.8,3,9,97.5,37.6,栗東笹田,448(-2)
12,6,7,ムーム,牝4,56.0,吉村,1:13.2,2.1/2,3,10.1,37.7,栗東杉山佳,472(+8)
