着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,14,ツルマウカタチ,牡3,56.0,丸山,1:34.1,,2,3.3,33.3,美浦手塚,474(-2)
2,7,13,シルバースペード,牡4,58.0,高杉,1:34.4,1.1/2,10,36.3,33.8,美浦小野,472(-14)
3,6,12,サクラオーラ,牝5,56.0,酒井,1:34.4,クビ,9,36.1,34.0,栗東河嶋,440(-4)
4,5,10,サク,牝5,56.0,菊沢,1:34.5,クビ,6,16.9,33.5,栗東北出,452(-6)
5,8,15,トラペジスト,牡3,56.0,大野,1:34.5,クビ,5,11.3,33.2,栗東音無,530(+8)
6,6,11,オオナミコナミ,牝3,54.0,Mデム,1:34.6,3/4,3,6.8,34.1,栗東牧浦,476(-8)
7,3,5,スカイハイ,牡3,56.0,佐々木,1:34.6,アタマ,1,2.9,33.7,栗東清水久,532(+6)
8,2,4,デアデルマーレ,牝4,56.0,西塚,1:35.2,3.1/2,4,11.1,34.2,栗東坂口,478(-2)
9,3,6,ドラミモン,牡6,58.0,杉原,1:35.5,1.1/2,14,90.4,34.1,美浦田村,452(0)
10,1,2,マイネルラッシュ,牡4,58.0,丹内,1:35.6,1/2,8,20.2,35.2,美浦水野,458(-10)
11,5,9,ルミッキ,牝3,54.0,小沢,1:35.8,1.1/4,7,19.8,35.2,栗東橋口,458(+8)
12,1,1,サマーアゲイン,牡3,56.0,河原田,1:35.9,クビ,11,51.6,35.0,栗東渡辺,476(-4)
13,4,8,ルージュアマルフィ,牝4,56.0,永島,1:36.1,1.1/2,12,58.9,35.8,美浦鹿戸,478(0)
14,2,3,オールデュスヴラン,牡3,56.0,石橋脩,1:36.5,2.1/2,13,80.2,34.8,栗東池江,472(+6)
15,8,16,キセキノエンジェル,牝5,56.0,黛,1:36.9,2.1/2,16,210.7,35.4,美浦石毛,466(+6)
16,4,7,キトゥンズマーチ,牝6,56.0,秋山稔,1:38.8,大,15,119.4,38.4,美浦上原博,472(-2)
