着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,13,アドバンスファラオ,牡4,58.0,西村淳,1:21.7,,7,23.3,35.8,栗東森秀,496(+10)
2,5,9,テイエムリステット,牡3,55.0,酒井,1:21.7,クビ,1,1.8,35.7,栗東木原,474(+6)
3,5,10,ローズスター,牡4,58.0,団野,1:22.7,6,2,4.3,34.8,栗東上村,458(+2)
4,3,5,テイエムランウェイ,牡5,58.0,鮫島良,1:22.7,ハナ,6,23.0,36.0,栗東河嶋,484(0)
5,8,15,ドラゴンゴクウ,牡5,58.0,丸田,1:22.7,アタマ,14,137.0,35.6,美浦根本,470(+8)
6,7,14,グッドウッドガイ,牡5,58.0,中井,1:22.8,クビ,4,12.6,36.4,栗東村山,508(-6)
7,2,4,モナルヒ,牡5,58.0,角田和,1:22.9,1/2,8,24.1,35.5,栗東小崎,476(-2)
8,1,2,アウグスト,牡5,58.0,和田竜,1:23.0,1/2,11,38.7,36.6,美浦斎藤誠,518(+6)
9,4,8,ハギノモーリス,牡5,58.0,岩田康,1:23.0,クビ,10,35.2,36.8,栗東高野,490(+6)
10,8,16,フェルヴェンテ,牡4,58.0,秋山稔,1:23.1,1/2,3,12.3,36.3,栗東宮,476(+6)
11,2,3,タイキフォース,牡6,58.0,国分優,1:23.4,2,15,173.9,36.6,栗東牧浦,498(-4)
12,6,11,ハッピースワニー,牝5,56.0,国分恭,1:23.7,1.1/2,13,68.3,37.0,栗東牧浦,444(+4)
13,3,6,ヨドノビクトリー,牡10,58.0,川須,1:23.8,クビ,16,263.1,36.6,美浦矢嶋,500(-8)
14,4,7,ラズベリームース,牝5,56.0,永島,1:24.6,5,5,18.3,37.5,美浦林,516(+18)
15,6,12,メイショウヒューマ,牡6,58.0,亀田,1:24.8,1.1/2,12,45.5,38.6,栗東藤岡,502(-4)
16,1,1,タイセイブリリオ,牡5,58.0,西塚,1:25.3,2.1/2,9,24.3,39.1,栗東大橋,478(-6)
