着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,13,サンライズフレイム,牡5,58.5,菱田,1:24.1,,1,2.4,36.5,栗東石坂,522(0)
2,5,9,コンクイスタ,セ5,55.0,岩田望,1:24.3,3/4,2,5.7,37.1,栗東吉岡,490(+4)
3,3,6,アルファマム,牝6,56.5,幸,1:24.3,ハナ,3,6.7,36.5,栗東佐々木,466(0)
4,6,12,ジレトール,牡6,58.5,北村友,1:24.4,3/4,7,18.6,37.4,栗東松永幹,490(+14)
5,2,3,アサヒ,牡6,55.0,高杉,1:24.6,1.1/4,11,36.5,37.6,美浦金成,510(+4)
6,6,11,テイエムリステット,牡4,56.0,浜中,1:24.6,ハナ,5,10.9,36.8,栗東秋山,476(0)
7,1,1,エミサキホコル,牡5,55.0,長岡,1:24.7,3/4,8,19.5,37.7,栗東杉山佳,496(-6)
8,7,14,サトノテンペスト,牡7,55.0,Mデム,1:24.8,3/4,12,48.9,36.7,栗東高橋亮,510(+8)
9,4,7,アスクドゥラメンテ,牡6,55.0,西塚,1:25.1,1.3/4,13,91.6,37.0,栗東藤原,530(+4)
10,1,2,ロードエクレール,牡7,57.0,酒井,1:25.2,クビ,6,16.4,38.6,美浦斎藤誠,486(-8)
11,3,5,ペースセッティング,牡5,56.0,鮫島駿,1:25.5,1.3/4,9,29.0,37.3,栗東安田,500(-2)
12,4,8,サクセスローレル,牡6,54.0,亀田,1:25.6,3/4,15,232.9,38.2,栗東北出,532(+2)
13,5,10,アーバンイェーガー,牡11,53.0,藤懸,1:26.1,3,16,279.6,37.6,美浦高橋文,498(0)
14,8,15,アドバンスファラオ,牡5,57.0,吉村,1:27.2,7,10,30.7,39.2,栗東森秀,498(-4)
15,8,16,リジル,牝4,53.0,佐々木,1:27.7,3,4,7.9,40.1,栗東奥村豊,492(+4)
16,2,4,シロン,牝6,53.0,和田竜,1:30.3,大,14,140.7,43.5,栗東小栗,536(+2)
