コーナー,通過順
1コーナー,"14,16(3,7)4,10,2(9,15)11-6,8-(5,12)-1,13"
2コーナー,"14,16(3,7)4(15,10)2,9-11-6,8,5,12-1-13"
3コーナー,"(*14,16)(7,8)(3,10)(4,11,9)-(15,6)5,1-2,12,13"
4コーナー,"(*14,16)-7,8(4,10,11)9(6,5)15,1-3(13,12)2"
