券種,組み合わせ,配当,人気
単勝,8,250,1
複勝,8,140,1
複勝,5,210,5
複勝,3,360,7
馬連,5-8,1060,4
ワイド,5-8,440,7
ワイド,3-8,800,12
ワイド,3-5,1120,19
馬単,8-5,1680,7
3連複,3-5-8,4810,21
3連単,8-5-3,16380,68
