券種,組み合わせ,配当,人気
単勝,16,450,2
複勝,16,220,3
複勝,2,200,2
複勝,15,620,7
枠連,1-8,1030,3
馬連,2-16,1720,6
ワイド,2-16,660,5
ワイド,15-16,1480,16
ワイド,2-15,2450,24
馬単,16-2,3110,8
3連複,2-15-16,14400,40
3連単,16-2-15,53920,152
