着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,13,キャプテンネキ,牝4,56.0,松若,1:22.2,,1,3.2,35.7,栗東杉山晴,544(-6)
2,4,7,マッシャーブルム,牡4,58.0,高倉,1:22.5,1.1/2,11,37.2,36.4,栗東前川,516(0)
3,1,2,ヘルモーズ,牡4,58.0,吉村,1:22.6,3/4,5,10.1,35.6,栗東小林,516(+2)
4,8,16,フェルヴェンテ,牡5,58.0,古川吉,1:22.6,ハナ,6,10.2,35.9,栗東宮,488(+2)
5,3,5,ユキマル,牡5,58.0,中井,1:22.6,ハナ,12,44.8,35.5,美浦尾形,500(+10)
6,2,3,エムズマインド,牡5,58.0,松山,1:22.7,クビ,7,14.8,34.6,栗東荒川,510(-8)
7,3,6,ジャーヴィス,牡5,58.0,岩田康,1:22.7,クビ,3,7.4,35.8,栗東千田,496(+4)
8,5,10,スマートアンバー,牝5,56.0,田口,1:22.8,3/4,15,99.9,36.4,栗東西園翔,474(-2)
9,2,4,スマートアイ,牝5,56.0,武豊,1:23.0,3/4,10,34.4,37.1,栗東寺島,516(+10)
10,7,14,テイエムランウェイ,牡6,58.0,鮫島良,1:23.0,クビ,14,88.0,36.9,栗東河嶋,490(0)
11,5,9,アンシール,セ4,58.0,酒井,1:23.1,1/2,8,14.9,36.1,栗東小崎,478(+8)
12,4,8,ランスオブサターン,牝5,56.0,太宰,1:23.1,ハナ,9,27.6,36.4,栗東本田,446(0)
13,6,11,メイショウコバト,牝5,56.0,菱田,1:23.5,2,13,84.4,36.5,美浦和田勇,466(+6)
13,8,15,フラムリンガム,セ4,58.0,浜中,1:23.5,2,2,5.0,37.2,美浦柄崎,484(0)
15,6,12,メイショウフジタカ,牡7,58.0,和田竜,1:24.0,3,16,139.9,37.3,栗東飯田,490(-10)
16,1,1,ヘンリー,牡5,58.0,鮫島駿,1:28.2,大,4,7.8,41.8,栗東吉岡,544(+18)
