馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,インヒズアイズ,牝4,吉村,栗東・矢作,,29.5,11,4,,38.5,480(-2),新潟,7,連闘,Y,,3,Race Day,Mr. Greeley,
2,2,メイショウシナノ,牡4,田口,栗東・大橋,先行,10.8,5,6,,36.3,500(+2),中京,14,中1週,Y,,3,サトノダイヤモンド,キングカメハメハ,
3,3,アスクビックスター,牡5,古川奈,栗東・矢作,差し,180.8,12,15,,37.7,498(+4),中京,14,中1週,Y,,3,キングカメハメハ,Galileo,
4,4,マリアナトレンチ,牡4,鮫島駿,栗東・音無,差し,23.3,10,11,,37.5,468(0),中京,14,中1週,Y,,3,ハーツクライ,Saint Liam,
5,4,ヨリノサファイヤ,牝4,西村淳,美浦・根本,先行,15.9,7,12,,39.8,522(-14),中山,21,中2週,Y,,3,コパノリッキー,クロフネ,
6,5,レッドプロフェシー,牡4,坂井,栗東・大久保,先行,17.7,8,4,,38.1,484(+6),中山,183,中25週,Y,Y,3,ルーラーシップ,マンハッタンカフェ,
7,5,フームスムート B,牡7,,美浦・水野,差し,296.4,13,14,,37.2,520(-2),中京,14,中1週,Y,,3,トゥザグローリー,ワイルドラッシュ,
8,6,サイモンザナドゥ,牡4,武豊,栗東・小林,差し,5.3,2,4,,36.4,474(+4),中京,27,中3週,Y,,3,アジアエクスプレス,アグネスデジタル,
9,6,オンザライン,セ6,松山,美浦・大和田,差し,10.7,4,7,,37.9,444(-8),中山,21,中2週,Y,,3,スクリーンヒーロー,ディープインパクト,
10,7,レアンダー,牡3,,栗東・大根田,,7.0,3,1,,36.0,466(+6),小倉,98,中13週,Y,,3,シルバーステート,プリサイスエンド,
11,7,セクシーブーケ,牝3,北村友,栗東・田中克,先行,2.9,1,1,,37.0,446(0),札幌,84,中11週,Y,,3,Liam's Map,Tapit,
12,8,メイショウコガシラ,牡4,酒井,栗東・本田,差し,22.1,9,9,,38.4,492(-4),小倉,105,中14週,Y,,3,メイショウボーラー,Elusive Quality,
13,8,ダンテバローズ B,牡4,岩田望,栗東・上村,先行,11.7,6,,,0.0,516(+2),小倉,105,中14週,Y,,3,ドレフォン,シンボリクリスエス,
