コーナー,通過順
1コーナー,"(8,*12,14)(1,13)10(4,11,15)(2,5)9-3,6-7"
2コーナー,"(*8,12)14,1(10,13)4(2,11,15)5,9-3,6-7"
3コーナー,"(*8,12,14)(1,13)(10,11,15)(4,5,9)2,3,6-7"
4コーナー,"(*8,12,14)(1,13)(10,11)(4,15,9)5,2(6,3)7"
