券種,組み合わせ,配当,人気
単勝,9,390,2
複勝,9,160,1
複勝,2,170,3
複勝,11,370,8
枠連,2-7,1190,4
馬連,2-9,1300,3
ワイド,2-9,530,3
ワイド,9-11,750,8
ワイド,2-11,1310,18
馬単,9-2,2440,6
3連複,2-9-11,5520,19
3連単,9-2-11,26200,82
