着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,6,ロジリオン,牡3,57.0,三浦,1:20.9,,2,3.4,33.2,美浦古賀,488(+14)
2,7,8,オーキッドロマンス,牡3,57.0,内田博,1:20.9,アタマ,4,8.5,33.7,美浦手塚,486(0)
3,1,1,エリカカリーナ,牝3,55.0,戸崎圭,1:20.9,クビ,3,5.8,33.4,美浦宮田,422(0)
4,3,3,エイムフォーエース,牡3,57.0,本田重,1:21.0,1/2,9,119.5,33.0,地方山下貴,430(-4)
5,4,4,ダノンマッキンリー,牡3,57.0,ルメー,1:21.2,1.1/4,1,2.1,33.7,栗東藤原,468(0)
6,8,9,アイファーバトル,牡3,57.0,野中,1:21.6,2.1/2,10,122.4,33.5,美浦根本,444(-4)
7,2,2,ヴェルトラウム,牡3,57.0,ピーヒ,1:21.6,クビ,7,50.2,33.1,美浦西田,448(+2)
8,5,5,ジャスパーノワール,牡3,57.0,田辺,1:21.7,1/2,5,10.6,34.6,栗東森秀,506(-6)
9,7,7,スピリットガイド,牡3,57.0,キング,1:21.9,1.1/4,6,17.7,34.0,美浦手塚,524(0)
10,8,10,イサチルシーサイド,牡3,57.0,木幡初,1:22.7,5,8,58.6,35.0,美浦竹内,476(-2)
