着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,15,テイエムアトム,牡5,58.0,バシュ,1:24.6,,2,3.3,36.7,美浦石栗,540(-8)
2,7,13,バルミュゼット,牡4,58.0,横山武,1:24.9,2,4,5.7,35.9,美浦岩戸,518(-4)
3,4,8,ローヴェロ,牡4,58.0,ルメー,1:25.1,1.1/4,1,2.4,37.6,美浦加藤征,504(+2)
4,5,10,フィールザワールド,牡5,58.0,北村宏,1:25.2,クビ,6,40.9,36.4,美浦岩戸,482(-6)
5,2,4,ゲンパチプライド,牡4,58.0,福永,1:25.2,クビ,3,4.7,37.0,美浦西田,494(-2)
6,1,2,ウーゴ,牡6,58.0,太宰,1:25.3,1/2,10,70.3,35.7,栗東高橋亮,498(-14)
7,3,5,マイナーズライト,セ5,58.0,柴田善,1:25.4,1/2,12,169.6,36.9,美浦大江原,464(-6)
8,5,9,ジュールサイクル,牝6,56.0,石川,1:25.6,3/4,14,224.4,36.3,美浦田中剛,462(0)
9,6,12,プロバーティオ,牡5,58.0,柴田大,1:25.7,1,7,49.2,37.9,美浦田中剛,502(+2)
10,7,14,デルマカンノン,牝5,56.0,坂井,1:25.8,クビ,8,54.8,38.0,栗東五十嵐,446(-2)
11,3,6,ブリエヴェール,牡5,58.0,永野,1:26.0,1.1/4,15,267.3,37.8,美浦小笠,464(+12)
12,8,16,サンデーミラージュ,セ6,58.0,水口,1:26.7,4,9,56.1,38.1,栗東宮本,482(-8)
13,4,7,コングールテソーロ,牡7,58.0,戸崎圭,1:26.7,クビ,5,25.3,37.8,美浦奥平,486(0)
14,1,1,スウィートプロミス,牝4,56.0,菅原明,1:27.8,7,13,172.6,40.3,美浦尾関,454(-4)
15,2,3,セイウンシデン,牡4,58.0,大野,1:28.1,1.3/4,16,342.1,39.6,美浦稲垣,518(0)
16,6,11,アウリガテソーロ,牡5,58.0,杉原,1:28.4,1.3/4,11,137.7,40.2,美浦加藤士,514(+8)
