券種,組み合わせ,配当,人気
単勝,11,510,4
複勝,11,210,4
複勝,6,340,6
複勝,7,230,5
枠連,6-8,660,2
馬連,6-11,3870,17
ワイド,6-11,1260,16
ワイド,7-11,650,10
ワイド,6-7,1650,21
馬単,11-6,7780,34
3連複,6-7-11,7370,29
3連単,11-6-7,41770,165
