券種,組み合わせ,配当,人気
単勝,2,590,3
複勝,2,180,3
複勝,11,190,4
複勝,8,490,7
枠連,2-8,1380,6
馬連,2-11,1710,8
ワイド,2-11,510,6
ワイド,2-8,1290,15
ワイド,8-11,1620,17
馬単,2-11,3490,14
3連複,2-8-11,6810,24
3連単,2-11-8,33270,109
