馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ガザニア,牝2,岩田康,美浦・尾関,,19.5,4,,,,460(0),,,,,,,スワーヴリチャード,ヨハネスブルグ,,
2,2,アブリコース,牝2,小林美,美浦・小手川,,19.8,5,,,,468(0),,,,,,,パイロ,トゥザワールド,,
3,3,アスコットペスカ,牝2,和田陽,栗東・藤野,,152.4,13,,,,410(0),,,,,,,モズアスコット,キズナ,,
4,4,ヌーベルフィズ,牝2,舟山,栗東・辻野,,23.4,6,,,,420(0),,,,,,,ニューイヤーズデイ,キングカメハメハ,,
5,4,チェッリーニ,牝2,古川奈,栗東・羽月,,98.6,11,,,,410(0),,,,,,,オルフェーヴル,パイロ,,
6,5,ソーハッピー,牝2,荻野琢,栗東・松下,,55.2,10,,,,444(0),,,,,,,モズアスコット,キンシャサノキセキ,,
7,5,ルイスイメル,牝2,古川吉,栗東・本田,,25.5,7,,,,428(0),,,,,,,モズアスコット,ワイルドラッシュ,,
8,6,インサイドストーム,牝2,斎藤,栗東・緒方,,112.3,12,,,,456(0),,,,,,,リアルインパクト,ハービンジャー,,
9,6,バタフライ,牝2,原田和,美浦・松山,,42.5,9,,,,494(0),,,,,,,タワーオブロンドン,Intense Focus,,
10,7,アヴレディール,牝2,吉田隼,栗東・松永幹,,32.2,8,,,,454(0),,,,,,,ジャスタウェイ,ヨハネスブルグ,,
11,7,ウィエダンド,牝2,横山和,栗東・小栗,,2.4,1,,,,444(0),,,,,,,シルバーステート,Rahy,,
12,8,セイレイカ,牝2,横山典,栗東・昆,,3.0,2,,,,446(0),,,,,,,エフフォーリア,ディープインパクト,,
13,8,フォルトゥナロッサ,牝2,浜中,栗東・武幸,,4.2,3,,,,458(0),,,,,,,サートゥルナーリア,ノヴェリスト,,
