着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,9,キーチパルフェ,牡5,58.0,鮫島駿,1:59.2,,3,5.7,37.2,栗東高柳大,480(+4)
2,6,6,エイカイソウル,牡5,58.0,松山,1:59.4,1.1/2,4,7.1,37.6,栗東藤原,492(+8)
3,7,7,ソウルアンドジャズ,セ5,58.0,坂井,1:59.8,2,5,9.7,39.4,美浦武井,504(0)
4,2,2,テーオーマルコーニ,牡4,57.0,藤岡佑,1:59.8,アタマ,1,2.6,37.6,栗東奥村豊,504(+12)
5,4,4,ゴッドエスパーダ,牡4,57.0,川田,1:59.8,クビ,2,3.1,37.9,栗東角田,498(-4)
6,8,10,タガノヘラクレス,牡5,58.0,高杉,2:00.7,5,6,10.4,39.1,栗東千田,520(+2)
7,5,5,ヒデノレインボー,牡7,58.0,岩田康,2:01.5,5,8,112.6,39.8,栗東梅田,508(+6)
8,3,3,ディオスパーダ,牡4,57.0,西塚,2:01.6,1/2,9,297.4,39.2,栗東小椋,494(+2)
9,1,1,エリカヴェネチア,牝5,56.0,北村友,2:02.1,3.1/2,7,37.9,39.3,栗東吉岡,498(+8)
10,7,8,サイモンルモンド,セ9,58.0,松若,2:02.7,3.1/2,10,326.2,39.2,美浦根本,460(-6)
