コーナー,通過順
1コーナー,"8-1,2(6,5)(7,4)-3"
2コーナー,"8-(1,6,5)2,7,4=3"
3コーナー,"8,6,5,1=(7,2)-43"
4コーナー,"(8,*1)5,6=2,7=43"
