着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,7,イルーシヴパンサー,牡5,58.0,岩田望,1:32.7,,5,7.4,34.4,美浦久保田,488(+14)
2,3,5,エアロロノア,牡6,58.0,福永,1:32.8,1/2,3,5.9,34.7,栗東笹田,502(+2)
3,1,2,プレサージュリフト,牝4,54.0,イーガ,1:32.9,3/4,2,5.2,35.0,美浦木村,478(+16)
4,2,3,ピースワンパラディ,牡7,57.5,松山,1:33.0,1/2,4,5.9,34.7,美浦大竹,476(0)
5,7,14,カイザーミノル,牡7,57.0,荻野極,1:33.0,アタマ,15,105.2,34.5,栗東北出,462(0)
6,7,13,オニャンコポン,牡4,56.0,菅原明,1:33.0,アタマ,6,10.4,34.5,美浦小島,466(+2)
7,3,6,タイムトゥヘヴン,牡5,58.0,北村友,1:33.0,アタマ,9,23.3,34.2,美浦戸田,484(-4)
8,6,12,シュリ,牡7,58.0,鮫島駿,1:33.2,1,10,36.7,34.9,栗東池江,518(+6)
9,8,16,ミッキーブリランテ,牡7,57.5,藤岡佑,1:33.4,1.1/4,14,102.9,34.6,栗東矢作,478(-6)
10,6,11,エントシャイデン,牡8,57.5,坂井,1:33.4,ハナ,13,79.6,34.8,栗東矢作,484(+6)
11,8,15,シャーレイポピー,牝5,53.0,富田,1:33.6,1.1/4,16,117.8,34.8,栗東石坂,442(+4)
12,4,8,ヴィクティファルス,牡5,57.0,団野,1:33.9,1.1/2,11,51.2,35.8,栗東池添学,492(+8)
13,5,10,マテンロウオリオン,牡4,57.0,横山典,1:34.1,1.1/4,1,4.4,34.6,栗東昆,486(+2)
14,5,9,ダイワキャグニー,セ9,58.0,岩田康,1:34.4,1.3/4,12,55.1,36.7,美浦菊沢,504(+6)
15,2,4,アルサトワ,牡6,57.5,幸,1:34.5,1/2,7,14.1,36.6,栗東斉藤崇,508(0)
16,1,1,ベレヌス,牡6,58.0,西村淳,1:34.7,1.1/2,8,20.3,37.1,栗東杉山晴,530(+10)
