券種,組み合わせ,配当,人気
単勝,6,980,6
複勝,6,290,6
複勝,5,420,7
複勝,8,510,8
枠連,5-5,5410,18
馬連,5-6,6380,21
ワイド,5-6,1890,24
ワイド,6-8,2960,30
ワイド,5-8,3470,31
馬単,6-5,11360,38
3連複,5-6-8,33180,75
3連単,6-5-8,189330,416
