券種,組み合わせ,配当,人気
単勝,5,1240,5
複勝,5,310,6
複勝,1,210,3
複勝,11,130,1
枠連,1-4,5620,20
馬連,1-5,6310,23
ワイド,1-5,1860,24
ワイド,5-11,740,8
ワイド,1-11,370,2
馬単,5-1,13430,48
3連複,1-5-11,4020,13
3連単,5-1-11,43670,144
