コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*3,10)(4,12)(2,5)(7,13,18)(1,8,15)11,14(6,9)17,16"
4コーナー,"3(4,10,12)(2,5,13,18)(7,15)(1,8,11)(6,9,14)17,16"
