馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,リッチブラック,牡7,川又,栗東・西村,差し,91.6,12,6,,35.2,464(0),京都,36,中4週,Y,,3,エピファネイア,ブライアンズタイム,,B
2,2,フェスタリア,牡4,今村,美浦・矢野,差し,32.1,10,9,,38.8,454(+8),中山,56,中7週,Y,,3,ゴールドドリーム,Cherokee Run,,
3,3,チギリ,牝4,長浜,美浦・鹿戸,差し,9.2,7,1,4歳以上1勝クラス,36.0,470(-2),東京,29,中3週,Y,,3,レッドファルクス,フジキセキ,,
4,4,ディアウス,牡4,吉田隼,栗東・吉岡,先行,3.6,1,2,,37.6,452(0),新潟,29,中3週,Y,,3,シニスターミニスター,Seattle Fitz,,
5,5,エアニゲラ,牝4,舟山,栗東・池添,,6.4,3,1,4歳以上1勝クラス,37.3,464(+4),阪神,64,中8週,Y,,3,アルアイン,エンパイアメーカー,,
6,5,アールプロスト,牡4,小沢,美浦・伊藤大,差し,7.3,4,12,4歳以上2勝クラス,35.7,518(+2),中山,78,中10週,Y,,3,ディーマジェスティ,Devil's Bag,,
7,6,タイヨウフレア,牝4,横山琉,美浦・杉浦,差し,78.4,11,11,,39.3,506(0),中山,56,中7週,Y,,3,ドレフォン,ヴィクトワールピサ,,
8,6,メイショウタイピン,牡4,池添,栗東・飯田,先行,5.3,2,5,,36.2,502(-8),東京,28,中3週,Y,,3,モズアスコット,マンハッタンカフェ,,B
9,7,レイザリオ,牡4,岩田康,栗東・橋口,,21.2,9,1,4歳以上1勝クラス,38.4,486(+6),福島,63,中8週,Y,,3,アドマイヤマーズ,Tapit,,
10,7,ラマンシュ,牡4,斎藤,栗東・杉山佳,差し,7.7,5,5,,37.7,420(+4),福島,57,中7週,Y,,3,トーセンラー,Saint Liam,,
11,8,マーウォルス,牡4,佐々木,栗東・茶木,差し,19.2,8,6,,37.9,470(-4),福島,49,中6週,Y,,3,アドマイヤマーズ,ロックオブジブラルタル,,
12,8,ジュンラトゥール,牡5,富田,栗東・浜田,差し,8.8,6,3,,38.0,460(+2),福島,49,中6週,Y,,3,パイロ,スペシャルウィーク,,B
