着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,9,エイトキングゴッド,牡3,55.0,原,2:04.1,,6,21.5,36.9,美浦青木,464(-4)
2,6,6,テラフォーミング,牡4,58.0,津村,2:04.3,1.1/4,4,9.4,37.2,美浦相沢,478(+4)
3,7,7,ポリクシニーズ,牡4,58.0,木幡巧,2:04.6,1.1/2,9,85.8,37.2,美浦黒岩,476(-4)
4,4,4,サンズオブタイム,牡5,58.0,田辺,2:04.7,クビ,3,5.7,37.4,美浦和田勇,488(-6)
5,1,1,イヴニングスター,牡4,58.0,菊沢,2:04.7,クビ,5,14.8,37.6,美浦戸田,506(+4)
6,3,3,ウイニングライブ,牡3,55.0,丸山,2:04.7,ハナ,8,34.5,37.1,美浦金成,428(-4)
7,8,10,ラブエスポー,牝6,56.0,江田照,2:05.3,3.1/2,10,132.4,37.1,美浦蛯名利,456(0)
8,7,8,オルソビアンコ,牝3,53.0,三浦,2:05.4,クビ,7,24.4,37.8,美浦田村,384(-6)
9,5,5,オールザタイム,牝3,53.0,戸崎圭,2:05.4,アタマ,2,3.4,37.9,美浦国枝,500(-8)
10,2,2,ダニーデン,牡3,55.0,北村宏,2:06.8,8,1,2.1,39.1,美浦辻,502(+2)
