馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ショウナンハルク,牡3,三浦,美浦・栗田,先行,7.3,5,3,3歳未勝利,39.3,502(-4),中京,21,中2週,Y,,3,キズナ,Northern Afleet,,
2,2,パンジャ,牡3,菅原明,美浦・金成,差し,47.4,9,5,3歳未勝利,40.7,482(-2),中山,21,中2週,Y,,2,ゴールドシップ,Kendargent,,
3,3,ランドマックス,牡3,木幡巧,美浦・本間,先行,6.4,4,3,3歳未勝利,41.3,476(-4),中山,28,中3週,Y,,3,モーニン,ブラックタキシード,,B
4,4,プルナチャンドラ,牡3,横山和,美浦・小野,差し,4.8,2,4,3歳未勝利,40.3,500(0),中山,27,中3週,Y,,3,アニマルキングダム,オペラハウス,,
5,5,ユアグローリー,牡3,北村宏,美浦・中舘,差し,118.5,10,7,3歳未勝利,42.2,502(-4),中山,21,中2週,Y,,3,ドレフォン,シンボリクリスエス,,B
6,5,ウェーブロック,牡3,横山武,美浦・萩原,先行,2.3,1,2,3歳未勝利,40.2,516(+4),中山,83,中11週,Y,,2,リアルスティール,Redoute's Choice,,
7,6,マグナレガリア,牡3,田辺,美浦・相沢,先行,19.2,7,8,3歳未勝利,36.7,476(-2),東京,55,中7週,Y,,3,レイデオロ,トウカイテイオー,,B
8,6,ナムラカメジロー,牡3,川又,栗東・杉山佳,,16.2,6,6,3歳未勝利,37.9,502(-10),京都,76,中10週,Y,,2,サンダースノー,マンハッタンカフェ,,
9,7,ローンウルフ,牡3,森泰斗,美浦・武市,先行,6.2,3,6,3歳未勝利,36.6,478(+2),中山,21,中2週,Y,,3,リアルインパクト,Mineshaft,,
10,7,シャッフル,牡3,長浜,美浦・高木,追込,435.2,11,16,3歳未勝利,41.3,498(-4),中山,20,中2週,Y,,1,アルアイン,Acclamation,,
11,8,スパイキーボウ,牡3,武藤,美浦・水野,差し,443.3,12,3,ベストレイ,42.0,486(+5),船橋,58,中7週,,,2,ストロングリターン,サンデーサイレンス,,
12,8,グランドフォレスト,牡3,丸田,美浦・岩戸,先行,35.2,8,9,3歳未勝利,38.8,468(-2),東京,56,中7週,Y,,2,リアルインパクト,キングカメハメハ,,
