着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,4,フィーカ,牝4,53.0,荻野極,1:10.6,,3,5.9,36.5,美浦矢野,482(+2)
2,5,8,スキャッターシード,牝5,55.0,斎藤,1:11.0,2.1/2,1,2.9,36.5,美浦斎藤誠,556(-6)
3,3,5,パロットビーク,牝5,54.0,石橋脩,1:11.1,1/2,7,16.5,36.7,栗東西園翔,466(0)
4,4,7,グレタ,牝4,54.0,丹内,1:11.1,クビ,10,30.5,37.0,美浦清水英,472(0)
5,7,12,パイプライン,セ6,56.0,菊沢,1:11.1,ハナ,8,26.4,35.3,美浦田中剛,488(0)
6,8,15,クインズプリーズ,牝4,54.0,吉田隼,1:11.2,1/2,2,5.4,37.1,栗東吉岡,444(+2)
7,6,11,プリティインピンク,牝5,53.0,原,1:11.3,クビ,9,30.1,37.4,美浦小手川,438(-4)
8,1,1,カンザシ,牝4,55.0,丸山,1:11.5,1.1/4,5,11.1,36.0,美浦宮田,498(+2)
9,4,6,スカイナイル,牝5,53.0,今村,1:11.6,1/2,12,41.5,37.7,栗東牧浦,502(+6)
10,5,9,ポピュラーソング,牝6,52.0,柴田大,1:11.8,1.1/4,14,155.8,36.7,美浦土田,448(-2)
11,8,14,タカラマドンナ,牝4,53.0,川又,1:11.8,クビ,6,11.5,36.8,栗東杉山佳,464(+2)
12,2,3,コーリングローリー,牡6,54.0,小林勝,1:12.0,1,15,245.0,37.4,美浦小野,460(0)
13,7,13,オーガスタスカイ,牝4,54.0,富田,1:12.3,2,4,6.8,37.4,栗東斉藤崇,486(+8)
14,2,2,ナツイロノオトメ,牝4,53.0,永島,1:12.5,1.1/4,11,35.1,38.8,栗東角田,500(+10)
15,6,10,コルニリア,牡6,54.0,杉原,1:12.5,クビ,13,134.0,38.0,美浦大和田,460(+4)
