券種,組み合わせ,配当,人気
単勝,8,320,2
複勝,8,150,1
複勝,5,190,3
複勝,6,500,9
枠連,5-7,620,2
馬連,5-8,950,2
ワイド,5-8,450,4
ワイド,6-8,1360,20
ワイド,5-6,1870,26
馬単,8-5,1570,3
3連複,5-6-8,6690,28
3連単,8-5-6,22700,70
