着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,7,イコサン,牡5,58.0,津村,0:54.1,,2,3.9,32.1,栗東長谷川,494(+2)
2,8,11,クールベイビー,牝4,56.0,荻野極,0:54.2,1/2,5,7.4,32.5,美浦矢野,464(-6)
3,5,5,オリアメンディ,牝7,56.0,嶋田,0:54.6,2.1/2,8,44.9,32.2,美浦南田,488(+4)
4,6,8,ベイビーキッス,牝3,54.0,菊沢,0:54.8,1.1/4,3,4.1,33.0,美浦青木,446(+6)
5,2,2,ソルレース,牝4,56.0,戸崎圭,0:54.9,3/4,1,3.7,33.0,美浦田中博,468(-2)
6,8,12,ニシノクラウン,セ4,58.0,横山琉,0:54.9,アタマ,7,22.2,32.0,美浦相沢,468(+2)
7,4,4,ホークレア,牝4,56.0,大野,0:55.2,1.3/4,9,111.6,32.7,美浦尾関,448(0)
8,7,10,ヴェナートル,牡3,56.0,武藤,0:55.3,1/2,4,5.0,33.3,美浦武藤,492(-4)
9,3,3,ロードトレゾール,牡4,58.0,佐々木,0:55.5,3/4,6,16.1,33.4,栗東清水久,546(+6)
10,1,1,トレブランシュ,牝5,56.0,原,0:55.8,2,10,142.3,33.7,美浦伊藤伸,434(0)
11,5,6,ディージェーサン,牝6,56.0,遠藤,0:55.9,1/2,11,148.0,32.8,美浦堀内,448(+16)
12,7,9,アバンダンス,牡6,58.0,野中,0:56.6,4,12,331.7,33.2,美浦根本,444(-8)
