着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,8,ニシノレヴナント,セ5,55.0,野中,1:57.5,,13,47.0,32.9,美浦上原博,480(0)
2,8,16,トーセンリョウ,牡6,56.0,鮫島駿,1:57.8,2,5,8.7,33.7,美浦加藤征,456(0)
3,1,1,ボーンディスウェイ,牡6,57.0,木幡巧,1:57.9,1/2,4,8.6,33.4,美浦牧,496(0)
4,7,15,ワイドエンペラー,牡7,55.0,西村淳,1:58.0,クビ,10,27.8,33.7,栗東藤岡,496(-2)
5,6,12,マイネルモーント,牡5,56.0,丹内,1:58.1,1/2,7,12.3,34.4,美浦高木,464(-2)
6,8,17,スパイダーゴールド,牡6,55.0,石橋脩,1:58.3,1.1/4,18,122.0,34.9,美浦鹿戸,506(-4)
7,5,10,ウインエーデル,牝5,52.0,原,1:58.4,1,9,17.9,34.1,栗東吉田,458(+6)
8,2,3,ギャラクシーナイト,牡6,54.0,菊沢,1:58.4,ハナ,16,107.4,34.6,美浦菊沢,508(-6)
9,7,13,ブラックシールド,牡6,53.0,内田博,1:58.5,クビ,11,29.2,35.2,栗東小栗,472(-2)
10,6,11,メリオーレム,牡4,56.0,石川,1:58.5,クビ,6,9.1,34.9,栗東友道,498(+10)
11,1,2,オクタヴィアヌス,牡5,56.0,横山武,1:58.6,クビ,2,7.0,34.6,美浦木村,518(-4)
12,3,6,セレシオン,牡6,57.0,荻野極,1:58.6,アタマ,3,8.2,34.4,栗東友道,472(+10)
13,7,14,エープラス,牝7,52.0,横山琉,1:58.6,ハナ,14,51.1,33.8,美浦池上,492(0)
14,3,5,グランドカリナン,牡5,55.0,丸山,1:58.6,クビ,12,37.6,35.0,美浦田島,462(+4)
15,2,4,シルブロン,牡7,57.0,大野,1:58.7,3/4,15,61.7,34.1,美浦稲垣,496(-6)
16,5,9,サクセスシュート,牡6,55.0,吉田豊,1:58.8,3/4,17,109.4,34.7,美浦久保田,490(0)
17,4,7,ラスカンブレス,牡4,56.0,ルメー,1:59.1,1.1/2,1,3.8,34.3,美浦林,488(-2)
18,8,18,ウエストナウ,牡4,55.0,三浦,1:59.3,1.1/4,8,14.1,35.3,栗東佐々木,498(+4)
