stem,race_id,距離,馬場種別,馬場,天候,頭数,レース名,等級
2025-03-30_阪神12R_4歳以上2勝クラス,202509020212,1200,ダ,良,曇,14,4歳以上2勝クラス,
2025-04-05_中山09R_山吹賞,202506030309,2200,芝,良,晴,7,山吹賞,
2025-04-05_中山10R_千葉日報杯,202506030310,1800,ダ,稍,晴,16,千葉日報杯,
2025-04-05_中山11R_ダービー卿CT,202506030311,1600,芝,良,晴,14,ダービー卿CT,
2025-04-05_中山12R_4歳以上1勝クラス,202506030312,1200,ダ,稍,晴,16,4歳以上1勝クラス,
2025-04-05_阪神09R_アザレア賞,202509020309,2400,芝,良,晴,9,アザレア賞,
2025-04-05_阪神10R_ポラリスS,202509020310,1400,ダ,良,晴,16,ポラリスS,
2025-04-05_阪神11R_チャーチルダウンズC,202509020311,1600,芝,良,晴,11,チャーチルダウンズC,
2025-04-05_阪神12R_4歳以上2勝クラス,202509020312,1400,ダ,良,曇,16,4歳以上2勝クラス,
2025-04-06_中山09R_安房特別,202506030409,2500,芝,良,小雨,12,安房特別,
2025-04-06_中山10R_アリエスS,202506030410,1800,ダ,稍,晴,16,アリエスS,
2025-04-06_中山11R_美浦S,202506030411,2000,芝,良,晴,16,美浦S,
2025-04-06_中山12R_4歳以上2勝クラス,202506030412,1200,ダ,稍,晴,15,4歳以上2勝クラス,
2025-04-06_阪神09R_バイオレットS,202509020409,1400,ダ,良,晴,15,バイオレットS,
2025-04-06_阪神10R_夢洲S,202509020410,1600,芝,良,晴,14,夢洲S,
2025-04-06_阪神11R_大阪杯,202509020411,2000,芝,良,晴,15,大阪杯,
2025-04-06_阪神12R_陽春S,202509020412,1200,ダ,良,晴,11,陽春S,
2025-04-12_中山09R_山藤賞,202506030509,2000,芝,良,晴,9,山藤賞,
2025-04-12_中山10R_あけぼのS,202506030510,1600,芝,良,晴,14,あけぼのS,
2025-04-12_中山11R_ニュージーランドT,202506030511,1600,芝,良,晴,14,ニュージーランドT,
2025-04-12_中山12R_4歳以上2勝クラス,202506030512,1200,ダ,良,晴,16,4歳以上2勝クラス,
2025-04-12_福島09R_浄土平特別,202503010109,1800,芝,良,曇,15,浄土平特別,
2025-04-12_福島10R_喜多方特別,202503010110,1150,ダ,良,晴,16,喜多方特別,
2025-04-12_福島11R_吾妻小富士S,202503010111,1700,ダ,良,晴,15,吾妻小富士S,
2025-04-12_福島12R_4歳以上1勝クラス,202503010112,1200,芝,良,晴,16,4歳以上1勝クラス,
2025-04-12_阪神09R_明石特別,202509020509,2400,芝,良,晴,9,明石特別,
2025-04-12_阪神10R_京橋S,202509020510,2000,芝,良,曇,16,京橋S,
2025-04-12_阪神11R_阪神牝馬S,202509020511,1600,芝,良,曇,14,阪神牝馬S,
2025-04-12_阪神12R_4歳以上2勝クラス,202509020512,1200,ダ,良,曇,16,4歳以上2勝クラス,
2025-04-13_中山09R_印西特別,202506030609,2400,ダ,良,雨,11,印西特別,
2025-04-13_中山10R_鹿野山特別,202506030610,2000,芝,良,雨,10,鹿野山特別,
2025-04-13_中山11R_春雷S,202506030611,1200,芝,稍,雨,14,春雷S,
2025-04-13_中山12R_4歳以上1勝クラス,202506030612,1200,ダ,稍,雨,16,4歳以上1勝クラス,
2025-04-13_福島09R_花見山特別,202503010209,1200,芝,良,小雨,10,花見山特別,
2025-04-13_福島10R_やまびこS,202503010210,1150,ダ,良,雨,16,やまびこS,
2025-04-13_福島11R_福島民報杯,202503010211,2000,芝,良,雨,15,福島民報杯,
2025-04-13_福島12R_4歳以上1勝クラス,202503010212,1700,ダ,良,雨,15,4歳以上1勝クラス,
2025-04-13_阪神09R_忘れな草賞,202509020609,2000,芝,稍,雨,8,忘れな草賞,
2025-04-13_阪神10R_大阪―ハンブルクC,202509020610,2600,芝,稍,雨,11,大阪―ハンブルクC,
2025-04-13_阪神11R_桜花賞,202509020611,1600,芝,稍,雨,18,桜花賞,
2025-04-13_阪神12R_梅田S,202509020612,1800,ダ,稍,雨,16,梅田S,
2025-04-19_中山09R_袖ケ浦特別,202506030709,1200,芝,良,晴,13,袖ケ浦特別,
2025-04-19_中山10R_下総S,202506030710,1800,ダ,良,晴,16,下総S,
2025-04-19_中山11R_中山グランドジャンプ,202506030711,4260,障,良,晴,12,中山グランドジャンプ,
2025-04-19_中山12R_葛飾特別,202506030712,1200,ダ,良,晴,16,葛飾特別,
2025-04-19_福島09R_ひめさゆり賞,202503010309,2000,芝,良,晴,10,ひめさゆり賞,
2025-04-19_福島10R_桑折特別,202503010310,2000,芝,良,晴,16,桑折特別,
2025-04-19_福島11R_ラジオ福島賞,202503010311,1700,ダ,良,晴,15,ラジオ福島賞,
2025-04-19_福島12R_4歳以上1勝クラス,202503010312,1200,芝,良,晴,16,4歳以上1勝クラス,
2025-04-19_阪神09R_吹田特別,202509020709,1400,ダ,良,晴,16,吹田特別,
2025-04-19_阪神10R_丹波特別,202509020710,1400,芝,良,晴,14,丹波特別,
2025-04-19_阪神11R_アンタレスS,202509020711,1800,ダ,良,晴,13,アンタレスS,
2025-04-19_阪神12R_4歳以上1勝クラス,202509020712,1400,ダ,良,晴,16,4歳以上1勝クラス,
2025-04-20_中山09R_野島崎特別,202506030809,2000,芝,良,曇,12,野島崎特別,
2025-04-20_中山10R_京葉S,202506030810,1200,ダ,良,曇,16,京葉S,
2025-04-20_中山11R_皐月賞,202506030811,2000,芝,良,曇,18,皐月賞,
2025-04-20_中山12R_サンシャインS,202506030812,2200,芝,良,曇,13,サンシャインS,
2025-04-20_福島09R_医王寺特別,202503010409,1200,芝,良,曇,15,医王寺特別,
2025-04-20_福島10R_奥の細道特別,202503010410,2600,芝,良,曇,15,奥の細道特別,
2025-04-20_福島11R_福島牝馬S,202503010411,1800,芝,良,曇,16,福島牝馬S,
2025-04-20_福島12R_4歳以上1勝クラス,202503010412,1700,ダ,良,曇,15,4歳以上1勝クラス,
2025-04-20_阪神09R_蓬莱峡特別,202509020809,2000,芝,良,曇,8,蓬莱峡特別,
2025-04-20_阪神10R_天満橋S,202509020810,1400,ダ,良,曇,16,天満橋S,
2025-04-20_阪神11R_心斎橋S,202509020811,1400,芝,良,曇,11,心斎橋S,
2025-04-20_阪神12R_4歳以上2勝クラス,202509020812,1800,ダ,良,晴,16,4歳以上2勝クラス,
2025-04-26_京都09R_4歳以上1勝クラス,202508020109,1400,芝,良,晴,12,4歳以上1勝クラス,
2025-04-26_京都10R_観月橋S,202508020110,1900,ダ,良,晴,12,観月橋S,
2025-04-26_京都11R_天王山S,202508020111,1200,ダ,良,晴,14,天王山S,
2025-04-26_京都12R_4歳以上2勝クラス,202508020112,1600,芝,良,晴,9,4歳以上2勝クラス,
2025-04-26_東京09R_石和特別,202505020109,1800,芝,良,曇,9,石和特別,
2025-04-26_東京10R_鎌倉S,202505020110,1400,ダ,稍,曇,16,鎌倉S,
2025-04-26_東京11R_青葉賞,202505020111,2400,芝,良,曇,13,青葉賞,
2025-04-26_東京12R_4歳以上2勝クラス,202505020112,1600,ダ,稍,小雨,16,4歳以上2勝クラス,
2025-04-26_福島09R_雪うさぎ賞,202503010509,1200,芝,良,晴,16,雪うさぎ賞,
2025-04-26_福島10R_飯盛山特別,202503010510,2000,芝,良,晴,13,飯盛山特別,
2025-04-26_福島11R_福島中央テレビ杯,202503010511,1200,芝,良,晴,16,福島中央テレビ杯,
2025-04-26_福島12R_4歳以上1勝クラス,202503010512,1700,ダ,良,晴,13,4歳以上1勝クラス,
2025-04-27_京都09R_比良山特別,202508020209,2200,芝,良,晴,8,比良山特別,
2025-04-27_京都10R_センテニアル・パークS,202508020210,1800,芝,良,晴,16,センテニアル・パークS,
2025-04-27_京都11R_マイラーズC,202508020211,1600,芝,良,晴,10,マイラーズC,
2025-04-27_京都12R_4歳以上2勝クラス,202508020212,1800,ダ,良,晴,12,4歳以上2勝クラス,
2025-04-27_東京09R_湘南S,202505020209,1400,芝,良,晴,15,湘南S,
2025-04-27_東京10R_オアシスS,202505020210,1600,ダ,稍,晴,12,オアシスS,
2025-04-27_東京11R_フローラS,202505020211,2000,芝,良,晴,18,フローラS,
2025-04-27_東京12R_4歳以上2勝クラス,202505020212,1400,ダ,稍,晴,16,4歳以上2勝クラス,
2025-04-27_福島09R_燧ケ岳特別,202503010609,2600,芝,良,晴,11,燧ケ岳特別,
2025-04-27_福島10R_尾瀬特別,202503010610,1700,ダ,良,晴,15,尾瀬特別,
2025-04-27_福島11R_モルガナイトS,202503010611,1200,芝,良,晴,16,モルガナイトS,
2025-04-27_福島12R_4歳以上1勝クラス,202503010612,1150,ダ,良,晴,12,4歳以上1勝クラス,
2025-05-03_京都09R_矢車賞,202508020309,2200,芝,良,晴,6,矢車賞,
2025-05-03_京都10R_御池特別,202508020310,1400,芝,良,晴,8,御池特別,
2025-05-03_京都11R_ユニコーンS,202508020311,1900,ダ,稍,晴,13,ユニコーンS,
2025-05-03_京都12R_4歳以上2勝クラス,202508020312,1200,ダ,稍,晴,16,4歳以上2勝クラス,
2025-05-03_新潟09R_わらび賞,202504010109,1800,ダ,稍,晴,15,わらび賞,
2025-05-03_新潟10R_胎内川特別,202504010110,1800,芝,良,晴,10,胎内川特別,
2025-05-03_新潟11R_三条S,202504010111,1800,ダ,稍,晴,15,三条S,
2025-05-03_新潟12R_4歳以上1勝クラス,202504010112,1000,芝,良,晴,16,4歳以上1勝クラス,
2025-05-03_東京09R_是政S,202505020309,2100,ダ,重,晴,16,是政S,
2025-05-03_東京10R_スイートピーS,202505020310,1800,芝,良,晴,13,スイートピーS,
2025-05-03_東京11R_京王杯SC,202505020311,1400,芝,良,晴,12,京王杯SC,
2025-05-03_東京12R_4歳以上2勝クラス,202505020312,1600,ダ,重,晴,14,4歳以上2勝クラス,
2025-05-04_京都09R_須知特別,202508020409,1900,ダ,良,晴,10,須知特別,
2025-05-04_京都10R_淀S,202508020410,1200,芝,良,晴,13,淀S,
2025-05-04_京都11R_天皇賞(春),202508020411,3200,芝,良,晴,15,天皇賞(春),
2025-05-04_京都12R_巨椋池S,202508020412,1200,ダ,良,晴,16,巨椋池S,
2025-05-04_新潟09R_咲花特別,202504010209,1800,ダ,稍,晴,15,咲花特別,
2025-05-04_新潟10R_邁進特別,202504010210,1000,芝,良,晴,16,邁進特別,
2025-05-04_新潟11R_越後S,202504010211,1200,ダ,稍,晴,15,越後S,
2025-05-04_新潟12R_4歳以上1勝クラス,202504010212,1400,芝,良,晴,13,4歳以上1勝クラス,
2025-05-04_東京09R_府中S,202505020409,2000,芝,良,晴,13,府中S,
2025-05-04_東京10R_ブリリアントS,202505020410,2100,ダ,稍,晴,16,ブリリアントS,
2025-05-04_東京11R_プリンシパルS,202505020411,2000,芝,良,晴,14,プリンシパルS,
2025-05-04_東京12R_4歳以上2勝クラス,202505020412,1300,ダ,稍,晴,16,4歳以上2勝クラス,
2025-05-10_京都09R_久御山特別,202508020509,1600,芝,稍,曇,8,久御山特別,
2025-05-10_京都10R_鴨川特別,202508020510,2000,芝,稍,曇,8,鴨川特別,
2025-05-10_京都11R_京都新聞杯,202508020511,2200,芝,稍,曇,10,京都新聞杯,
2025-05-10_京都12R_4歳以上2勝クラス,202508020512,1800,ダ,重,曇,10,4歳以上2勝クラス,
2025-05-10_新潟09R_三国特別,202504010309,1600,芝,稍,曇,8,三国特別,
2025-05-10_新潟10R_荒川峡特別,202504010310,2200,芝,稍,曇,15,荒川峡特別,
2025-05-10_新潟11R_駿風S,202504010311,1000,芝,稍,曇,16,駿風S,
2025-05-10_新潟12R_4歳以上1勝クラス,202504010312,1200,ダ,稍,曇,14,4歳以上1勝クラス,
2025-05-10_東京09R_分倍河原S,202505020509,1600,芝,稍,曇,15,分倍河原S,
2025-05-10_東京10R_青竜S,202505020510,1600,ダ,重,曇,11,青竜S,
2025-05-10_東京11R_エプソムC,202505020511,1800,芝,稍,曇,18,エプソムC,
2025-05-10_東京12R_4歳以上2勝クラス,202505020512,1400,ダ,重,晴,16,4歳以上2勝クラス,
2025-05-11_京都09R_烏丸S,202508020609,2400,芝,良,曇,14,烏丸S,
2025-05-11_京都10R_橘S,202508020610,1400,芝,良,曇,11,橘S,
2025-05-11_京都11R_平城京S,202508020611,1800,ダ,稍,曇,16,平城京S,
2025-05-11_京都12R_4歳以上2勝クラス,202508020612,1400,ダ,稍,曇,16,4歳以上2勝クラス,
2025-05-11_新潟09R_ゆきつばき賞,202504010409,1200,芝,稍,曇,14,ゆきつばき賞,
2025-05-11_新潟10R_五泉特別,202504010410,1800,ダ,稍,曇,15,五泉特別,
2025-05-11_新潟11R_谷川岳S,202504010411,1400,芝,稍,晴,14,谷川岳S,
2025-05-11_新潟12R_4歳以上1勝クラス,202504010412,1200,芝,稍,晴,16,4歳以上1勝クラス,
2025-05-11_東京09R_日吉特別,202505020609,2100,ダ,稍,晴,16,日吉特別,
2025-05-11_東京10R_メトロポリタンS,202505020610,2400,芝,良,晴,10,メトロポリタンS,
2025-05-11_東京11R_NHKマイルC,202505020611,1600,芝,良,晴,18,NHKマイルC,
2025-05-11_東京12R_立夏S,202505020612,1600,ダ,稍,晴,16,立夏S,
2025-05-17_京都09R_あずさ賞,202508020709,2000,芝,不,曇,10,あずさ賞,
2025-05-17_京都10R_上賀茂S,202508020710,1800,ダ,不,晴,16,上賀茂S,
2025-05-17_京都11R_鞍馬S,202508020711,1200,芝,重,晴,11,鞍馬S,
2025-05-17_京都12R_4歳以上2勝クラス,202508020712,1800,ダ,不,晴,10,4歳以上2勝クラス,
2025-05-17_新潟09R_尖閣湾特別,202504010509,2000,芝,稍,曇,9,尖閣湾特別,
2025-05-17_新潟10R_中ノ岳特別,202504010510,1800,ダ,稍,曇,11,中ノ岳特別,
2025-05-17_新潟11R_新潟大賞典,202504010511,2000,芝,稍,曇,16,新潟大賞典,
2025-05-17_新潟12R_4歳以上1勝クラス,202504010512,1200,ダ,稍,曇,15,4歳以上1勝クラス,
2025-05-17_東京09R_国分寺特別,202505020709,1800,芝,稍,雨,9,国分寺特別,
2025-05-17_東京10R_立川特別,202505020710,1400,ダ,不,曇,12,立川特別,
2025-05-17_東京11R_六社S,202505020711,2400,芝,稍,曇,12,六社S,
2025-05-17_東京12R_4歳以上1勝クラス,202505020712,1600,ダ,不,曇,14,4歳以上1勝クラス,
2025-05-18_京都09R_白川特別,202508020809,2400,芝,稍,曇,9,白川特別,
2025-05-18_京都10R_錦S,202508020810,1600,芝,稍,曇,12,錦S,
2025-05-18_京都11R_栗東S,202508020811,1400,ダ,稍,曇,16,栗東S,
2025-05-18_京都12R_4歳以上2勝クラス,202508020812,1200,ダ,稍,曇,16,4歳以上2勝クラス,
2025-05-18_新潟09R_飛竜特別,202504010609,1000,芝,良,曇,16,飛竜特別,
2025-05-18_新潟10R_信濃川特別,202504010610,2000,芝,良,曇,10,信濃川特別,
2025-05-18_新潟11R_弥彦S,202504010611,1800,芝,良,曇,16,弥彦S,
2025-05-18_新潟12R_4歳以上1勝クラス,202504010612,1200,ダ,良,曇,15,4歳以上1勝クラス,
2025-05-18_東京09R_テレ玉杯,202505020809,1600,芝,良,曇,9,テレ玉杯,
2025-05-18_東京10R_青梅特別,202505020810,1600,ダ,重,曇,16,青梅特別,
2025-05-18_東京11R_ヴィクトリアマイル,202505020811,1600,芝,良,曇,18,ヴィクトリアマイル,
2025-05-18_東京12R_BSイレブン賞,202505020812,1400,ダ,重,曇,16,BSイレブン賞,
2025-05-24_京都09R_メルボルンT,202508020909,1600,芝,稍,雨,13,メルボルンT,
2025-05-24_京都10R_シドニーT,202508020910,2000,芝,稍,雨,8,シドニーT,
2025-05-24_京都11R_平安S,202508020911,1900,ダ,稍,雨,16,平安S,
2025-05-24_京都12R_オーストラリアT,202508020912,1400,ダ,稍,雨,13,オーストラリアT,
2025-05-24_新潟09R_はやぶさ賞,202504010709,1000,芝,良,小雨,15,はやぶさ賞,
2025-05-24_新潟10R_石打特別,202504010710,2000,芝,良,小雨,16,石打特別,
2025-05-24_新潟11R_大日岳特別,202504010711,1200,芝,良,曇,16,大日岳特別,
2025-05-24_新潟12R_4歳以上1勝クラス,202504010712,1200,ダ,良,曇,15,4歳以上1勝クラス,
2025-05-24_東京09R_カーネーションC,202505020909,1800,芝,良,曇,9,カーネーションC,
2025-05-24_東京10R_高尾特別,202505020910,1400,芝,良,曇,12,高尾特別,
2025-05-24_東京11R_欅S,202505020911,1400,ダ,良,曇,16,欅S,
2025-05-24_東京12R_4歳以上2勝クラス,202505020912,1600,ダ,良,曇,14,4歳以上2勝クラス,
2025-05-25_京都09R_4歳以上1勝クラス,202508021009,1400,芝,重,曇,18,4歳以上1勝クラス,
2025-05-25_京都10R_高瀬川S,202508021010,1400,ダ,重,曇,16,高瀬川S,
2025-05-25_京都11R_都大路S,202508021011,1800,芝,稍,曇,17,都大路S,
2025-05-25_京都12R_4歳以上2勝クラス,202508021012,1900,ダ,重,曇,9,4歳以上2勝クラス,
2025-05-25_新潟09R_二王子特別,202504010809,1800,芝,稍,曇,16,二王子特別,
2025-05-25_新潟10R_火打山特別,202504010810,1200,ダ,稍,小雨,15,火打山特別,
2025-05-25_新潟11R_韋駄天S,202504010811,1000,芝,稍,小雨,16,韋駄天S,
2025-05-25_新潟12R_4歳以上1勝クラス,202504010812,1800,ダ,稍,小雨,15,4歳以上1勝クラス,
2025-05-25_東京09R_調布特別,202505021009,1800,芝,良,曇,9,調布特別,
2025-05-25_東京10R_フリーウェイS,202505021010,1400,芝,良,曇,9,フリーウェイS,
2025-05-25_東京11R_オークス,202505021011,2400,芝,良,曇,18,オークス,
2025-05-25_東京12R_丹沢S,202505021012,2100,ダ,重,曇,16,丹沢S,
2025-05-31_京都09R_鳳雛S,202508021109,1800,ダ,良,曇,9,鳳雛S,
2025-05-31_京都10R_桃山S,202508021110,1900,ダ,良,曇,16,桃山S,
2025-05-31_京都11R_葵S,202508021111,1200,芝,良,曇,16,葵S,
2025-05-31_京都12R_4歳以上2勝クラス,202508021112,1400,芝,良,曇,13,4歳以上2勝クラス,
2025-05-31_東京10R_葉山特別,202505021110,1600,芝,重,小雨,16,葉山特別,
2025-05-31_東京11R_アハルテケS,202505021111,1600,ダ,不,小雨,16,アハルテケS,
2025-05-31_東京12R_4歳以上2勝クラス,202505021112,2100,ダ,不,小雨,15,4歳以上2勝クラス,
2025-06-01_京都09R_與杼特別,202508021209,1800,ダ,良,晴,14,與杼特別,
2025-06-01_京都10R_安土城S,202508021210,1400,芝,良,晴,16,安土城S,
2025-06-01_京都11R_白百合S,202508021211,1800,芝,良,晴,11,白百合S,
2025-06-01_京都12R_渡月橋S,202508021212,1400,芝,良,晴,14,渡月橋S,
2025-06-01_東京09R_薫風S,202505021209,1600,ダ,稍,晴,16,薫風S,
2025-06-01_東京10R_むらさき賞,202505021210,1800,芝,良,晴,18,むらさき賞,
2025-06-01_東京11R_日本ダービー,202505021211,2400,芝,良,晴,18,日本ダービー,
2025-06-01_東京12R_目黒記念,202505021212,2500,芝,良,曇,18,目黒記念,
2025-06-07_東京09R_稲城特別,202505030109,2400,芝,良,晴,12,稲城特別,
2025-06-07_東京10R_由比ケ浜特別,202505030110,1400,芝,良,晴,15,由比ケ浜特別,
2025-06-07_東京11R_麦秋S,202505030111,1400,ダ,良,曇,16,麦秋S,
2025-06-07_東京12R_3歳以上1勝クラス,202505030112,1600,ダ,良,曇,15,3歳以上1勝クラス,
2025-06-07_阪神09R_城崎特別,202509030109,1800,芝,良,曇,10,城崎特別,
2025-06-07_阪神10R_加古川特別,202509030110,1800,ダ,良,曇,9,加古川特別,
2025-06-07_阪神11R_垂水S,202509030111,2000,芝,良,曇,15,垂水S,
2025-06-07_阪神12R_3歳以上1勝クラス,202509030112,1400,ダ,良,曇,16,3歳以上1勝クラス,
2025-06-08_東京09R_香港ジョッキークラブT,202505030209,2000,芝,良,晴,12,香港ジョッキークラブT,
2025-06-08_東京10R_八王子特別,202505030210,1400,ダ,良,晴,16,八王子特別,
2025-06-08_東京11R_安田記念,202505030211,1600,芝,良,曇,18,安田記念,
2025-06-08_東京12R_小金井特別,202505030212,1600,ダ,良,曇,14,小金井特別,
2025-06-08_阪神09R_三木特別,202509030209,1800,芝,良,小雨,8,三木特別,
2025-06-08_阪神10R_洲本特別,202509030210,1400,ダ,良,小雨,16,洲本特別,
2025-06-08_阪神11R_水無月S,202509030211,1200,ダ,良,曇,16,水無月S,
2025-06-08_阪神12R_3歳以上1勝クラス,202509030212,1400,芝,良,曇,16,3歳以上1勝クラス,
2025-06-14_函館09R_奥尻特別,202502010109,2000,芝,良,晴,12,奥尻特別,
2025-06-14_函館10R_松前特別,202502010110,1800,芝,良,晴,16,松前特別,
2025-06-14_函館11R_函館スプリントS,202502010111,1200,芝,良,曇,16,函館スプリントS,
2025-06-14_函館12R_3歳以上1勝クラス,202502010112,1700,ダ,良,曇,14,3歳以上1勝クラス,
2025-06-14_東京09R_日野特別,202505030309,2100,ダ,良,小雨,16,日野特別,
2025-06-14_東京10R_夏至S,202505030310,1600,ダ,良,小雨,16,夏至S,
2025-06-14_東京11R_ジューンS,202505030311,1800,芝,良,小雨,15,ジューンS,
2025-06-14_東京12R_3歳以上1勝クラス,202505030312,1400,ダ,良,小雨,16,3歳以上1勝クラス,
