date,stem,band,kind,width,points,invest,ret
2025-09-14,2025-09-14_阪神10R_仲秋S,2倍台,馬連,4,6,600,0
2025-09-14,2025-09-14_阪神10R_仲秋S,2倍台,馬連,5,10,1000,0
2025-09-14,2025-09-14_阪神10R_仲秋S,2倍台,馬連,6,15,1500,770
2025-09-14,2025-09-14_阪神11R_ローズS,2倍台,ワイド,3,3,300,0
2025-09-14,2025-09-14_阪神11R_ローズS,2倍台,ワイド,4,6,600,0
2025-09-14,2025-09-14_阪神11R_ローズS,2倍台,ワイド,5,10,1000,0
2025-09-14,2025-09-14_阪神11R_ローズS,2倍台,ワイド,6,15,1500,8260
2025-09-14,2025-09-14_阪神11R_ローズS,2倍台,馬連,3,3,300,0
2025-09-14,2025-09-14_阪神11R_ローズS,2倍台,馬連,4,6,600,0
2025-09-14,2025-09-14_阪神11R_ローズS,2倍台,馬連,5,10,1000,0
2025-09-14,2025-09-14_阪神11R_ローズS,2倍台,馬連,6,15,1500,0
2025-09-14,2025-09-14_阪神12R_3歳以上1勝クラス,1倍台,ワイド,3,3,300,0
2025-09-14,2025-09-14_阪神12R_3歳以上1勝クラス,1倍台,ワイド,4,6,600,0
2025-09-14,2025-09-14_阪神12R_3歳以上1勝クラス,1倍台,ワイド,5,10,1000,0
2025-09-14,2025-09-14_阪神12R_3歳以上1勝クラス,1倍台,ワイド,6,15,1500,0
2025-09-14,2025-09-14_阪神12R_3歳以上1勝クラス,1倍台,馬連,3,3,300,0
2025-09-14,2025-09-14_阪神12R_3歳以上1勝クラス,1倍台,馬連,4,6,600,0
2025-09-14,2025-09-14_阪神12R_3歳以上1勝クラス,1倍台,馬連,5,10,1000,0
2025-09-14,2025-09-14_阪神12R_3歳以上1勝クラス,1倍台,馬連,6,15,1500,0
2025-09-15,2025-09-15_中山09R_鋸山特別,1倍台,ワイド,3,3,300,150
2025-09-15,2025-09-15_中山09R_鋸山特別,1倍台,ワイド,4,6,600,150
2025-09-15,2025-09-15_中山09R_鋸山特別,1倍台,ワイド,5,10,1000,150
2025-09-15,2025-09-15_中山09R_鋸山特別,1倍台,ワイド,6,15,1500,1520
2025-09-15,2025-09-15_中山09R_鋸山特別,1倍台,馬連,3,3,300,240
2025-09-15,2025-09-15_中山09R_鋸山特別,1倍台,馬連,4,6,600,240
2025-09-15,2025-09-15_中山09R_鋸山特別,1倍台,馬連,5,10,1000,240
2025-09-15,2025-09-15_中山09R_鋸山特別,1倍台,馬連,6,15,1500,240
2025-09-15,2025-09-15_中山10R_Mディープインパクト,1倍台,ワイド,3,3,300,0
2025-09-15,2025-09-15_中山10R_Mディープインパクト,1倍台,ワイド,4,6,600,150
2025-09-15,2025-09-15_中山10R_Mディープインパクト,1倍台,ワイド,5,10,1000,880
2025-09-15,2025-09-15_中山10R_Mディープインパクト,1倍台,ワイド,6,15,1500,880
2025-09-15,2025-09-15_中山10R_Mディープインパクト,1倍台,馬連,3,3,300,0
2025-09-15,2025-09-15_中山10R_Mディープインパクト,1倍台,馬連,4,6,600,250
2025-09-15,2025-09-15_中山10R_Mディープインパクト,1倍台,馬連,5,10,1000,250
2025-09-15,2025-09-15_中山10R_Mディープインパクト,1倍台,馬連,6,15,1500,250
2025-09-15,2025-09-15_中山11R_セントライト記念,2倍台,ワイド,3,3,300,0
2025-09-15,2025-09-15_中山11R_セントライト記念,2倍台,ワイド,4,6,600,0
2025-09-15,2025-09-15_中山11R_セントライト記念,2倍台,ワイド,5,10,1000,0
2025-09-15,2025-09-15_中山11R_セントライト記念,2倍台,ワイド,6,15,1500,300
2025-09-15,2025-09-15_中山11R_セントライト記念,2倍台,馬連,3,3,300,0
2025-09-15,2025-09-15_中山11R_セントライト記念,2倍台,馬連,4,6,600,0
2025-09-15,2025-09-15_中山11R_セントライト記念,2倍台,馬連,5,10,1000,0
2025-09-15,2025-09-15_中山11R_セントライト記念,2倍台,馬連,6,15,1500,0
2025-09-15,2025-09-15_中山12R_3歳以上1勝クラス,2倍台,ワイド,3,3,300,0
2025-09-15,2025-09-15_中山12R_3歳以上1勝クラス,2倍台,ワイド,4,6,600,280
2025-09-15,2025-09-15_中山12R_3歳以上1勝クラス,2倍台,ワイド,5,10,1000,280
2025-09-15,2025-09-15_中山12R_3歳以上1勝クラス,2倍台,ワイド,6,15,1500,280
2025-09-15,2025-09-15_中山12R_3歳以上1勝クラス,2倍台,馬連,3,3,300,0
2025-09-15,2025-09-15_中山12R_3歳以上1勝クラス,2倍台,馬連,4,6,600,470
2025-09-15,2025-09-15_中山12R_3歳以上1勝クラス,2倍台,馬連,5,10,1000,470
2025-09-15,2025-09-15_中山12R_3歳以上1勝クラス,2倍台,馬連,6,15,1500,470
2025-09-15,2025-09-15_阪神09R_新涼特別,1倍台,ワイド,3,3,300,350
2025-09-15,2025-09-15_阪神09R_新涼特別,1倍台,ワイド,4,6,600,350
2025-09-15,2025-09-15_阪神09R_新涼特別,1倍台,ワイド,5,10,1000,1330
2025-09-15,2025-09-15_阪神09R_新涼特別,1倍台,ワイド,6,15,1500,1330
2025-09-15,2025-09-15_阪神09R_新涼特別,1倍台,馬連,3,3,300,950
2025-09-15,2025-09-15_阪神09R_新涼特別,1倍台,馬連,4,6,600,950
2025-09-15,2025-09-15_阪神09R_新涼特別,1倍台,馬連,5,10,1000,950
2025-09-15,2025-09-15_阪神09R_新涼特別,1倍台,馬連,6,15,1500,950
2025-09-15,2025-09-15_阪神10R_Mモーリス,1倍台,ワイド,3,3,300,1180
2025-09-15,2025-09-15_阪神10R_Mモーリス,1倍台,ワイド,4,6,600,1180
2025-09-15,2025-09-15_阪神10R_Mモーリス,1倍台,ワイド,5,10,1000,1180
2025-09-15,2025-09-15_阪神10R_Mモーリス,1倍台,ワイド,6,15,1500,6890
2025-09-15,2025-09-15_阪神10R_Mモーリス,1倍台,馬連,3,3,300,0
2025-09-15,2025-09-15_阪神10R_Mモーリス,1倍台,馬連,4,6,600,0
2025-09-15,2025-09-15_阪神10R_Mモーリス,1倍台,馬連,5,10,1000,0
2025-09-15,2025-09-15_阪神10R_Mモーリス,1倍台,馬連,6,15,1500,4060
2025-09-15,2025-09-15_阪神11R_JRAアニバーサリーS,2倍台,ワイド,3,3,300,330
2025-09-15,2025-09-15_阪神11R_JRAアニバーサリーS,2倍台,ワイド,4,6,600,330
2025-09-15,2025-09-15_阪神11R_JRAアニバーサリーS,2倍台,ワイド,5,10,1000,330
2025-09-15,2025-09-15_阪神11R_JRAアニバーサリーS,2倍台,ワイド,6,15,1500,2140
2025-09-15,2025-09-15_阪神11R_JRAアニバーサリーS,2倍台,馬連,3,3,300,0
2025-09-15,2025-09-15_阪神11R_JRAアニバーサリーS,2倍台,馬連,4,6,600,0
2025-09-15,2025-09-15_阪神11R_JRAアニバーサリーS,2倍台,馬連,5,10,1000,0
2025-09-15,2025-09-15_阪神11R_JRAアニバーサリーS,2倍台,馬連,6,15,1500,2780
2025-09-15,2025-09-15_阪神12R_3歳以上1勝クラス,3倍以上,ワイド,3,3,300,0
2025-09-15,2025-09-15_阪神12R_3歳以上1勝クラス,3倍以上,ワイド,4,6,600,0
2025-09-15,2025-09-15_阪神12R_3歳以上1勝クラス,3倍以上,ワイド,5,10,1000,1340
2025-09-15,2025-09-15_阪神12R_3歳以上1勝クラス,3倍以上,ワイド,6,15,1500,6460
2025-09-15,2025-09-15_阪神12R_3歳以上1勝クラス,3倍以上,馬連,3,3,300,0
2025-09-15,2025-09-15_阪神12R_3歳以上1勝クラス,3倍以上,馬連,4,6,600,0
2025-09-15,2025-09-15_阪神12R_3歳以上1勝クラス,3倍以上,馬連,5,10,1000,0
2025-09-15,2025-09-15_阪神12R_3歳以上1勝クラス,3倍以上,馬連,6,15,1500,5970
2025-09-20,2025-09-20_中山09R_カンナS,3倍以上,ワイド,3,3,300,0
2025-09-20,2025-09-20_中山09R_カンナS,3倍以上,ワイド,4,6,600,0
2025-09-20,2025-09-20_中山09R_カンナS,3倍以上,ワイド,5,10,1000,0
2025-09-20,2025-09-20_中山09R_カンナS,3倍以上,ワイド,6,15,1500,0
2025-09-20,2025-09-20_中山09R_カンナS,3倍以上,馬連,3,3,300,0
2025-09-20,2025-09-20_中山09R_カンナS,3倍以上,馬連,4,6,600,0
2025-09-20,2025-09-20_中山09R_カンナS,3倍以上,馬連,5,10,1000,0
2025-09-20,2025-09-20_中山09R_カンナS,3倍以上,馬連,6,15,1500,0
2025-09-20,2025-09-20_中山10R_九十九里特別,1倍台,ワイド,3,3,300,170
2025-09-20,2025-09-20_中山10R_九十九里特別,1倍台,ワイド,4,6,600,570
2025-09-20,2025-09-20_中山10R_九十九里特別,1倍台,ワイド,5,10,1000,570
2025-09-20,2025-09-20_中山10R_九十九里特別,1倍台,ワイド,6,15,1500,570
2025-09-20,2025-09-20_中山10R_九十九里特別,1倍台,馬連,3,3,300,410
2025-09-20,2025-09-20_中山10R_九十九里特別,1倍台,馬連,4,6,600,410
2025-09-20,2025-09-20_中山10R_九十九里特別,1倍台,馬連,5,10,1000,410
2025-09-20,2025-09-20_中山10R_九十九里特別,1倍台,馬連,6,15,1500,410
2025-09-20,2025-09-20_中山11R_イサ殿下御来場記念,2倍台,ワイド,3,3,300,0
2025-09-20,2025-09-20_中山11R_イサ殿下御来場記念,2倍台,ワイド,4,6,600,0
2025-09-20,2025-09-20_中山11R_イサ殿下御来場記念,2倍台,ワイド,5,10,1000,0
2025-09-20,2025-09-20_中山11R_イサ殿下御来場記念,2倍台,ワイド,6,15,1500,0
2025-09-20,2025-09-20_中山11R_イサ殿下御来場記念,2倍台,馬連,3,3,300,0
2025-09-20,2025-09-20_中山11R_イサ殿下御来場記念,2倍台,馬連,4,6,600,0
2025-09-20,2025-09-20_中山11R_イサ殿下御来場記念,2倍台,馬連,5,10,1000,0
2025-09-20,2025-09-20_中山11R_イサ殿下御来場記念,2倍台,馬連,6,15,1500,0
2025-09-20,2025-09-20_中山12R_3歳以上2勝クラス,1倍台,ワイド,3,3,300,0
2025-09-20,2025-09-20_中山12R_3歳以上2勝クラス,1倍台,ワイド,4,6,600,0
2025-09-20,2025-09-20_中山12R_3歳以上2勝クラス,1倍台,ワイド,5,10,1000,0
2025-09-20,2025-09-20_中山12R_3歳以上2勝クラス,1倍台,ワイド,6,15,1500,0
2025-09-20,2025-09-20_中山12R_3歳以上2勝クラス,1倍台,馬連,3,3,300,0
2025-09-20,2025-09-20_中山12R_3歳以上2勝クラス,1倍台,馬連,4,6,600,0
2025-09-20,2025-09-20_中山12R_3歳以上2勝クラス,1倍台,馬連,5,10,1000,0
2025-09-20,2025-09-20_中山12R_3歳以上2勝クラス,1倍台,馬連,6,15,1500,0
2025-09-20,2025-09-20_阪神09R_3歳以上1勝クラス,1倍台,ワイド,3,3,300,330
2025-09-20,2025-09-20_阪神09R_3歳以上1勝クラス,1倍台,ワイド,4,6,600,1450
2025-09-20,2025-09-20_阪神09R_3歳以上1勝クラス,1倍台,ワイド,5,10,1000,1450
2025-09-20,2025-09-20_阪神09R_3歳以上1勝クラス,1倍台,ワイド,6,15,1500,1450
2025-09-20,2025-09-20_阪神09R_3歳以上1勝クラス,1倍台,馬連,3,3,300,0
2025-09-20,2025-09-20_阪神09R_3歳以上1勝クラス,1倍台,馬連,4,6,600,840
2025-09-20,2025-09-20_阪神09R_3歳以上1勝クラス,1倍台,馬連,5,10,1000,840
2025-09-20,2025-09-20_阪神09R_3歳以上1勝クラス,1倍台,馬連,6,15,1500,840
2025-09-20,2025-09-20_阪神10R_夕月特別,1倍台,ワイド,3,3,300,0
2025-09-20,2025-09-20_阪神10R_夕月特別,1倍台,ワイド,4,6,600,0
2025-09-20,2025-09-20_阪神10R_夕月特別,1倍台,ワイド,5,10,1000,430
2025-09-20,2025-09-20_阪神10R_夕月特別,1倍台,ワイド,6,15,1500,1190
2025-09-20,2025-09-20_阪神10R_夕月特別,1倍台,馬連,3,3,300,0
2025-09-20,2025-09-20_阪神10R_夕月特別,1倍台,馬連,4,6,600,0
2025-09-20,2025-09-20_阪神10R_夕月特別,1倍台,馬連,5,10,1000,0
2025-09-20,2025-09-20_阪神10R_夕月特別,1倍台,馬連,6,15,1500,240
2025-09-20,2025-09-20_阪神11R_大阪スポーツ杯,3倍以上,ワイド,3,3,300,0
2025-09-20,2025-09-20_阪神11R_大阪スポーツ杯,3倍以上,ワイド,4,6,600,0
2025-09-20,2025-09-20_阪神11R_大阪スポーツ杯,3倍以上,ワイド,5,10,1000,7730
2025-09-20,2025-09-20_阪神11R_大阪スポーツ杯,3倍以上,ワイド,6,15,1500,7730
2025-09-20,2025-09-20_阪神11R_大阪スポーツ杯,3倍以上,馬連,3,3,300,0
2025-09-20,2025-09-20_阪神11R_大阪スポーツ杯,3倍以上,馬連,4,6,600,0
2025-09-20,2025-09-20_阪神11R_大阪スポーツ杯,3倍以上,馬連,5,10,1000,0
2025-09-20,2025-09-20_阪神11R_大阪スポーツ杯,3倍以上,馬連,6,15,1500,0
2025-09-20,2025-09-20_阪神12R_3歳以上2勝クラス,2倍台,ワイド,3,3,300,0
2025-09-20,2025-09-20_阪神12R_3歳以上2勝クラス,2倍台,ワイド,4,6,600,450
2025-09-20,2025-09-20_阪神12R_3歳以上2勝クラス,2倍台,ワイド,5,10,1000,450
2025-09-20,2025-09-20_阪神12R_3歳以上2勝クラス,2倍台,ワイド,6,15,1500,450
2025-09-20,2025-09-20_阪神12R_3歳以上2勝クラス,2倍台,馬連,3,3,300,0
2025-09-20,2025-09-20_阪神12R_3歳以上2勝クラス,2倍台,馬連,4,6,600,920
2025-09-20,2025-09-20_阪神12R_3歳以上2勝クラス,2倍台,馬連,5,10,1000,920
2025-09-20,2025-09-20_阪神12R_3歳以上2勝クラス,2倍台,馬連,6,15,1500,920
2025-09-21,2025-09-21_中山09R_木更津特別,1倍台,ワイド,3,3,300,230
2025-09-21,2025-09-21_中山09R_木更津特別,1倍台,ワイド,4,6,600,230
2025-09-21,2025-09-21_中山09R_木更津特別,1倍台,ワイド,5,10,1000,230
2025-09-21,2025-09-21_中山09R_木更津特別,1倍台,ワイド,6,15,1500,230
2025-09-21,2025-09-21_中山09R_木更津特別,1倍台,馬連,3,3,300,460
2025-09-21,2025-09-21_中山09R_木更津特別,1倍台,馬連,4,6,600,460
2025-09-21,2025-09-21_中山09R_木更津特別,1倍台,馬連,5,10,1000,460
2025-09-21,2025-09-21_中山09R_木更津特別,1倍台,馬連,6,15,1500,460
2025-09-21,2025-09-21_中山10R_内房S,1倍台,ワイド,3,3,300,1850
2025-09-21,2025-09-21_中山10R_内房S,1倍台,ワイド,4,6,600,3310
2025-09-21,2025-09-21_中山10R_内房S,1倍台,ワイド,5,10,1000,3310
2025-09-21,2025-09-21_中山10R_内房S,1倍台,ワイド,6,15,1500,3310
2025-09-21,2025-09-21_中山10R_内房S,1倍台,馬連,3,3,300,0
2025-09-21,2025-09-21_中山10R_内房S,1倍台,馬連,4,6,600,3180
2025-09-21,2025-09-21_中山10R_内房S,1倍台,馬連,5,10,1000,3180
2025-09-21,2025-09-21_中山10R_内房S,1倍台,馬連,6,15,1500,3180
2025-09-21,2025-09-21_中山11R_オールカマー,3倍以上,ワイド,3,3,300,0
2025-09-21,2025-09-21_中山11R_オールカマー,3倍以上,ワイド,4,6,600,0
2025-09-21,2025-09-21_中山11R_オールカマー,3倍以上,ワイド,5,10,1000,0
2025-09-21,2025-09-21_中山11R_オールカマー,3倍以上,ワイド,6,15,1500,0
2025-09-21,2025-09-21_中山11R_オールカマー,3倍以上,馬連,3,3,300,0
2025-09-21,2025-09-21_中山11R_オールカマー,3倍以上,馬連,4,6,600,0
2025-09-21,2025-09-21_中山11R_オールカマー,3倍以上,馬連,5,10,1000,0
2025-09-21,2025-09-21_中山11R_オールカマー,3倍以上,馬連,6,15,1500,0
2025-09-21,2025-09-21_中山12R_3歳以上2勝クラス,3倍以上,ワイド,3,3,300,0
2025-09-21,2025-09-21_中山12R_3歳以上2勝クラス,3倍以上,ワイド,4,6,600,0
2025-09-21,2025-09-21_中山12R_3歳以上2勝クラス,3倍以上,ワイド,5,10,1000,0
2025-09-21,2025-09-21_中山12R_3歳以上2勝クラス,3倍以上,ワイド,6,15,1500,0
2025-09-21,2025-09-21_中山12R_3歳以上2勝クラス,3倍以上,馬連,3,3,300,0
2025-09-21,2025-09-21_中山12R_3歳以上2勝クラス,3倍以上,馬連,4,6,600,0
2025-09-21,2025-09-21_中山12R_3歳以上2勝クラス,3倍以上,馬連,5,10,1000,0
2025-09-21,2025-09-21_中山12R_3歳以上2勝クラス,3倍以上,馬連,6,15,1500,0
2025-09-21,2025-09-21_阪神09R_北摂特別,2倍台,ワイド,3,3,300,0
2025-09-21,2025-09-21_阪神09R_北摂特別,2倍台,ワイド,4,6,600,0
2025-09-21,2025-09-21_阪神09R_北摂特別,2倍台,ワイド,5,10,1000,540
2025-09-21,2025-09-21_阪神09R_北摂特別,2倍台,ワイド,6,15,1500,540
2025-09-21,2025-09-21_阪神09R_北摂特別,2倍台,馬連,3,3,300,0
2025-09-21,2025-09-21_阪神09R_北摂特別,2倍台,馬連,4,6,600,0
2025-09-21,2025-09-21_阪神09R_北摂特別,2倍台,馬連,5,10,1000,0
2025-09-21,2025-09-21_阪神09R_北摂特別,2倍台,馬連,6,15,1500,0
2025-09-21,2025-09-21_阪神10R_ムーンライトHC,2倍台,ワイド,3,3,300,0
2025-09-21,2025-09-21_阪神10R_ムーンライトHC,2倍台,ワイド,4,6,600,180
2025-09-21,2025-09-21_阪神10R_ムーンライトHC,2倍台,ワイド,5,10,1000,180
2025-09-21,2025-09-21_阪神10R_ムーンライトHC,2倍台,ワイド,6,15,1500,180
2025-09-21,2025-09-21_阪神10R_ムーンライトHC,2倍台,馬連,3,3,300,0
2025-09-21,2025-09-21_阪神10R_ムーンライトHC,2倍台,馬連,4,6,600,0
2025-09-21,2025-09-21_阪神10R_ムーンライトHC,2倍台,馬連,5,10,1000,0
2025-09-21,2025-09-21_阪神10R_ムーンライトHC,2倍台,馬連,6,15,1500,0
2025-09-21,2025-09-21_阪神11R_神戸新聞杯,2倍台,ワイド,3,3,300,0
2025-09-21,2025-09-21_阪神11R_神戸新聞杯,2倍台,ワイド,4,6,600,0
2025-09-21,2025-09-21_阪神11R_神戸新聞杯,2倍台,ワイド,5,10,1000,160
2025-09-21,2025-09-21_阪神11R_神戸新聞杯,2倍台,ワイド,6,15,1500,640
2025-09-21,2025-09-21_阪神11R_神戸新聞杯,2倍台,馬連,3,3,300,0
2025-09-21,2025-09-21_阪神11R_神戸新聞杯,2倍台,馬連,4,6,600,0
2025-09-21,2025-09-21_阪神11R_神戸新聞杯,2倍台,馬連,5,10,1000,340
2025-09-21,2025-09-21_阪神11R_神戸新聞杯,2倍台,馬連,6,15,1500,340
2025-09-21,2025-09-21_阪神12R_3歳以上2勝クラス,3倍以上,ワイド,3,3,300,0
2025-09-21,2025-09-21_阪神12R_3歳以上2勝クラス,3倍以上,ワイド,4,6,600,0
2025-09-21,2025-09-21_阪神12R_3歳以上2勝クラス,3倍以上,ワイド,5,10,1000,0
2025-09-21,2025-09-21_阪神12R_3歳以上2勝クラス,3倍以上,ワイド,6,15,1500,0
2025-09-21,2025-09-21_阪神12R_3歳以上2勝クラス,3倍以上,馬連,3,3,300,0
2025-09-21,2025-09-21_阪神12R_3歳以上2勝クラス,3倍以上,馬連,4,6,600,0
2025-09-21,2025-09-21_阪神12R_3歳以上2勝クラス,3倍以上,馬連,5,10,1000,0
2025-09-21,2025-09-21_阪神12R_3歳以上2勝クラス,3倍以上,馬連,6,15,1500,0
2025-09-27,2025-09-27_中山09R_芙蓉S,1倍台,ワイド,3,3,300,0
2025-09-27,2025-09-27_中山09R_芙蓉S,1倍台,ワイド,4,6,600,0
2025-09-27,2025-09-27_中山09R_芙蓉S,1倍台,ワイド,5,10,1000,0
2025-09-27,2025-09-27_中山09R_芙蓉S,1倍台,ワイド,6,15,1500,0
2025-09-27,2025-09-27_中山09R_芙蓉S,1倍台,馬連,3,3,300,0
2025-09-27,2025-09-27_中山09R_芙蓉S,1倍台,馬連,4,6,600,0
2025-09-27,2025-09-27_中山09R_芙蓉S,1倍台,馬連,5,10,1000,0
2025-09-27,2025-09-27_中山09R_芙蓉S,1倍台,馬連,6,15,1500,0
2025-09-27,2025-09-27_中山10R_勝浦特別,3倍以上,ワイド,3,3,300,390
2025-09-27,2025-09-27_中山10R_勝浦特別,3倍以上,ワイド,4,6,600,390
2025-09-27,2025-09-27_中山10R_勝浦特別,3倍以上,ワイド,5,10,1000,1190
2025-09-27,2025-09-27_中山10R_勝浦特別,3倍以上,ワイド,6,15,1500,1190
2025-09-27,2025-09-27_中山10R_勝浦特別,3倍以上,馬連,3,3,300,0
2025-09-27,2025-09-27_中山10R_勝浦特別,3倍以上,馬連,4,6,600,0
2025-09-27,2025-09-27_中山10R_勝浦特別,3倍以上,馬連,5,10,1000,680
2025-09-27,2025-09-27_中山10R_勝浦特別,3倍以上,馬連,6,15,1500,680
2025-09-27,2025-09-27_中山11R_秋風S,3倍以上,ワイド,3,3,300,0
2025-09-27,2025-09-27_中山11R_秋風S,3倍以上,ワイド,4,6,600,0
2025-09-27,2025-09-27_中山11R_秋風S,3倍以上,ワイド,5,10,1000,0
2025-09-27,2025-09-27_中山11R_秋風S,3倍以上,ワイド,6,15,1500,0
2025-09-27,2025-09-27_中山11R_秋風S,3倍以上,馬連,3,3,300,0
2025-09-27,2025-09-27_中山11R_秋風S,3倍以上,馬連,4,6,600,0
2025-09-27,2025-09-27_中山11R_秋風S,3倍以上,馬連,5,10,1000,0
2025-09-27,2025-09-27_中山11R_秋風S,3倍以上,馬連,6,15,1500,0
2025-09-27,2025-09-27_中山12R_3歳以上2勝クラス,2倍台,ワイド,3,3,300,250
2025-09-27,2025-09-27_中山12R_3歳以上2勝クラス,2倍台,ワイド,4,6,600,250
2025-09-27,2025-09-27_中山12R_3歳以上2勝クラス,2倍台,ワイド,5,10,1000,250
2025-09-27,2025-09-27_中山12R_3歳以上2勝クラス,2倍台,ワイド,6,15,1500,250
2025-09-27,2025-09-27_中山12R_3歳以上2勝クラス,2倍台,馬連,3,3,300,270
2025-09-27,2025-09-27_中山12R_3歳以上2勝クラス,2倍台,馬連,4,6,600,270
2025-09-27,2025-09-27_中山12R_3歳以上2勝クラス,2倍台,馬連,5,10,1000,270
2025-09-27,2025-09-27_中山12R_3歳以上2勝クラス,2倍台,馬連,6,15,1500,270
2025-09-27,2025-09-27_阪神09R_ヤマボウシ賞,2倍台,ワイド,3,3,300,0
2025-09-27,2025-09-27_阪神09R_ヤマボウシ賞,2倍台,ワイド,4,6,600,600
2025-09-27,2025-09-27_阪神09R_ヤマボウシ賞,2倍台,ワイド,5,10,1000,1640
2025-09-27,2025-09-27_阪神09R_ヤマボウシ賞,2倍台,ワイド,6,15,1500,1640
2025-09-27,2025-09-27_阪神09R_ヤマボウシ賞,2倍台,馬連,3,3,300,0
2025-09-27,2025-09-27_阪神09R_ヤマボウシ賞,2倍台,馬連,4,6,600,2330
2025-09-27,2025-09-27_阪神09R_ヤマボウシ賞,2倍台,馬連,5,10,1000,2330
2025-09-27,2025-09-27_阪神09R_ヤマボウシ賞,2倍台,馬連,6,15,1500,2330
2025-09-27,2025-09-27_阪神10R_道頓堀S,2倍台,ワイド,3,3,300,0
2025-09-27,2025-09-27_阪神10R_道頓堀S,2倍台,ワイド,4,6,600,0
2025-09-27,2025-09-27_阪神10R_道頓堀S,2倍台,ワイド,5,10,1000,0
2025-09-27,2025-09-27_阪神10R_道頓堀S,2倍台,ワイド,6,15,1500,1470
2025-09-27,2025-09-27_阪神10R_道頓堀S,2倍台,馬連,3,3,300,0
2025-09-27,2025-09-27_阪神10R_道頓堀S,2倍台,馬連,4,6,600,0
2025-09-27,2025-09-27_阪神10R_道頓堀S,2倍台,馬連,5,10,1000,0
2025-09-27,2025-09-27_阪神10R_道頓堀S,2倍台,馬連,6,15,1500,0
2025-09-27,2025-09-27_阪神11R_シリウスS,2倍台,ワイド,3,3,300,0
2025-09-27,2025-09-27_阪神11R_シリウスS,2倍台,ワイド,4,6,600,0
2025-09-27,2025-09-27_阪神11R_シリウスS,2倍台,ワイド,5,10,1000,0
2025-09-27,2025-09-27_阪神11R_シリウスS,2倍台,ワイド,6,15,1500,5540
2025-09-27,2025-09-27_阪神11R_シリウスS,2倍台,馬連,3,3,300,0
2025-09-27,2025-09-27_阪神11R_シリウスS,2倍台,馬連,4,6,600,0
2025-09-27,2025-09-27_阪神11R_シリウスS,2倍台,馬連,5,10,1000,0
2025-09-27,2025-09-27_阪神11R_シリウスS,2倍台,馬連,6,15,1500,28950
2025-09-27,2025-09-27_阪神12R_3歳以上2勝クラス,2倍台,ワイド,3,3,300,0
2025-09-27,2025-09-27_阪神12R_3歳以上2勝クラス,2倍台,ワイド,4,6,600,0
2025-09-27,2025-09-27_阪神12R_3歳以上2勝クラス,2倍台,ワイド,5,10,1000,0
2025-09-27,2025-09-27_阪神12R_3歳以上2勝クラス,2倍台,ワイド,6,15,1500,0
2025-09-27,2025-09-27_阪神12R_3歳以上2勝クラス,2倍台,馬連,3,3,300,0
2025-09-27,2025-09-27_阪神12R_3歳以上2勝クラス,2倍台,馬連,4,6,600,0
2025-09-27,2025-09-27_阪神12R_3歳以上2勝クラス,2倍台,馬連,5,10,1000,0
2025-09-27,2025-09-27_阪神12R_3歳以上2勝クラス,2倍台,馬連,6,15,1500,0
2025-09-28,2025-09-28_中山09R_サフラン賞,1倍台,ワイド,3,3,300,140
2025-09-28,2025-09-28_中山09R_サフラン賞,1倍台,ワイド,4,6,600,620
2025-09-28,2025-09-28_中山09R_サフラン賞,1倍台,ワイド,5,10,1000,620
2025-09-28,2025-09-28_中山09R_サフラン賞,1倍台,ワイド,6,15,1500,620
2025-09-28,2025-09-28_中山09R_サフラン賞,1倍台,馬連,3,3,300,0
2025-09-28,2025-09-28_中山09R_サフラン賞,1倍台,馬連,4,6,600,1390
2025-09-28,2025-09-28_中山09R_サフラン賞,1倍台,馬連,5,10,1000,1390
2025-09-28,2025-09-28_中山09R_サフラン賞,1倍台,馬連,6,15,1500,1390
2025-09-28,2025-09-28_中山10R_茨城新聞杯,3倍以上,ワイド,3,3,300,0
2025-09-28,2025-09-28_中山10R_茨城新聞杯,3倍以上,ワイド,4,6,600,0
2025-09-28,2025-09-28_中山10R_茨城新聞杯,3倍以上,ワイド,5,10,1000,900
2025-09-28,2025-09-28_中山10R_茨城新聞杯,3倍以上,ワイド,6,15,1500,900
2025-09-28,2025-09-28_中山10R_茨城新聞杯,3倍以上,馬連,3,3,300,0
2025-09-28,2025-09-28_中山10R_茨城新聞杯,3倍以上,馬連,4,6,600,0
2025-09-28,2025-09-28_中山10R_茨城新聞杯,3倍以上,馬連,5,10,1000,2370
2025-09-28,2025-09-28_中山10R_茨城新聞杯,3倍以上,馬連,6,15,1500,2370
2025-09-28,2025-09-28_中山11R_スプリンターズS,2倍台,ワイド,3,3,300,0
2025-09-28,2025-09-28_中山11R_スプリンターズS,2倍台,ワイド,4,6,600,0
2025-09-28,2025-09-28_中山11R_スプリンターズS,2倍台,ワイド,5,10,1000,0
2025-09-28,2025-09-28_中山11R_スプリンターズS,2倍台,ワイド,6,15,1500,0
2025-09-28,2025-09-28_中山11R_スプリンターズS,2倍台,馬連,3,3,300,0
2025-09-28,2025-09-28_中山11R_スプリンターズS,2倍台,馬連,4,6,600,0
2025-09-28,2025-09-28_中山11R_スプリンターズS,2倍台,馬連,5,10,1000,0
2025-09-28,2025-09-28_中山11R_スプリンターズS,2倍台,馬連,6,15,1500,0
2025-09-28,2025-09-28_中山12R_外房S,3倍以上,ワイド,3,3,300,0
