date,stem,band,kind,width,points,invest,ret
2025-07-05,2025-07-05_福島10R_横手特別,1倍台,馬連,6,15,1500,0
2025-07-05,2025-07-05_福島11R_TUF杯,2倍台,ワイド,3,3,300,950
2025-07-05,2025-07-05_福島11R_TUF杯,2倍台,ワイド,4,6,600,2420
2025-07-05,2025-07-05_福島11R_TUF杯,2倍台,ワイド,5,10,1000,2420
2025-07-05,2025-07-05_福島11R_TUF杯,2倍台,ワイド,6,15,1500,2420
2025-07-05,2025-07-05_福島11R_TUF杯,2倍台,馬連,3,3,300,0
2025-07-05,2025-07-05_福島11R_TUF杯,2倍台,馬連,4,6,600,1590
2025-07-05,2025-07-05_福島11R_TUF杯,2倍台,馬連,5,10,1000,1590
2025-07-05,2025-07-05_福島11R_TUF杯,2倍台,馬連,6,15,1500,1590
2025-07-05,2025-07-05_福島12R_3歳以上1勝クラス,3倍以上,ワイド,3,3,300,0
2025-07-05,2025-07-05_福島12R_3歳以上1勝クラス,3倍以上,ワイド,4,6,600,0
2025-07-05,2025-07-05_福島12R_3歳以上1勝クラス,3倍以上,ワイド,5,10,1000,950
2025-07-05,2025-07-05_福島12R_3歳以上1勝クラス,3倍以上,ワイド,6,15,1500,950
2025-07-05,2025-07-05_福島12R_3歳以上1勝クラス,3倍以上,馬連,3,3,300,0
2025-07-05,2025-07-05_福島12R_3歳以上1勝クラス,3倍以上,馬連,4,6,600,0
2025-07-05,2025-07-05_福島12R_3歳以上1勝クラス,3倍以上,馬連,5,10,1000,2650
2025-07-05,2025-07-05_福島12R_3歳以上1勝クラス,3倍以上,馬連,6,15,1500,2650
2025-07-06,2025-07-06_函館09R_立待岬特別,2倍台,ワイド,3,3,300,0
2025-07-06,2025-07-06_函館09R_立待岬特別,2倍台,ワイド,4,6,600,0
2025-07-06,2025-07-06_函館09R_立待岬特別,2倍台,ワイド,5,10,1000,0
2025-07-06,2025-07-06_函館09R_立待岬特別,2倍台,ワイド,6,15,1500,0
2025-07-06,2025-07-06_函館09R_立待岬特別,2倍台,馬連,3,3,300,0
2025-07-06,2025-07-06_函館09R_立待岬特別,2倍台,馬連,4,6,600,0
2025-07-06,2025-07-06_函館09R_立待岬特別,2倍台,馬連,5,10,1000,0
2025-07-06,2025-07-06_函館09R_立待岬特別,2倍台,馬連,6,15,1500,0
2025-07-06,2025-07-06_函館10R_横津岳特別,2倍台,ワイド,3,3,300,0
2025-07-06,2025-07-06_函館10R_横津岳特別,2倍台,ワイド,4,6,600,460
2025-07-06,2025-07-06_函館10R_横津岳特別,2倍台,ワイド,5,10,1000,460
2025-07-06,2025-07-06_函館10R_横津岳特別,2倍台,ワイド,6,15,1500,1170
2025-07-06,2025-07-06_函館10R_横津岳特別,2倍台,馬連,3,3,300,0
2025-07-06,2025-07-06_函館10R_横津岳特別,2倍台,馬連,4,6,600,1580
2025-07-06,2025-07-06_函館10R_横津岳特別,2倍台,馬連,5,10,1000,1580
2025-07-06,2025-07-06_函館10R_横津岳特別,2倍台,馬連,6,15,1500,1580
2025-07-06,2025-07-06_函館11R_大沼S,2倍台,ワイド,3,3,300,0
2025-07-06,2025-07-06_函館11R_大沼S,2倍台,ワイド,4,6,600,490
2025-07-06,2025-07-06_函館11R_大沼S,2倍台,ワイド,5,10,1000,490
2025-07-06,2025-07-06_函館11R_大沼S,2倍台,ワイド,6,15,1500,490
2025-07-06,2025-07-06_函館11R_大沼S,2倍台,馬連,3,3,300,0
2025-07-06,2025-07-06_函館11R_大沼S,2倍台,馬連,4,6,600,0
2025-07-06,2025-07-06_函館11R_大沼S,2倍台,馬連,5,10,1000,0
2025-07-06,2025-07-06_函館11R_大沼S,2倍台,馬連,6,15,1500,0
2025-07-06,2025-07-06_函館12R_3歳以上1勝クラス,2倍台,ワイド,3,3,300,260
2025-07-06,2025-07-06_函館12R_3歳以上1勝クラス,2倍台,ワイド,4,6,600,840
2025-07-06,2025-07-06_函館12R_3歳以上1勝クラス,2倍台,ワイド,5,10,1000,840
2025-07-06,2025-07-06_函館12R_3歳以上1勝クラス,2倍台,ワイド,6,15,1500,840
2025-07-06,2025-07-06_函館12R_3歳以上1勝クラス,2倍台,馬連,3,3,300,690
2025-07-06,2025-07-06_函館12R_3歳以上1勝クラス,2倍台,馬連,4,6,600,690
2025-07-06,2025-07-06_函館12R_3歳以上1勝クラス,2倍台,馬連,5,10,1000,690
2025-07-06,2025-07-06_函館12R_3歳以上1勝クラス,2倍台,馬連,6,15,1500,690
2025-07-06,2025-07-06_小倉09R_小郡特別,1倍台,ワイド,3,3,300,510
2025-07-06,2025-07-06_小倉09R_小郡特別,1倍台,ワイド,4,6,600,510
2025-07-06,2025-07-06_小倉09R_小郡特別,1倍台,ワイド,5,10,1000,510
2025-07-06,2025-07-06_小倉09R_小郡特別,1倍台,ワイド,6,15,1500,1330
2025-07-06,2025-07-06_小倉09R_小郡特別,1倍台,馬連,3,3,300,0
2025-07-06,2025-07-06_小倉09R_小郡特別,1倍台,馬連,4,6,600,0
2025-07-06,2025-07-06_小倉09R_小郡特別,1倍台,馬連,5,10,1000,0
2025-07-06,2025-07-06_小倉09R_小郡特別,1倍台,馬連,6,15,1500,2010
2025-07-06,2025-07-06_小倉10R_九州スポーツ杯,1倍台,ワイド,3,3,300,220
2025-07-06,2025-07-06_小倉10R_九州スポーツ杯,1倍台,ワイド,4,6,600,220
2025-07-06,2025-07-06_小倉10R_九州スポーツ杯,1倍台,ワイド,5,10,1000,220
2025-07-06,2025-07-06_小倉10R_九州スポーツ杯,1倍台,ワイド,6,15,1500,220
2025-07-06,2025-07-06_小倉10R_九州スポーツ杯,1倍台,馬連,3,3,300,440
2025-07-06,2025-07-06_小倉10R_九州スポーツ杯,1倍台,馬連,4,6,600,440
2025-07-06,2025-07-06_小倉10R_九州スポーツ杯,1倍台,馬連,5,10,1000,440
2025-07-06,2025-07-06_小倉10R_九州スポーツ杯,1倍台,馬連,6,15,1500,440
2025-07-06,2025-07-06_小倉11R_北九州記念,3倍以上,ワイド,3,3,300,0
2025-07-06,2025-07-06_小倉11R_北九州記念,3倍以上,ワイド,4,6,600,0
2025-07-06,2025-07-06_小倉11R_北九州記念,3倍以上,ワイド,5,10,1000,0
2025-07-06,2025-07-06_小倉11R_北九州記念,3倍以上,ワイド,6,15,1500,1680
2025-07-06,2025-07-06_小倉11R_北九州記念,3倍以上,馬連,3,3,300,0
2025-07-06,2025-07-06_小倉11R_北九州記念,3倍以上,馬連,4,6,600,0
2025-07-06,2025-07-06_小倉11R_北九州記念,3倍以上,馬連,5,10,1000,0
2025-07-06,2025-07-06_小倉11R_北九州記念,3倍以上,馬連,6,15,1500,0
2025-07-06,2025-07-06_小倉12R_3歳以上1勝クラス,2倍台,ワイド,3,3,300,0
2025-07-06,2025-07-06_小倉12R_3歳以上1勝クラス,2倍台,ワイド,4,6,600,0
2025-07-06,2025-07-06_小倉12R_3歳以上1勝クラス,2倍台,ワイド,5,10,1000,0
2025-07-06,2025-07-06_小倉12R_3歳以上1勝クラス,2倍台,ワイド,6,15,1500,0
2025-07-06,2025-07-06_小倉12R_3歳以上1勝クラス,2倍台,馬連,3,3,300,0
2025-07-06,2025-07-06_小倉12R_3歳以上1勝クラス,2倍台,馬連,4,6,600,0
2025-07-06,2025-07-06_小倉12R_3歳以上1勝クラス,2倍台,馬連,5,10,1000,0
2025-07-06,2025-07-06_小倉12R_3歳以上1勝クラス,2倍台,馬連,6,15,1500,0
2025-07-06,2025-07-06_福島09R_さくらんぼ特別,3倍以上,ワイド,3,3,300,0
2025-07-06,2025-07-06_福島09R_さくらんぼ特別,3倍以上,ワイド,4,6,600,0
2025-07-06,2025-07-06_福島09R_さくらんぼ特別,3倍以上,ワイド,5,10,1000,600
2025-07-06,2025-07-06_福島09R_さくらんぼ特別,3倍以上,ワイド,6,15,1500,600
2025-07-06,2025-07-06_福島09R_さくらんぼ特別,3倍以上,馬連,3,3,300,0
2025-07-06,2025-07-06_福島09R_さくらんぼ特別,3倍以上,馬連,4,6,600,0
2025-07-06,2025-07-06_福島09R_さくらんぼ特別,3倍以上,馬連,5,10,1000,0
2025-07-06,2025-07-06_福島09R_さくらんぼ特別,3倍以上,馬連,6,15,1500,0
2025-07-06,2025-07-06_福島10R_白河特別,2倍台,ワイド,3,3,300,0
2025-07-06,2025-07-06_福島10R_白河特別,2倍台,ワイド,4,6,600,0
2025-07-06,2025-07-06_福島10R_白河特別,2倍台,ワイド,5,10,1000,0
2025-07-06,2025-07-06_福島10R_白河特別,2倍台,ワイド,6,15,1500,0
2025-07-06,2025-07-06_福島10R_白河特別,2倍台,馬連,3,3,300,0
2025-07-06,2025-07-06_福島10R_白河特別,2倍台,馬連,4,6,600,0
2025-07-06,2025-07-06_福島10R_白河特別,2倍台,馬連,5,10,1000,0
2025-07-06,2025-07-06_福島10R_白河特別,2倍台,馬連,6,15,1500,0
2025-07-06,2025-07-06_福島11R_ジュライS,3倍以上,ワイド,3,3,300,0
2025-07-06,2025-07-06_福島11R_ジュライS,3倍以上,ワイド,4,6,600,0
2025-07-06,2025-07-06_福島11R_ジュライS,3倍以上,ワイド,5,10,1000,0
2025-07-06,2025-07-06_福島11R_ジュライS,3倍以上,ワイド,6,15,1500,0
2025-07-06,2025-07-06_福島11R_ジュライS,3倍以上,馬連,3,3,300,0
2025-07-06,2025-07-06_福島11R_ジュライS,3倍以上,馬連,4,6,600,0
2025-07-06,2025-07-06_福島11R_ジュライS,3倍以上,馬連,5,10,1000,0
2025-07-06,2025-07-06_福島11R_ジュライS,3倍以上,馬連,6,15,1500,0
2025-07-06,2025-07-06_福島12R_3歳以上1勝クラス,3倍以上,ワイド,3,3,300,0
2025-07-06,2025-07-06_福島12R_3歳以上1勝クラス,3倍以上,ワイド,4,6,600,0
2025-07-06,2025-07-06_福島12R_3歳以上1勝クラス,3倍以上,ワイド,5,10,1000,0
2025-07-06,2025-07-06_福島12R_3歳以上1勝クラス,3倍以上,ワイド,6,15,1500,480
2025-07-06,2025-07-06_福島12R_3歳以上1勝クラス,3倍以上,馬連,3,3,300,0
2025-07-06,2025-07-06_福島12R_3歳以上1勝クラス,3倍以上,馬連,4,6,600,0
2025-07-06,2025-07-06_福島12R_3歳以上1勝クラス,3倍以上,馬連,5,10,1000,0
2025-07-06,2025-07-06_福島12R_3歳以上1勝クラス,3倍以上,馬連,6,15,1500,1030
2025-07-12,2025-07-12_函館09R_北斗特別,2倍台,ワイド,3,3,300,350
2025-07-12,2025-07-12_函館09R_北斗特別,2倍台,ワイド,4,6,600,350
2025-07-12,2025-07-12_函館09R_北斗特別,2倍台,ワイド,5,10,1000,350
2025-07-12,2025-07-12_函館09R_北斗特別,2倍台,ワイド,6,15,1500,350
2025-07-12,2025-07-12_函館09R_北斗特別,2倍台,馬連,3,3,300,0
2025-07-12,2025-07-12_函館09R_北斗特別,2倍台,馬連,4,6,600,0
2025-07-12,2025-07-12_函館09R_北斗特別,2倍台,馬連,5,10,1000,0
2025-07-12,2025-07-12_函館09R_北斗特別,2倍台,馬連,6,15,1500,0
2025-07-12,2025-07-12_函館10R_HTB杯,3倍以上,ワイド,3,3,300,540
2025-07-12,2025-07-12_函館10R_HTB杯,3倍以上,ワイド,4,6,600,540
2025-07-12,2025-07-12_函館10R_HTB杯,3倍以上,ワイド,5,10,1000,2070
2025-07-12,2025-07-12_函館10R_HTB杯,3倍以上,ワイド,6,15,1500,2070
2025-07-12,2025-07-12_函館10R_HTB杯,3倍以上,馬連,3,3,300,1480
2025-07-12,2025-07-12_函館10R_HTB杯,3倍以上,馬連,4,6,600,1480
2025-07-12,2025-07-12_函館10R_HTB杯,3倍以上,馬連,5,10,1000,1480
2025-07-12,2025-07-12_函館10R_HTB杯,3倍以上,馬連,6,15,1500,1480
2025-07-12,2025-07-12_函館11R_五稜郭S,3倍以上,ワイド,3,3,300,800
2025-07-12,2025-07-12_函館11R_五稜郭S,3倍以上,ワイド,4,6,600,800
2025-07-12,2025-07-12_函館11R_五稜郭S,3倍以上,ワイド,5,10,1000,800
2025-07-12,2025-07-12_函館11R_五稜郭S,3倍以上,ワイド,6,15,1500,800
2025-07-12,2025-07-12_函館11R_五稜郭S,3倍以上,馬連,3,3,300,0
2025-07-12,2025-07-12_函館11R_五稜郭S,3倍以上,馬連,4,6,600,0
2025-07-12,2025-07-12_函館11R_五稜郭S,3倍以上,馬連,5,10,1000,0
2025-07-12,2025-07-12_函館11R_五稜郭S,3倍以上,馬連,6,15,1500,0
2025-07-12,2025-07-12_函館12R_3歳以上1勝クラス,2倍台,ワイド,3,3,300,0
2025-07-12,2025-07-12_函館12R_3歳以上1勝クラス,2倍台,ワイド,4,6,600,0
2025-07-12,2025-07-12_函館12R_3歳以上1勝クラス,2倍台,ワイド,5,10,1000,690
2025-07-12,2025-07-12_函館12R_3歳以上1勝クラス,2倍台,ワイド,6,15,1500,690
2025-07-12,2025-07-12_函館12R_3歳以上1勝クラス,2倍台,馬連,3,3,300,0
2025-07-12,2025-07-12_函館12R_3歳以上1勝クラス,2倍台,馬連,4,6,600,0
2025-07-12,2025-07-12_函館12R_3歳以上1勝クラス,2倍台,馬連,5,10,1000,0
2025-07-12,2025-07-12_函館12R_3歳以上1勝クラス,2倍台,馬連,6,15,1500,0
2025-07-12,2025-07-12_小倉09R_英彦山特別,1倍台,ワイド,3,3,300,710
2025-07-12,2025-07-12_小倉09R_英彦山特別,1倍台,ワイド,4,6,600,710
2025-07-12,2025-07-12_小倉09R_英彦山特別,1倍台,ワイド,5,10,1000,710
2025-07-12,2025-07-12_小倉09R_英彦山特別,1倍台,ワイド,6,15,1500,710
2025-07-12,2025-07-12_小倉09R_英彦山特別,1倍台,馬連,3,3,300,0
2025-07-12,2025-07-12_小倉09R_英彦山特別,1倍台,馬連,4,6,600,0
2025-07-12,2025-07-12_小倉09R_英彦山特別,1倍台,馬連,5,10,1000,0
2025-07-12,2025-07-12_小倉09R_英彦山特別,1倍台,馬連,6,15,1500,0
2025-07-12,2025-07-12_小倉10R_八女特別,2倍台,ワイド,3,3,300,610
2025-07-12,2025-07-12_小倉10R_八女特別,2倍台,ワイド,4,6,600,610
2025-07-12,2025-07-12_小倉10R_八女特別,2倍台,ワイド,5,10,1000,4230
2025-07-12,2025-07-12_小倉10R_八女特別,2倍台,ワイド,6,15,1500,4230
2025-07-12,2025-07-12_小倉10R_八女特別,2倍台,馬連,3,3,300,1650
2025-07-12,2025-07-12_小倉10R_八女特別,2倍台,馬連,4,6,600,1650
2025-07-12,2025-07-12_小倉10R_八女特別,2倍台,馬連,5,10,1000,1650
2025-07-12,2025-07-12_小倉10R_八女特別,2倍台,馬連,6,15,1500,1650
2025-07-12,2025-07-12_小倉11R_釜山S,2倍台,ワイド,3,3,300,0
2025-07-12,2025-07-12_小倉11R_釜山S,2倍台,ワイド,4,6,600,0
2025-07-12,2025-07-12_小倉11R_釜山S,2倍台,ワイド,5,10,1000,0
2025-07-12,2025-07-12_小倉11R_釜山S,2倍台,ワイド,6,15,1500,3240
2025-07-12,2025-07-12_小倉11R_釜山S,2倍台,馬連,3,3,300,0
2025-07-12,2025-07-12_小倉11R_釜山S,2倍台,馬連,4,6,600,0
2025-07-12,2025-07-12_小倉11R_釜山S,2倍台,馬連,5,10,1000,0
2025-07-12,2025-07-12_小倉11R_釜山S,2倍台,馬連,6,15,1500,15780
2025-07-12,2025-07-12_小倉12R_3歳以上1勝クラス,3倍以上,ワイド,3,3,300,0
2025-07-12,2025-07-12_小倉12R_3歳以上1勝クラス,3倍以上,ワイド,4,6,600,0
2025-07-12,2025-07-12_小倉12R_3歳以上1勝クラス,3倍以上,ワイド,5,10,1000,0
2025-07-12,2025-07-12_小倉12R_3歳以上1勝クラス,3倍以上,ワイド,6,15,1500,0
2025-07-12,2025-07-12_小倉12R_3歳以上1勝クラス,3倍以上,馬連,3,3,300,0
2025-07-12,2025-07-12_小倉12R_3歳以上1勝クラス,3倍以上,馬連,4,6,600,0
2025-07-12,2025-07-12_小倉12R_3歳以上1勝クラス,3倍以上,馬連,5,10,1000,0
2025-07-12,2025-07-12_小倉12R_3歳以上1勝クラス,3倍以上,馬連,6,15,1500,0
2025-07-12,2025-07-12_福島09R_信夫山特別,3倍以上,ワイド,3,3,300,0
2025-07-12,2025-07-12_福島09R_信夫山特別,3倍以上,ワイド,4,6,600,0
2025-07-12,2025-07-12_福島09R_信夫山特別,3倍以上,ワイド,5,10,1000,0
2025-07-12,2025-07-12_福島09R_信夫山特別,3倍以上,ワイド,6,15,1500,750
2025-07-12,2025-07-12_福島09R_信夫山特別,3倍以上,馬連,3,3,300,0
2025-07-12,2025-07-12_福島09R_信夫山特別,3倍以上,馬連,4,6,600,0
2025-07-12,2025-07-12_福島09R_信夫山特別,3倍以上,馬連,5,10,1000,0
2025-07-12,2025-07-12_福島09R_信夫山特別,3倍以上,馬連,6,15,1500,0
2025-07-12,2025-07-12_福島10R_会津S,1倍台,ワイド,3,3,300,130
2025-07-12,2025-07-12_福島10R_会津S,1倍台,ワイド,4,6,600,700
2025-07-12,2025-07-12_福島10R_会津S,1倍台,ワイド,5,10,1000,700
2025-07-12,2025-07-12_福島10R_会津S,1倍台,ワイド,6,15,1500,700
2025-07-12,2025-07-12_福島10R_会津S,1倍台,馬連,3,3,300,180
2025-07-12,2025-07-12_福島10R_会津S,1倍台,馬連,4,6,600,180
2025-07-12,2025-07-12_福島10R_会津S,1倍台,馬連,5,10,1000,180
2025-07-12,2025-07-12_福島10R_会津S,1倍台,馬連,6,15,1500,180
2025-07-12,2025-07-12_福島11R_安達太良S,3倍以上,ワイド,3,3,300,0
2025-07-12,2025-07-12_福島11R_安達太良S,3倍以上,ワイド,4,6,600,0
2025-07-12,2025-07-12_福島11R_安達太良S,3倍以上,ワイド,5,10,1000,0
2025-07-12,2025-07-12_福島11R_安達太良S,3倍以上,ワイド,6,15,1500,0
2025-07-12,2025-07-12_福島11R_安達太良S,3倍以上,馬連,3,3,300,0
2025-07-12,2025-07-12_福島11R_安達太良S,3倍以上,馬連,4,6,600,0
2025-07-12,2025-07-12_福島11R_安達太良S,3倍以上,馬連,5,10,1000,0
2025-07-12,2025-07-12_福島11R_安達太良S,3倍以上,馬連,6,15,1500,0
2025-07-12,2025-07-12_福島12R_3歳以上1勝クラス,3倍以上,ワイド,3,3,300,1260
2025-07-12,2025-07-12_福島12R_3歳以上1勝クラス,3倍以上,ワイド,4,6,600,1260
2025-07-12,2025-07-12_福島12R_3歳以上1勝クラス,3倍以上,ワイド,5,10,1000,1260
2025-07-12,2025-07-12_福島12R_3歳以上1勝クラス,3倍以上,ワイド,6,15,1500,1260
2025-07-12,2025-07-12_福島12R_3歳以上1勝クラス,3倍以上,馬連,3,3,300,0
2025-07-12,2025-07-12_福島12R_3歳以上1勝クラス,3倍以上,馬連,4,6,600,0
2025-07-12,2025-07-12_福島12R_3歳以上1勝クラス,3倍以上,馬連,5,10,1000,0
2025-07-12,2025-07-12_福島12R_3歳以上1勝クラス,3倍以上,馬連,6,15,1500,0
2025-07-13,2025-07-13_函館09R_北海HC,1倍台,ワイド,3,3,300,0
2025-07-13,2025-07-13_函館09R_北海HC,1倍台,ワイド,4,6,600,0
2025-07-13,2025-07-13_函館09R_北海HC,1倍台,ワイド,5,10,1000,0
2025-07-13,2025-07-13_函館09R_北海HC,1倍台,ワイド,6,15,1500,0
2025-07-13,2025-07-13_函館09R_北海HC,1倍台,馬連,3,3,300,0
2025-07-13,2025-07-13_函館09R_北海HC,1倍台,馬連,4,6,600,0
2025-07-13,2025-07-13_函館09R_北海HC,1倍台,馬連,5,10,1000,0
2025-07-13,2025-07-13_函館09R_北海HC,1倍台,馬連,6,15,1500,0
2025-07-13,2025-07-13_函館10R_噴火湾特別,2倍台,ワイド,3,3,300,510
2025-07-13,2025-07-13_函館10R_噴火湾特別,2倍台,ワイド,4,6,600,510
2025-07-13,2025-07-13_函館10R_噴火湾特別,2倍台,ワイド,5,10,1000,510
2025-07-13,2025-07-13_函館10R_噴火湾特別,2倍台,ワイド,6,15,1500,510
2025-07-13,2025-07-13_函館10R_噴火湾特別,2倍台,馬連,3,3,300,1430
2025-07-13,2025-07-13_函館10R_噴火湾特別,2倍台,馬連,4,6,600,1430
2025-07-13,2025-07-13_函館10R_噴火湾特別,2倍台,馬連,5,10,1000,1430
2025-07-13,2025-07-13_函館10R_噴火湾特別,2倍台,馬連,6,15,1500,1430
2025-07-13,2025-07-13_函館11R_巴賞,2倍台,ワイド,3,3,300,1340
2025-07-13,2025-07-13_函館11R_巴賞,2倍台,ワイド,4,6,600,1340
2025-07-13,2025-07-13_函館11R_巴賞,2倍台,ワイド,5,10,1000,1340
2025-07-13,2025-07-13_函館11R_巴賞,2倍台,ワイド,6,15,1500,1340
2025-07-13,2025-07-13_函館11R_巴賞,2倍台,馬連,3,3,300,430
2025-07-13,2025-07-13_函館11R_巴賞,2倍台,馬連,4,6,600,430
2025-07-13,2025-07-13_函館11R_巴賞,2倍台,馬連,5,10,1000,430
2025-07-13,2025-07-13_函館11R_巴賞,2倍台,馬連,6,15,1500,430
2025-07-13,2025-07-13_函館12R_3歳以上1勝クラス,2倍台,ワイド,3,3,300,0
2025-07-13,2025-07-13_函館12R_3歳以上1勝クラス,2倍台,ワイド,4,6,600,0
2025-07-13,2025-07-13_函館12R_3歳以上1勝クラス,2倍台,ワイド,5,10,1000,0
2025-07-13,2025-07-13_函館12R_3歳以上1勝クラス,2倍台,ワイド,6,15,1500,1240
2025-07-13,2025-07-13_函館12R_3歳以上1勝クラス,2倍台,馬連,3,3,300,0
2025-07-13,2025-07-13_函館12R_3歳以上1勝クラス,2倍台,馬連,4,6,600,0
2025-07-13,2025-07-13_函館12R_3歳以上1勝クラス,2倍台,馬連,5,10,1000,0
2025-07-13,2025-07-13_函館12R_3歳以上1勝クラス,2倍台,馬連,6,15,1500,0
2025-07-13,2025-07-13_小倉09R_雲仙特別,3倍以上,ワイド,3,3,300,0
2025-07-13,2025-07-13_小倉09R_雲仙特別,3倍以上,ワイド,4,6,600,0
2025-07-13,2025-07-13_小倉09R_雲仙特別,3倍以上,ワイド,5,10,1000,0
2025-07-13,2025-07-13_小倉09R_雲仙特別,3倍以上,ワイド,6,15,1500,0
2025-07-13,2025-07-13_小倉09R_雲仙特別,3倍以上,馬連,3,3,300,0
2025-07-13,2025-07-13_小倉09R_雲仙特別,3倍以上,馬連,4,6,600,0
2025-07-13,2025-07-13_小倉09R_雲仙特別,3倍以上,馬連,5,10,1000,0
2025-07-13,2025-07-13_小倉09R_雲仙特別,3倍以上,馬連,6,15,1500,0
2025-07-13,2025-07-13_小倉10R_西部スポニチ賞,3倍以上,ワイド,3,3,300,0
2025-07-13,2025-07-13_小倉10R_西部スポニチ賞,3倍以上,ワイド,4,6,600,0
2025-07-13,2025-07-13_小倉10R_西部スポニチ賞,3倍以上,ワイド,5,10,1000,0
2025-07-13,2025-07-13_小倉10R_西部スポニチ賞,3倍以上,ワイド,6,15,1500,0
2025-07-13,2025-07-13_小倉10R_西部スポニチ賞,3倍以上,馬連,3,3,300,0
2025-07-13,2025-07-13_小倉10R_西部スポニチ賞,3倍以上,馬連,4,6,600,0
2025-07-13,2025-07-13_小倉10R_西部スポニチ賞,3倍以上,馬連,5,10,1000,0
2025-07-13,2025-07-13_小倉10R_西部スポニチ賞,3倍以上,馬連,6,15,1500,0
2025-07-13,2025-07-13_小倉11R_阿蘇S,3倍以上,ワイド,3,3,300,0
2025-07-13,2025-07-13_小倉11R_阿蘇S,3倍以上,ワイド,4,6,600,0
2025-07-13,2025-07-13_小倉11R_阿蘇S,3倍以上,ワイド,5,10,1000,1940
2025-07-13,2025-07-13_小倉11R_阿蘇S,3倍以上,ワイド,6,15,1500,1940
2025-07-13,2025-07-13_小倉11R_阿蘇S,3倍以上,馬連,3,3,300,0
2025-07-13,2025-07-13_小倉11R_阿蘇S,3倍以上,馬連,4,6,600,0
2025-07-13,2025-07-13_小倉11R_阿蘇S,3倍以上,馬連,5,10,1000,0
2025-07-13,2025-07-13_小倉11R_阿蘇S,3倍以上,馬連,6,15,1500,0
2025-07-13,2025-07-13_小倉12R_3歳以上1勝クラス,3倍以上,ワイド,3,3,300,0
2025-07-13,2025-07-13_小倉12R_3歳以上1勝クラス,3倍以上,ワイド,4,6,600,0
2025-07-13,2025-07-13_小倉12R_3歳以上1勝クラス,3倍以上,ワイド,5,10,1000,0
2025-07-13,2025-07-13_小倉12R_3歳以上1勝クラス,3倍以上,ワイド,6,15,1500,0
2025-07-13,2025-07-13_小倉12R_3歳以上1勝クラス,3倍以上,馬連,3,3,300,0
2025-07-13,2025-07-13_小倉12R_3歳以上1勝クラス,3倍以上,馬連,4,6,600,0
2025-07-13,2025-07-13_小倉12R_3歳以上1勝クラス,3倍以上,馬連,5,10,1000,0
2025-07-13,2025-07-13_小倉12R_3歳以上1勝クラス,3倍以上,馬連,6,15,1500,0
2025-07-13,2025-07-13_福島09R_織姫賞,1倍台,ワイド,3,3,300,0
2025-07-13,2025-07-13_福島09R_織姫賞,1倍台,ワイド,4,6,600,0
2025-07-13,2025-07-13_福島09R_織姫賞,1倍台,ワイド,5,10,1000,380
2025-07-13,2025-07-13_福島09R_織姫賞,1倍台,ワイド,6,15,1500,380
2025-07-13,2025-07-13_福島09R_織姫賞,1倍台,馬連,3,3,300,0
2025-07-13,2025-07-13_福島09R_織姫賞,1倍台,馬連,4,6,600,0
2025-07-13,2025-07-13_福島09R_織姫賞,1倍台,馬連,5,10,1000,0
2025-07-13,2025-07-13_福島09R_織姫賞,1倍台,馬連,6,15,1500,0
2025-07-13,2025-07-13_福島10R_天の川S,1倍台,ワイド,3,3,300,0
2025-07-13,2025-07-13_福島10R_天の川S,1倍台,ワイド,4,6,600,0
2025-07-13,2025-07-13_福島10R_天の川S,1倍台,ワイド,5,10,1000,0
2025-07-13,2025-07-13_福島10R_天の川S,1倍台,ワイド,6,15,1500,0
2025-07-13,2025-07-13_福島10R_天の川S,1倍台,馬連,3,3,300,0
2025-07-13,2025-07-13_福島10R_天の川S,1倍台,馬連,4,6,600,0
2025-07-13,2025-07-13_福島10R_天の川S,1倍台,馬連,5,10,1000,0
2025-07-13,2025-07-13_福島10R_天の川S,1倍台,馬連,6,15,1500,0
2025-07-13,2025-07-13_福島11R_七夕賞,3倍以上,ワイド,3,3,300,0
2025-07-13,2025-07-13_福島11R_七夕賞,3倍以上,ワイド,4,6,600,420
2025-07-13,2025-07-13_福島11R_七夕賞,3倍以上,ワイド,5,10,1000,420
2025-07-13,2025-07-13_福島11R_七夕賞,3倍以上,ワイド,6,15,1500,420
2025-07-13,2025-07-13_福島11R_七夕賞,3倍以上,馬連,3,3,300,0
2025-07-13,2025-07-13_福島11R_七夕賞,3倍以上,馬連,4,6,600,780
2025-07-13,2025-07-13_福島11R_七夕賞,3倍以上,馬連,5,10,1000,780
2025-07-13,2025-07-13_福島11R_七夕賞,3倍以上,馬連,6,15,1500,780
2025-07-13,2025-07-13_福島12R_彦星賞,2倍台,ワイド,3,3,300,0
2025-07-13,2025-07-13_福島12R_彦星賞,2倍台,ワイド,4,6,600,0
2025-07-13,2025-07-13_福島12R_彦星賞,2倍台,ワイド,5,10,1000,240
2025-07-13,2025-07-13_福島12R_彦星賞,2倍台,ワイド,6,15,1500,840
2025-07-13,2025-07-13_福島12R_彦星賞,2倍台,馬連,3,3,300,0
2025-07-13,2025-07-13_福島12R_彦星賞,2倍台,馬連,4,6,600,0
2025-07-13,2025-07-13_福島12R_彦星賞,2倍台,馬連,5,10,1000,0
2025-07-13,2025-07-13_福島12R_彦星賞,2倍台,馬連,6,15,1500,520
2025-07-19,2025-07-19_函館09R_湯浜特別,2倍台,ワイド,3,3,300,0
