馬ID,馬名,日付,場,R,レース名,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,馬場種別,距離,馬場
2022103151,ミニョンマルーン,2025-03-15,中山,1,3歳未勝利,16,7,13,1.6,1,6,長浜鴻緒,52,ダ,1200,稍
2022103151,ミニョンマルーン,2025-03-01,中山,2,3歳未勝利,16,8,15,2.5,1,2,長浜鴻緒,52,ダ,1200,良
2022103151,ミニョンマルーン,2025-01-25,中山,1,3歳未勝利,16,2,3,4.6,3,2,長浜鴻緒,52,ダ,1200,良
2022103151,ミニョンマルーン,2025-01-12,中山,1,3歳未勝利,16,7,14,19.4,5,3,菊沢一樹,55,ダ,1200,良
2022103151,ミニョンマルーン,2024-11-23,東京,4,2歳新馬,15,5,9,30.1,8,9,菊沢一樹,55,ダ,1400,稍
2021110148,ノーブルロジャー,2026-07-26,中京,7,東海S(GIII),14,1,1,64.3,9,7,吉村誠之,57,ダ,1400,良
2021110148,ノーブルロジャー,2026-06-20,阪神,11,天保山S(OP),15,6,11,15.3,7,5,石川裕紀,59,ダ,1400,重
2021110148,ノーブルロジャー,2026-05-23,東京,11,欅S(OP),16,5,9,11.2,4,3,石川裕紀,59,ダ,1400,稍
2021110148,ノーブルロジャー,2026-03-14,阪神,11,コーラルS(L),13,5,7,15.1,6,4,石川裕紀,59,ダ,1400,良
2021110148,ノーブルロジャー,2026-02-15,東京,10,バレンタインS(OP),16,2,3,8.4,5,9,石川裕紀,58,ダ,1400,良
2021110148,ノーブルロジャー,2025-12-28,阪神,11,ギャラクシーS(OP),16,2,3,5.3,2,1,石川裕紀,58,ダ,1400,良
2021110148,ノーブルロジャー,2025-11-30,京都,11,オータムリーフS(OP),16,4,8,12.5,4,3,石川裕紀,58,ダ,1400,良
2021110148,ノーブルロジャー,2025-10-26,東京,11,神無月S(OP),16,5,9,16.9,8,4,石川裕紀,58,ダ,1400,不
2021110148,ノーブルロジャー,2025-09-06,阪神,11,エニフS(L),14,4,5,22.3,8,6,田口貫太,57,ダ,1400,稍
2021110148,ノーブルロジャー,2025-06-21,阪神,11,天保山S(OP),16,4,8,13.5,6,7,小崎綾也,58,ダ,1400,良
2021110148,ノーブルロジャー,2025-04-05,中山,11,ダービー卿チャレンジ(GIII),13,3,4,28.8,9,12,津村明秀,57.5,芝,1600,良
2021110148,ノーブルロジャー,2025-02-15,京都,11,洛陽S(L),16,7,14,6.6,4,13,岩田望来,57.5,芝,1600,良
2021110148,ノーブルロジャー,2025-01-13,中山,11,ニューイヤーS(L),16,1,1,7.8,4,3,菅原明良,57,芝,1600,良
2021110148,ノーブルロジャー,2024-10-26,京都,11,MBS賞スワンS(GII),17,7,13,18.9,7,4,田口貫太,55,芝,1400,良
2021110148,ノーブルロジャー,2024-09-29,中京,11,ポートアイランドS(L),14,2,2,3.0,1,6,北村友一,56,芝,1600,稍
2021110148,ノーブルロジャー,2024-06-15,京都,11,米子S(L),16,5,9,3.4,1,4,坂井瑠星,54,芝,1600,良
2021110148,ノーブルロジャー,2024-05-05,東京,11,NHKマイルC(GI),18,1,2,15.8,7,12,松山弘平,57,芝,1600,良
2021110148,ノーブルロジャー,2024-03-23,阪神,11,毎日杯(GIII),10,1,1,2.9,1,2,川田将雅,57,芝,1800,重
2021110148,ノーブルロジャー,2024-01-08,京都,11,日刊スポシンザン記念(GIII),18,3,5,4.9,3,1,川田将雅,57,芝,1600,良
2021110148,ノーブルロジャー,2023-11-12,東京,5,2歳新馬,11,5,5,2.0,1,1,石川裕紀,56,芝,1600,良
2023100207,マイネルシンベリン,2026-08-23,札幌,8,3歳以上1勝クラス,11,7,9,3.2,2,2,丹内祐次,55,芝,1800,良
2023100207,マイネルシンベリン,2026-08-09,札幌,12,石狩特別(1勝クラス),8,1,1,4.2,2,3,斎藤新,55,芝,1800,良
2023100207,マイネルシンベリン,2026-07-18,函館,9,湯浜特別(1勝クラス),13,5,7,4.3,2,2,丹内祐次,55,芝,1800,良
2023100207,マイネルシンベリン,2026-05-09,東京,6,3歳1勝クラス,12,6,8,15.7,6,5,津村明秀,57,芝,1800,良
2023100207,マイネルシンベリン,2026-04-18,福島,9,ひめさゆり賞(1勝クラス),9,6,6,2.0,1,5,丹内祐次,57,芝,2000,良
2023100207,マイネルシンベリン,2026-03-15,中山,11,フジTVスプリングS(GII),16,4,8,85.3,13,8,丹内祐次,57,芝,1800,良
2023100207,マイネルシンベリン,2026-01-25,中山,9,若竹賞(1勝クラス),12,4,4,10.2,4,3,津村明秀,57,芝,1800,良
2023100207,マイネルシンベリン,2025-12-20,中山,9,ひいらぎ賞(1勝クラス),12,8,11,33.4,9,8,丹内祐次,56,芝,1600,良
2023100207,マイネルシンベリン,2025-10-18,東京,9,アイビーS(L),7,7,7,20.5,5,5,津村明秀,56,芝,1800,良
2023100207,マイネルシンベリン,2025-08-16,札幌,1,2歳未勝利,7,6,6,2.3,1,1,丹内祐次,55,芝,1800,良
2023100207,マイネルシンベリン,2025-07-27,札幌,5,2歳新馬,6,5,5,4.0,2,2,丹内祐次,55,芝,1800,重
2022104885,テレサ,2026-06-21,東京,11,府中牝馬S(GIII),16,6,11,25.0,11,15,戸崎圭太,55,芝,1800,稍
2022104885,テレサ,2026-04-19,福島,11,福島牝馬S(GIII),16,8,15,12.5,5,5,松若風馬,55,芝,1800,良
2022104885,テレサ,2026-01-24,小倉,11,小倉牝馬S(GIII),18,1,1,8.4,3,4,松山弘平,54,芝,2000,良
2022104885,テレサ,2025-10-19,京都,11,秋華賞(GI),18,4,8,19.4,8,14,松山弘平,55,芝,2000,良
2022104885,テレサ,2025-09-14,阪神,11,関西TVローズS(GII),17,5,10,20.0,7,2,松山弘平,55,芝,1800,良
2022104885,テレサ,2025-06-28,小倉,10,柳川特別(2勝クラス),6,3,3,3.0,2,1,松山弘平,53,芝,1800,良
2022104885,テレサ,2025-05-03,東京,10,スイートピーS(L),13,7,11,18.6,7,6,三浦皇成,55,芝,1800,良
2022104885,テレサ,2025-03-09,阪神,9,アルメリア賞(1勝クラス),8,3,3,2.9,1,1,松山弘平,55,芝,1800,良
2022104885,テレサ,2024-12-07,中京,9,つわぶき賞(1勝クラス),12,1,1,2.9,1,4,松山弘平,55,芝,1400,良
2022104885,テレサ,2024-10-05,京都,5,2歳新馬,15,8,14,3.9,3,1,岩田望来,55,芝,1600,良
2023104389,フリーガー,2026-07-26,札幌,12,厚岸特別(1勝クラス),9,7,7,8.8,4,9,西村淳也,55,芝,2000,良
2023104389,フリーガー,2026-07-11,小倉,9,英彦山特別(1勝クラス),11,6,7,28.8,8,6,コレット,55,芝,2600,良
2023104389,フリーガー,2025-12-13,阪神,9,エリカ賞(1勝クラス),9,4,4,19.3,5,8,坂井瑠星,56,芝,2000,良
2023104389,フリーガー,2025-11-29,京都,11,ラジオN杯京都2歳S(GIII),11,7,9,24.0,8,8,坂井瑠星,56,芝,2000,良
2023104389,フリーガー,2025-09-27,阪神,5,2歳新馬,11,1,1,5.8,3,1,坂井瑠星,55,芝,2000,良
2023107159,ゴディアーモ,2026-06-07,東京,8,3歳以上1勝クラス,17,6,12,2.1,1,4,戸崎圭太,53,芝,1600,良
2023107159,ゴディアーモ,2026-03-21,中山,11,フラワーC(GIII),16,2,3,3.9,2,7,津村明秀,55,芝,1800,良
2023107159,ゴディアーモ,2025-12-06,中山,5,2歳新馬,18,7,14,2.0,1,1,ルメール,55,芝,2000,良
2022104724,ハルフロンティア,2026-08-23,札幌,9,ルスツ特別(1勝クラス),13,2,2,6.3,4,2,松山弘平,58,芝,2000,良
2022104724,ハルフロンティア,2026-07-11,函館,9,北斗特別(1勝クラス),10,4,4,18.7,8,1,舟山瑠泉,58,芝,2000,稍
2022104724,ハルフロンティア,2026-06-28,函館,9,臥牛山特別(1勝クラス),10,7,7,11.9,6,7,舟山瑠泉,58,芝,1800,良
2022104724,ハルフロンティア,2026-05-23,京都,8,4歳以上1勝クラス,15,5,9,6.4,2,3,田山旺佑,56,芝,1800,良
2022104724,ハルフロンティア,2026-04-26,京都,7,4歳以上1勝クラス,14,5,8,7.2,4,3,田山旺佑,56,芝,1800,良
2022104724,ハルフロンティア,2026-04-05,阪神,6,4歳以上1勝クラス,9,8,9,5.6,4,6,和田陽希,55,芝,2000,稍
2022104724,ハルフロンティア,2026-03-21,中京,8,4歳以上1勝クラス,13,6,9,78.5,11,4,和田陽希,55,芝,2000,良
2022104724,ハルフロンティア,2026-03-08,阪神,7,4歳以上1勝クラス,9,4,4,181.8,9,5,田山旺佑,55,芝,2000,良
2022104724,ハルフロンティア,2026-02-21,小倉,7,4歳以上1勝クラス,16,6,11,63.6,11,10,舟山瑠泉,54,ダ,1700,良
2022104724,ハルフロンティア,2025-11-15,福島,6,3歳以上1勝クラス,16,2,3,9.7,6,12,舟山瑠泉,53,ダ,2400,良
2022104724,ハルフロンティア,2025-09-07,札幌,5,3歳未勝利,14,7,12,13.3,6,3,舟山瑠泉,54,ダ,1700,稍
2022104724,ハルフロンティア,2025-08-09,札幌,4,3歳未勝利,14,4,5,43.0,10,4,鮫島克駿,57,ダ,1700,重
2022104724,ハルフロンティア,2025-08-02,札幌,3,3歳未勝利,14,4,6,24.0,8,3,鮫島克駿,57,ダ,1700,良
2022104724,ハルフロンティア,2025-06-08,阪神,3,3歳未勝利,16,2,4,14.8,6,12,鮫島克駿,57,ダ,1400,良
2022104724,ハルフロンティア,2025-02-02,小倉,1,3歳未勝利,15,1,1,13.6,8,8,斎藤新,57,ダ,1700,不
2022104724,ハルフロンティア,2025-01-13,中京,3,3歳未勝利,16,3,5,5.7,3,7,松山弘平,57,ダ,1900,良
2022104724,ハルフロンティア,2024-12-28,京都,3,2歳未勝利,16,6,12,12.3,6,11,吉村誠之,54,芝,2000,良
2022104724,ハルフロンティア,2024-09-28,中京,2,2歳未勝利,11,8,10,6.3,4,4,松山弘平,55,ダ,1800,良
2022104724,ハルフロンティア,2024-09-07,中京,4,2歳新馬,9,7,8,26.8,6,4,松山弘平,55,ダ,1800,良
2021110069,エスカル,2026-08-16,新潟,7,NST賞(OP),15,7,12,21.9,9,14,丸山元気,55,ダ,1200,良
2021110069,エスカル,2026-05-03,新潟,11,越後S(OP),15,4,7,6.7,4,11,丸山元気,58,ダ,1200,稍
2021110069,エスカル,2026-04-19,中山,10,京葉S(L),15,3,5,24.3,11,5,横山和生,57,ダ,1200,良
2021110069,エスカル,2026-02-10,京都,10,大和S(OP),16,2,4,16.1,7,6,横山和生,55,ダ,1200,良
2021110069,エスカル,2025-12-21,中京,11,コールドムーンS(OP),16,6,11,52.7,10,5,鮫島克駿,58,ダ,1400,稍
2021110069,エスカル,2025-11-23,東京,11,霜月S(OP),16,3,6,87.9,13,6,三浦皇成,57,ダ,1400,良
2021110069,エスカル,2025-09-14,中山,11,ラジオ日本賞(OP),16,6,11,12.0,4,10,三浦皇成,57,ダ,1200,稍
2021110069,エスカル,2025-07-20,福島,11,福島テレビ賞(OP),13,6,8,5.2,2,7,菅原明良,57,ダ,1150,良
2021110069,エスカル,2025-06-08,阪神,11,水無月S(OP),16,6,11,38.4,11,6,松若風馬,55,ダ,1200,良
2021110069,エスカル,2024-12-08,中山,11,カペラS(GIII),15,3,5,,,取,横山和生,56,ダ,1200,良
2021110069,エスカル,2024-11-09,京都,10,室町S(OP),16,7,14,3.2,1,10,武豊,55,ダ,1200,良
2021110069,エスカル,2024-08-15,門別,11,北海道スプリントカッ(JpnIII),13,4,5,1.9,1,7,松山弘平,56,ダ,1200,稍
2021110069,エスカル,2024-07-20,福島,11,TUF杯(3勝クラス),16,1,1,2.0,1,1,松若風馬,54,ダ,1150,良
2021110069,エスカル,2024-06-23,京都,12,リボン賞(2勝クラス),16,1,1,7.0,3,1,松若風馬,55,ダ,1200,不
2021110069,エスカル,2024-06-01,京都,9,3歳以上1勝クラス,16,7,14,6.9,4,1,松若風馬,55,ダ,1200,稍
2021110069,エスカル,2024-03-03,中山,4,3歳1勝クラス,16,5,9,13.5,7,3,横山和生,57,ダ,1200,稍
2021110069,エスカル,2024-01-14,京都,4,3歳1勝クラス,11,1,1,4.2,2,10,菅原明良,57,ダ,1200,良
2021110069,エスカル,2023-12-23,中山,7,2歳1勝クラス,15,4,6,32.4,9,2,横山和生,56,ダ,1200,良
2021110069,エスカル,2023-12-03,中山,6,2歳1勝クラス,13,8,12,6.2,2,8,戸崎圭太,56,ダ,1200,良
2021110069,エスカル,2023-09-30,阪神,9,ヤマボウシ賞(1勝クラス),9,6,6,4.9,3,7,松若風馬,55,ダ,1400,良
2021110069,エスカル,2023-08-27,小倉,2,2歳未勝利,12,6,8,2.4,1,1,松若風馬,55,ダ,1000,良
2021110069,エスカル,2023-07-23,福島,3,2歳未勝利,13,8,14,1.4,1,2,戸崎圭太,55,ダ,1150,良
2021110069,エスカル,2023-07-01,福島,6,2歳新馬,12,6,9,7.8,5,3,戸崎圭太,55,ダ,1150,重
2022102408,ムイ,2026-05-31,京都,10,安土城S(L),17,3,6,32.4,12,15,川又賢治,53,芝,1400,良
2022102408,ムイ,2026-04-26,福島,11,モルガナイトS(OP),16,8,15,33.2,13,10,富田暁,53,芝,1200,良
2022102408,ムイ,2026-01-11,京都,11,淀短距離S(L),16,8,15,29.8,10,9,岩田望来,55,芝,1200,良
2022102408,ムイ,2025-12-07,中山,11,ラピスラズリS(L),16,4,7,40.1,11,10,木幡巧也,54,芝,1200,良
2022102408,ムイ,2025-10-13,京都,11,MBS賞スワンS(GII),18,2,3,21.9,9,14,岩田望来,53,芝,1400,良
2022102408,ムイ,2025-05-31,京都,11,葵S(GIII),16,7,13,10.0,5,12,今村聖奈,55,芝,1200,良
2022102408,ムイ,2025-05-11,京都,10,橘S(L),11,3,3,14.4,7,1,今村聖奈,55,芝,1400,良
2022102408,ムイ,2025-04-12,中山,11,ニュージーランドT(GII),14,6,10,17.1,6,12,今村聖奈,55,芝,1600,良
2022102408,ムイ,2025-03-29,阪神,6,3歳1勝クラス,12,6,7,16.3,7,1,今村聖奈,52,芝,1400,良
2022102408,ムイ,2025-01-26,小倉,5,3歳新馬,18,7,15,7.5,4,1,今村聖奈,52,芝,1200,良
2019104838,サイルーン,2026-06-21,阪神,11,しらさぎS(GIII),18,4,8,11.8,4,14,岩田望来,57,芝,1600,稍
2019104838,サイルーン,2026-04-04,中山,11,ダービー卿チャレンジ(GIII),15,8,16,12.4,6,2,大野拓弥,57,芝,1600,稍
2019104838,サイルーン,2026-03-01,中山,11,中山記念(GII),14,7,11,152.6,12,7,佐々木大,57,芝,1800,良
2019104838,サイルーン,2025-05-17,新潟,11,新潟大賞典(GIII),16,6,11,9.7,5,12,佐々木大,57,芝,2000,稍
2019104838,サイルーン,2025-03-16,中山,10,東風S(L),12,1,1,5.5,3,1,ルメール,57,芝,1600,重
2019104838,サイルーン,2025-03-02,中山,11,中山記念(GII),16,8,15,30.4,8,11,キング,57,芝,1800,良
2019104838,サイルーン,2024-06-09,東京,11,エプソムC(GIII),18,6,11,5.5,2,4,岩田望来,57,芝,1800,良
2019104838,サイルーン,2024-03-24,中山,10,春興S(3勝クラス),13,8,12,4.4,2,1,岩田望来,57,芝,1600,良
2019104838,サイルーン,2024-03-03,中山,8,4歳以上2勝クラス,11,3,3,4.8,2,1,キング,58,芝,1600,良
2019104838,サイルーン,2023-12-24,中山,10,クリスマスC(2勝クラス),16,8,16,8.2,4,2,ムーア,58,芝,1600,良
2019104838,サイルーン,2023-11-25,東京,12,3歳以上2勝クラス,14,6,9,6.3,4,2,ビュイッ,58,芝,1600,良
2019104838,サイルーン,2023-09-24,中山,9,木更津特別(2勝クラス),16,7,14,7.9,4,8,大野拓弥,56,芝,1600,良
2019104838,サイルーン,2023-08-27,新潟,9,五頭連峰特別(2勝クラス),17,4,7,15.3,5,6,大野拓弥,58,芝,1600,良
2019104838,サイルーン,2023-05-21,東京,9,調布特別(2勝クラス),10,4,4,3.7,3,5,レーン,58,芝,1800,良
2019104838,サイルーン,2022-12-17,中山,12,3歳以上2勝クラス,15,5,9,6.3,4,12,松山弘平,56,芝,1800,良
2019104838,サイルーン,2022-11-19,東京,12,3歳以上1勝クラス,18,5,9,2.0,1,1,ムーア,56,芝,1600,良
2019104838,サイルーン,2022-10-30,東京,6,3歳以上1勝クラス,16,2,3,4.2,2,2,松山弘平,55,芝,1600,良
2019104838,サイルーン,2022-08-28,新潟,7,3歳以上1勝クラス,9,1,1,3.3,2,2,石橋脩,54,芝,1800,稍
2019104838,サイルーン,2022-06-18,東京,4,3歳未勝利,14,4,6,2.0,1,1,レーン,56,芝,1800,良
2019104838,サイルーン,2021-12-26,中山,4,2歳未勝利,18,7,15,1.8,1,3,Ｃ．デム,55,芝,2000,良
2019104838,サイルーン,2021-11-28,東京,6,2歳新馬,9,7,7,1.8,1,2,ムーア,55,芝,1800,良
2022110092,コンヴァージョン,2026-07-28,盛岡,8,アンタレス賞(B1),12,4,4,4.0,2,4,丸田恭介,56,芝,1700,稍
2022110092,コンヴァージョン,2026-06-07,東京,8,3歳以上1勝クラス,17,3,5,141.3,16,15,丸田恭介,58,芝,1600,良
2022110092,コンヴァージョン,2026-04-12,中山,7,4歳以上1勝クラス,15,8,14,128.5,14,7,吉田豊,58,芝,1600,良
2022110092,コンヴァージョン,2026-01-15,名古屋,7,B6組,10,8,10,1.3,1,1,加藤聡一,57,ダ,1500,良
2022110092,コンヴァージョン,2025-12-24,名古屋,9,B12組,10,1,1,1.4,1,1,加藤聡一,57,ダ,1500,不
2022110092,コンヴァージョン,2025-11-26,名古屋,7,C2組,12,2,2,2.4,2,2,加藤聡一,57,ダ,1700,良
2022110092,コンヴァージョン,2025-10-31,名古屋,4,C6組,12,5,5,1.6,1,1,望月洵輝,57,ダ,1500,稍
2022110092,コンヴァージョン,2025-08-02,新潟,11,3歳未勝利,17,5,9,38.1,9,9,石橋脩,57,芝,1600,良
2022110092,コンヴァージョン,2025-07-20,福島,2,3歳未勝利,15,8,15,8.8,5,5,大野拓弥,57,ダ,1700,良
2022110092,コンヴァージョン,2025-06-21,東京,3,3歳未勝利,16,7,14,16.7,6,3,大野拓弥,57,ダ,1600,良
2022110092,コンヴァージョン,2025-06-01,東京,4,3歳未勝利,14,8,15,16.5,7,6,丸田恭介,57,芝,1600,稍
2022110092,コンヴァージョン,2025-05-04,東京,5,3歳未勝利,16,4,8,7.3,2,9,丸田恭介,57,芝,1800,良
2022110092,コンヴァージョン,2025-04-13,中山,5,3歳未勝利,16,4,8,13.0,5,2,丸田恭介,57,芝,1600,良
2022110092,コンヴァージョン,2024-12-15,中山,5,2歳新馬,15,8,16,68.4,8,6,丸田恭介,56,芝,1600,良
2023102730,ショウナンダイン,2026-08-16,新潟,5,3歳以上1勝クラス,12,5,5,22.8,7,5,丸山元気,55,芝,1800,良
2023102730,ショウナンダイン,2026-06-20,東京,8,3歳以上1勝クラス,16,8,15,306.7,15,8,丸山元気,55,芝,1800,稍
2023102730,ショウナンダイン,2026-05-30,東京,6,3歳1勝クラス,12,5,6,23.8,6,10,三浦皇成,57,ダ,1600,良
2023102730,ショウナンダイン,2026-05-09,東京,6,3歳1勝クラス,12,4,4,134.7,11,8,丹内祐次,57,芝,1800,良
2023102730,ショウナンダイン,2026-02-01,東京,9,セントポーリア賞(1勝クラス),12,4,4,53.3,10,10,キング,57,芝,1800,良
2023102730,ショウナンダイン,2025-12-06,中京,9,こうやまき賞(1勝クラス),8,1,1,22.2,6,7,丸山元気,56,芝,1600,良
2023102730,ショウナンダイン,2025-10-25,新潟,3,2歳未勝利,13,8,12,2.5,1,1,丸山元気,56,芝,1800,良
2023102730,ショウナンダイン,2025-09-27,中山,2,2歳未勝利,16,7,13,8.3,3,4,三浦皇成,55,芝,1600,良
2023102730,ショウナンダイン,2025-08-30,新潟,3,2歳未勝利,11,8,10,4.1,3,2,三浦皇成,55,芝,1800,良
2023102730,ショウナンダイン,2025-07-20,福島,5,2歳新馬,13,2,2,3.3,2,3,丸山元気,55,芝,2000,良
2022104851,アレクレア,2026-07-19,福島,8,3歳以上1勝クラス,16,6,11,176.0,14,7,松岡正海,56,芝,1800,良
2022104851,アレクレア,2026-07-04,福島,9,伊達特別(1勝クラス),10,3,3,92.8,9,5,松岡正海,56,芝,2000,良
2022104851,アレクレア,2026-05-16,新潟,9,石打特別(1勝クラス),16,5,9,223.3,16,12,菅原隆一,56,芝,1800,良
2022104851,アレクレア,2026-04-03,金沢,2,C110,6,3,3,2.0,1,3,青柳正義,55,ダ,1400,不
2022104851,アレクレア,2026-03-16,金沢,1,C26,10,6,6,2.8,2,1,青柳正義,55,ダ,1400,稍
2022104851,アレクレア,2026-02-20,笠松,8,C5組,8,3,3,2.4,2,2,筒井勇介,55,ダ,1600,良
2022104851,アレクレア,2026-02-04,笠松,11,如月特別(C),9,3,3,18.9,4,4,筒井勇介,55,ダ,1400,良
2022104851,アレクレア,2026-01-22,笠松,6,南郷克巳還暦おめでと(C),9,3,3,1.6,1,1,筒井勇介,55,ダ,1600,良
2022104851,アレクレア,2025-12-26,金沢,4,成瀬夫婦結婚おめでと(C2),,7,9,,,,加藤翔馬,55,ダ,1400,不
2022104851,アレクレア,2025-12-14,金沢,6,C211,9,4,4,1.5,1,1,加藤翔馬,55,ダ,1500,不
2022104851,アレクレア,2025-12-01,金沢,6,志麻さんお誕生日おめ(C2),8,6,6,2.5,1,2,加藤翔馬,55,ダ,1500,稍
2022104851,アレクレア,2025-11-16,金沢,6,C211,8,6,6,4.7,3,2,加藤翔馬,55,ダ,1400,良
2022104851,アレクレア,2025-11-04,金沢,3,C25 特別編成(C2特別),7,4,4,1.8,1,3,加藤翔馬,55,ダ,1400,不
2022104851,アレクレア,2025-10-19,金沢,3,C214,7,1,1,10.2,4,2,加藤翔馬,55,ダ,1400,重
2022104851,アレクレア,2025-10-07,金沢,2,C217,8,5,5,2.9,2,3,加藤翔馬,55,ダ,1400,良
2022104851,アレクレア,2025-08-24,札幌,6,3歳未勝利,16,1,1,29.6,9,11,古川奈穂,52,芝,1200,良
2022104851,アレクレア,2025-02-23,東京,4,3歳未勝利,15,1,2,90.3,11,8,佐藤翔馬,52,芝,1800,良
2021104831,マーゴットソラーレ,2026-05-09,新潟,1,障害4歳以上未勝利,13,4,4,32.2,9,中,草野太郎,60,障,2890,稍
2021104831,マーゴットソラーレ,2026-03-14,中京,9,鶴舞特別(1勝クラス),10,8,10,15.9,7,9,上里直汰,58,芝,2200,良
2021104831,マーゴットソラーレ,2026-02-15,東京,6,4歳以上1勝クラス,14,7,11,13.7,5,3,上里直汰,55,芝,2400,良
2021104831,マーゴットソラーレ,2025-11-15,福島,8,3歳以上1勝クラス,16,7,13,42.6,11,5,上里直汰,55,芝,2600,良
2021104831,マーゴットソラーレ,2025-11-09,福島,8,3歳以上1勝クラス,16,2,3,27.2,8,8,上里直汰,55,芝,2600,良
2021104831,マーゴットソラーレ,2025-10-12,東京,8,3歳以上1勝クラス,11,8,10,38.3,10,8,上里直汰,55,芝,2400,良
2021104831,マーゴットソラーレ,2025-09-14,中山,8,3歳以上1勝クラス,15,8,15,15.5,8,11,荻野極,58,ダ,1800,稍
2021104831,マーゴットソラーレ,2025-04-26,福島,10,飯盛山特別(1勝クラス),13,2,2,7.9,4,7,菊沢一樹,58,芝,2000,良
2021104831,マーゴットソラーレ,2025-03-30,中京,6,4歳以上1勝クラス,11,8,11,8.4,4,9,西村淳也,57,芝,2200,良
2021104831,マーゴットソラーレ,2025-03-08,中山,12,4歳以上1勝クラス,16,3,5,5.2,3,14,田辺裕信,58,芝,1600,良
2021104831,マーゴットソラーレ,2024-11-10,福島,8,3歳以上1勝クラス,16,8,15,3.4,1,3,西村淳也,56,芝,1800,良
2021104831,マーゴットソラーレ,2024-10-19,東京,12,3歳以上1勝クラス,12,5,6,20.7,7,3,鮫島克駿,56,芝,1800,良
2021104831,マーゴットソラーレ,2023-12-02,中山,9,葉牡丹賞(1勝クラス),9,4,4,3.8,2,6,横山武史,56,芝,2000,良
2021104831,マーゴットソラーレ,2023-11-05,東京,9,百日草特別(1勝クラス),9,7,7,10.4,4,2,田辺裕信,56,芝,2000,良
2021104831,マーゴットソラーレ,2023-09-02,札幌,11,札幌2歳S(GIII),10,3,3,20.0,6,4,佐々木大,55,芝,1800,稍
2021104831,マーゴットソラーレ,2023-07-16,函館,5,2歳新馬,14,3,3,12.2,5,1,西村淳也,55,芝,1800,稍
2022101272,スタニングヴュー,2026-08-08,新潟,10,3歳以上1勝クラス,13,6,9,68.8,8,5,伊藤工真,56,芝,1600,良
2022101272,スタニングヴュー,2026-05-23,東京,7,4歳以上1勝クラス,18,1,2,28.1,7,9,佐藤翔馬,53,芝,1600,良
2022101272,スタニングヴュー,2026-04-25,東京,8,4歳以上1勝クラス,8,3,3,40.5,7,1,佐藤翔馬,53,芝,1600,良
2022101272,スタニングヴュー,2026-04-12,福島,6,4歳以上1勝クラス,15,6,10,27.2,9,5,佐藤翔馬,53,芝,2000,良
2022101272,スタニングヴュー,2025-11-16,福島,12,3歳以上1勝クラス,16,7,14,24.0,9,12,伊藤工真,54,芝,2000,良
2022101272,スタニングヴュー,2025-09-06,中山,7,3歳未勝利,18,6,11,9.7,5,2,伊藤工真,55,芝,2000,良
2022101272,スタニングヴュー,2025-08-23,新潟,4,3歳未勝利,16,2,4,15.8,3,4,伊藤工真,55,芝,1800,良
2022101272,スタニングヴュー,2025-07-26,新潟,5,3歳未勝利,18,7,15,25.8,6,5,伊藤工真,55,芝,1800,良
2022101272,スタニングヴュー,2025-06-07,東京,4,3歳未勝利,14,7,11,26.7,5,8,伊藤工真,55,芝,2000,良
2022101272,スタニングヴュー,2025-05-25,東京,5,3歳未勝利,17,5,9,173.6,12,5,伊藤工真,55,芝,1800,稍
2022101272,スタニングヴュー,2025-02-16,小倉,1,3歳未勝利,16,7,14,219.4,16,9,小林脩斗,53,ダ,1700,良
2022101272,スタニングヴュー,2025-02-02,小倉,5,3歳新馬,17,1,2,141.0,17,15,小林脩斗,53,芝,1200,重
2021105552,ロジルーラー,2026-04-25,福島,8,4歳以上1勝クラス,15,5,8,86.0,11,15,丸山元気,58,ダ,1700,良
2021105552,ロジルーラー,2026-04-04,中山,8,4歳以上1勝クラス,11,2,2,33.7,9,9,松岡正海,58,ダ,1800,重
2021105552,ロジルーラー,2026-01-10,中山,6,4歳以上1勝クラス,16,2,4,26.0,9,11,松岡正海,58,ダ,1800,良
2021105552,ロジルーラー,2025-10-18,新潟,7,3歳以上1勝クラス,18,8,18,50.6,13,11,丸山元気,58,芝,1800,良
2021105552,ロジルーラー,2025-08-10,新潟,11,3歳以上1勝クラス,14,5,7,40.9,9,5,丸山元気,58,芝,2000,重
2021105552,ロジルーラー,2025-07-05,福島,9,伊達特別(1勝クラス),10,7,8,43.8,8,7,丸山元気,58,芝,2000,良
2021105552,ロジルーラー,2024-08-10,札幌,9,石狩特別(1勝クラス),13,7,11,12.4,5,7,永野猛蔵,55,芝,1800,良
2021105552,ロジルーラー,2024-04-27,東京,11,テレビ東京杯青葉賞(GII),17,2,4,491.1,17,17,大野拓弥,57,芝,2400,良
2021105552,ロジルーラー,2024-03-30,中山,9,山吹賞(1勝クラス),14,7,11,22.8,8,10,松岡正海,57,芝,2200,稍
2021105552,ロジルーラー,2024-01-14,中山,11,京成杯(GIII),14,3,5,,,取,松岡正海,57,芝,2000,良
2021105552,ロジルーラー,2023-12-02,中山,9,葉牡丹賞(1勝クラス),9,3,3,52.0,8,5,松岡正海,56,芝,2000,良
2021105552,ロジルーラー,2023-09-02,札幌,11,札幌2歳S(GIII),10,8,10,33.5,7,7,菅原明良,55,芝,1800,稍
2021105552,ロジルーラー,2023-07-16,福島,2,2歳未勝利,13,7,11,3.1,1,1,戸崎圭太,55,芝,1800,良
