日付,場,馬場種別,馬場差,レース数
2024-07-27,新潟,ダ,-1.00,4
2024-07-27,新潟,芝,-2.50,7
2024-07-27,札幌,芝,-1.50,3
2024-07-28,新潟,ダ,-0.80,5
2024-07-28,新潟,芝,-0.80,7
2024-07-28,札幌,ダ,-3.80,2
2024-07-28,札幌,芝,-2.02,2
2024-08-03,新潟,ダ,-0.40,5
2024-08-03,新潟,芝,-1.60,7
2024-08-03,札幌,ダ,-1.50,2
2024-08-03,札幌,芝,-2.47,2
2024-08-04,新潟,ダ,-1.35,4
2024-08-04,新潟,芝,-0.85,8
2024-08-04,札幌,芝,-0.15,3
2024-08-10,中京,ダ,-0.65,6
2024-08-10,中京,芝,-1.80,4
2024-08-10,新潟,ダ,-1.60,5
2024-08-10,新潟,芝,-0.90,7
2024-08-10,札幌,芝,-1.35,3
2024-08-11,中京,ダ,-0.60,5
2024-08-11,中京,芝,-2.40,7
2024-08-11,新潟,ダ,-1.10,4
2024-08-11,新潟,芝,-1.10,7
2024-08-11,札幌,ダ,-0.85,2
2024-08-11,札幌,芝,-2.02,2
2024-08-17,中京,ダ,+0.05,6
2024-08-17,中京,芝,-1.40,6
2024-08-17,新潟,ダ,-0.20,5
2024-08-17,新潟,芝,-2.10,5
2024-08-17,札幌,芝,-1.50,3
2024-08-18,中京,ダ,-1.55,6
2024-08-18,中京,芝,-1.20,5
2024-08-18,新潟,ダ,-1.00,5
2024-08-18,新潟,芝,-0.60,7
2024-08-18,札幌,ダ,+0.15,2
2024-08-18,札幌,芝,-1.88,2
2024-08-24,中京,ダ,-1.00,6
2024-08-24,中京,芝,-1.20,5
2024-08-24,新潟,ダ,+0.10,5
2024-08-24,新潟,芝,-1.00,7
2024-08-24,札幌,芝,-1.00,3
2024-08-25,中京,ダ,-1.15,6
2024-08-25,中京,芝,-0.95,6
2024-08-25,新潟,ダ,-0.90,4
2024-08-25,新潟,芝,+0.00,6
2024-08-25,札幌,芝,-1.35,3
2024-08-31,中京,ダ,-1.55,6
2024-08-31,中京,芝,+2.90,6
2024-08-31,新潟,ダ,-0.60,4
2024-08-31,新潟,芝,-0.55,6
2024-08-31,札幌,芝,+0.95,3
2024-09-01,中京,ダ,-3.50,2
2024-09-01,中京,芝,-0.25,2
2024-09-01,新潟,芝,-1.60,3
2024-09-01,札幌,芝,+0.55,3
2024-09-07,中京,ダ,-2.55,2
2024-09-07,中京,芝,-1.80,2
2024-09-07,中山,芝,-1.70,3
2024-09-08,中京,ダ,-1.90,3
2024-09-08,中山,芝,-1.20,3
2024-09-14,中京,ダ,-1.80,2
2024-09-14,中京,芝,-2.00,2
2024-09-14,中山,ダ,-0.20,2
2024-09-14,中山,芝,-1.40,2
2024-09-15,中京,芝,-1.50,3
2024-09-15,中山,ダ,-0.95,2
2024-09-15,中山,芝,-1.80,2
2024-09-16,中京,ダ,-2.95,2
2024-09-16,中京,芝,-0.95,2
2024-09-16,中山,ダ,-0.15,2
2024-09-16,中山,芝,-1.75,2
2024-09-21,中京,ダ,-2.00,3
2024-09-21,中山,ダ,-1.50,2
2024-09-21,中山,芝,-2.40,2
2024-09-22,中京,芝,-0.80,3
2024-09-22,中山,ダ,-0.95,2
2024-09-22,中山,芝,-1.80,2
2024-09-28,中京,ダ,-1.80,3
2024-09-28,中山,芝,-0.60,3
2024-09-29,中京,ダ,-2.45,2
2024-09-29,中京,芝,+0.35,2
2024-09-29,中山,芝,-1.10,3
2024-10-05,京都,ダ,-0.35,2
2024-10-05,京都,芝,-0.45,2
2024-10-05,新潟,芝,-1.00,3
2024-10-05,東京,ダ,-2.35,2
2024-10-05,東京,芝,+0.00,2
2024-10-06,京都,ダ,-0.75,2
2024-10-06,京都,芝,-2.15,2
2024-10-06,新潟,ダ,-1.90,2
2024-10-06,新潟,芝,-1.40,2
2024-10-06,東京,ダ,-2.90,2
2024-10-06,東京,芝,-0.85,2
2024-10-12,京都,ダ,-1.60,2
2024-10-12,京都,芝,-1.80,2
2024-10-12,新潟,芝,-1.70,3
2024-10-13,京都,ダ,-0.30,3
2024-10-13,東京,ダ,-1.70,2
2024-10-14,新潟,芝,-1.50,3
2024-10-14,東京,芝,-1.20,3
2024-10-19,京都,ダ,-1.20,3
2024-10-19,新潟,芝,+0.80,3
2024-10-19,東京,芝,-1.00,3
2024-10-20,京都,芝,+0.00,3
2024-10-20,新潟,ダ,-1.30,2
2024-10-20,新潟,芝,-0.50,2
2024-10-20,東京,ダ,-0.45,2
2024-10-20,東京,芝,+0.90,2
2024-10-26,京都,ダ,-1.75,2
2024-10-26,京都,芝,-0.60,2
2024-10-26,新潟,芝,-1.00,3
2024-10-26,東京,ダ,-0.15,2
2024-10-26,東京,芝,+0.10,2
2024-10-27,京都,芝,-1.00,3
2024-10-27,新潟,芝,-1.90,3
2024-10-27,東京,ダ,-1.35,2
2024-10-27,東京,芝,-1.25,2
2024-11-02,京都,ダ,-1.65,2
2024-11-02,東京,芝,-0.20,3
2024-11-02,福島,芝,+3.30,3
2024-11-03,京都,ダ,-2.35,2
2024-11-03,京都,芝,-0.45,2
2024-11-03,東京,芝,-0.40,3
2024-11-03,福島,ダ,-2.65,2
2024-11-03,福島,芝,+1.20,2
2024-11-09,京都,芝,+0.50,3
2024-11-09,東京,ダ,-0.55,2
2024-11-09,東京,芝,+0.70,2
2024-11-09,福島,芝,+0.30,3
2024-11-10,京都,芝,-0.80,3
2024-11-10,東京,芝,-0.30,3
2024-11-10,福島,ダ,-0.95,2
2024-11-10,福島,芝,+0.30,2
2024-11-16,京都,芝,+0.90,3
2024-11-16,東京,芝,+0.50,3
2024-11-16,福島,芝,-0.60,3
2024-11-17,京都,芝,-1.20,3
2024-11-17,東京,ダ,-1.60,2
2024-11-17,東京,芝,-0.85,2
2024-11-17,福島,芝,+0.20,3
2024-11-23,京都,芝,-0.40,3
2024-11-23,東京,ダ,-1.30,2
2024-11-23,東京,芝,-0.60,2
2024-11-24,京都,ダ,-1.60,2
2024-11-24,京都,芝,-1.05,2
2024-11-24,東京,芝,-0.30,3
2024-11-30,中京,芝,-0.60,3
2024-11-30,中山,芝,-1.00,3
2024-11-30,京都,芝,-0.70,3
2024-12-01,中京,ダ,-3.25,2
2024-12-01,中京,芝,-0.65,2
2024-12-01,中山,ダ,-1.40,2
2024-12-01,中山,芝,-1.35,2
2024-12-01,京都,ダ,+0.00,2
2024-12-01,京都,芝,-0.80,2
2024-12-07,中京,芝,+0.40,3
2024-12-07,中山,ダ,-1.00,2
2024-12-07,中山,芝,-0.45,2
2024-12-07,京都,芝,-1.00,3
2024-12-08,中京,芝,-0.30,3
2024-12-08,中山,ダ,-1.90,2
2024-12-08,中山,芝,-0.70,2
2024-12-08,京都,芝,+0.00,3
2024-12-14,中京,ダ,-1.90,2
2024-12-14,中京,芝,-0.15,2
2024-12-14,中山,芝,-1.00,3
2024-12-14,京都,ダ,-0.50,2
2024-12-14,京都,芝,-0.15,2
2024-12-15,中京,ダ,-1.50,2
2024-12-15,中京,芝,-0.35,2
2024-12-15,中山,ダ,-1.45,2
2024-12-15,中山,芝,-2.05,2
2024-12-15,京都,ダ,+0.20,2
2024-12-15,京都,芝,-0.50,2
2024-12-21,中山,芝,-1.20,3
2024-12-21,京都,芝,-0.20,3
2024-12-22,中山,芝,-1.90,3
2024-12-22,京都,ダ,+0.05,2
2024-12-22,京都,芝,+0.05,2
2024-12-28,中山,ダ,-0.75,2
2024-12-28,中山,芝,-0.10,2
2024-12-28,京都,ダ,-1.60,2
2024-12-28,京都,芝,+0.05,2
2025-01-05,中京,芝,-1.30,3
2025-01-05,中山,ダ,-1.05,2
2025-01-05,中山,芝,-1.70,2
2025-01-06,中京,芝,+0.60,3
2025-01-06,中山,ダ,+0.90,2
2025-01-06,中山,芝,-0.50,2
2025-01-11,中京,ダ,-2.25,2
2025-01-11,中京,芝,+0.80,2
2025-01-11,中山,ダ,-0.60,2
2025-01-11,中山,芝,-0.80,2
2025-01-12,中京,芝,-0.40,3
2025-01-12,中山,ダ,-0.95,2
2025-01-12,中山,芝,-1.00,2
2025-01-13,中京,ダ,-1.60,2
2025-01-13,中京,芝,+0.40,2
2025-01-13,中山,ダ,-0.15,2
2025-01-13,中山,芝,-1.10,2
2025-01-18,中京,ダ,-1.35,2
2025-01-18,中京,芝,-0.55,2
2025-01-18,中山,芝,-1.10,3
2025-01-19,中京,芝,-1.10,3
2025-01-19,中山,芝,-0.90,3
2025-01-25,中京,ダ,-1.95,2
2025-01-25,中京,芝,+0.55,2
2025-01-25,中山,芝,+0.90,3
2025-01-25,小倉,芝,-2.30,4
2025-01-26,中京,芝,-0.10,3
2025-01-26,中山,芝,-0.40,3
2025-01-26,小倉,芝,-2.00,3
2025-02-01,京都,芝,+0.50,3
2025-02-01,小倉,ダ,-1.20,2
2025-02-01,小倉,芝,+1.25,2
2025-02-01,東京,芝,-0.10,3
2025-02-02,京都,芝,+1.50,3
2025-02-02,小倉,芝,+0.20,3
2025-02-02,東京,芝,+1.00,3
2025-02-08,小倉,芝,+0.90,3
2025-02-08,東京,芝,-0.50,3
2025-02-09,京都,ダ,-0.30,2
2025-02-09,京都,芝,+0.45,2
2025-02-09,小倉,芝,+0.70,3
2025-02-09,東京,芝,-1.00,3
2025-02-10,京都,ダ,+0.00,3
2025-02-15,京都,芝,+0.20,3
2025-02-15,小倉,芝,-1.50,3
2025-02-15,東京,芝,-0.80,3
2025-02-16,京都,ダ,-0.65,2
2025-02-16,京都,芝,+2.00,2
2025-02-16,小倉,芝,-0.70,3
2025-02-16,東京,ダ,-0.45,2
2025-02-16,東京,芝,-0.20,2
2025-02-22,京都,ダ,-0.45,2
2025-02-22,京都,芝,+0.05,2
2025-02-22,小倉,芝,-2.00,3
2025-02-22,東京,ダ,+1.45,2
2025-02-22,東京,芝,+0.20,2
2025-02-23,京都,ダ,-0.50,2
2025-02-23,京都,芝,+0.90,2
2025-02-23,小倉,芝,-1.10,3
2025-02-23,東京,ダ,-0.40,3
2025-03-01,中山,ダ,-0.60,2
2025-03-01,中山,芝,+0.75,2
2025-03-01,小倉,芝,-0.80,3
2025-03-01,阪神,芝,-1.80,3
2025-03-02,中山,芝,-1.10,3
2025-03-02,小倉,芝,+1.60,3
2025-03-02,阪神,ダ,-0.15,2
2025-03-02,阪神,芝,-0.55,2
2025-03-08,中山,芝,+0.20,3
2025-03-08,阪神,芝,-0.10,3
2025-03-09,中山,ダ,-1.45,2
2025-03-09,中山,芝,-0.05,2
2025-03-09,阪神,芝,-1.10,3
2025-03-15,中京,ダ,-0.70,2
2025-03-15,中京,芝,-0.15,2
2025-03-15,中山,芝,+0.10,3
2025-03-15,阪神,ダ,+0.55,2
2025-03-15,阪神,芝,-1.65,2
2025-03-16,中京,ダ,-2.10,2
2025-03-16,中京,芝,+0.30,2
2025-03-16,中山,芝,+3.00,3
2025-03-16,阪神,ダ,-0.55,2
2025-03-16,阪神,芝,+0.05,2
2025-03-22,中京,芝,-0.50,3
2025-03-22,中山,ダ,-0.70,2
2025-03-22,中山,芝,-0.95,2
2025-03-22,阪神,ダ,-1.05,2
2025-03-22,阪神,芝,-0.80,2
2025-03-23,中京,芝,+0.00,3
2025-03-23,中山,ダ,-0.45,2
2025-03-23,中山,芝,-1.40,2
2025-03-23,阪神,ダ,-0.60,2
2025-03-23,阪神,芝,-2.42,2
2025-03-29,中京,ダ,-1.20,2
2025-03-29,中京,芝,-0.20,2
2025-03-29,中山,ダ,-1.80,3
2025-03-29,阪神,芝,-0.30,3
2025-03-30,中京,ダ,-0.70,3
2025-03-30,中山,芝,+0.50,3
2025-03-30,阪神,芝,-1.90,3
2025-04-05,中山,ダ,-1.50,2
2025-04-05,中山,芝,-1.60,2
2025-04-05,阪神,ダ,-0.60,2
2025-04-05,阪神,芝,-2.05,2
2025-04-06,中山,ダ,-1.15,2
2025-04-06,中山,芝,-1.40,2
2025-04-06,阪神,ダ,-1.00,2
2025-04-06,阪神,芝,-2.75,2
2025-04-12,中山,芝,-1.80,3
2025-04-12,福島,ダ,-1.30,2
2025-04-12,福島,芝,-1.50,2
2025-04-12,阪神,芝,-1.30,3
2025-04-13,中山,ダ,-1.55,2
2025-04-13,中山,芝,+0.25,2
2025-04-13,福島,ダ,+0.20,2
2025-04-13,福島,芝,-1.40,2
2025-04-13,阪神,芝,+0.10,3
2025-04-19,中山,ダ,-0.35,2
2025-04-19,福島,芝,-1.60,3
2025-04-19,阪神,ダ,+0.00,3
2025-04-20,中山,芝,-3.20,3
2025-04-20,福島,芝,-1.30,3
2025-04-20,阪神,ダ,-0.25,2
2025-04-20,阪神,芝,-0.60,2
2025-04-26,京都,ダ,-1.70,2
2025-04-26,京都,芝,-1.00,2
2025-04-26,東京,ダ,-1.55,2
2025-04-26,東京,芝,-1.00,2
2025-04-26,福島,芝,-1.30,3
2025-04-27,京都,芝,-1.10,3
2025-04-27,東京,ダ,-1.05,2
2025-04-27,東京,芝,-1.35,2
2025-04-27,福島,ダ,-0.25,2
2025-04-27,福島,芝,-2.35,2
2025-05-03,京都,ダ,-2.20,2
2025-05-03,京都,芝,-0.05,2
2025-05-03,新潟,ダ,-2.25,2
2025-05-03,新潟,芝,-1.45,2
2025-05-03,東京,ダ,-1.45,2
2025-05-03,東京,芝,-2.00,2
2025-05-04,京都,ダ,-1.20,2
2025-05-04,京都,芝,-1.20,2
2025-05-04,新潟,ダ,-1.45,2
2025-05-04,新潟,芝,+0.05,2
2025-05-04,東京,ダ,-2.60,2
2025-05-04,東京,芝,-1.20,2
2025-05-10,京都,芝,+0.80,3
2025-05-10,新潟,芝,-0.10,3
2025-05-10,東京,ダ,-2.15,2
2025-05-10,東京,芝,-0.90,2
2025-05-11,京都,ダ,-2.20,2
2025-05-11,京都,芝,-0.55,2
2025-05-11,新潟,芝,+0.10,3
2025-05-11,東京,ダ,-2.80,2
2025-05-11,東京,芝,-1.85,2
2025-05-17,京都,ダ,-3.85,2
2025-05-17,京都,芝,+0.20,2
2025-05-17,新潟,ダ,-1.50,2
2025-05-17,新潟,芝,+0.45,2
2025-05-17,東京,ダ,-1.45,2
2025-05-17,東京,芝,+0.65,2
2025-05-18,京都,ダ,-2.25,2
2025-05-18,京都,芝,-1.00,2
2025-05-18,新潟,芝,+0.00,3
2025-05-18,東京,ダ,-2.30,2
2025-05-18,東京,芝,-0.80,2
2025-05-24,京都,ダ,-2.95,2
2025-05-24,京都,芝,+2.60,2
2025-05-24,新潟,芝,-0.65,4
2025-05-24,東京,ダ,-0.80,2
2025-05-24,東京,芝,-0.90,2
2025-05-25,京都,ダ,-2.55,2
2025-05-25,京都,芝,-0.45,2
2025-05-25,新潟,ダ,-2.05,2
2025-05-25,新潟,芝,+0.70,2
2025-05-25,東京,芝,-0.10,3
2025-05-31,京都,ダ,-0.70,2
2025-05-31,京都,芝,-0.60,2
2025-05-31,東京,ダ,-2.95,2
2025-06-01,京都,芝,-1.20,3
2025-06-01,東京,芝,-2.10,3
2025-06-07,東京,ダ,-1.40,2
2025-06-07,東京,芝,-0.95,2
2025-06-07,阪神,ダ,-0.65,2
2025-06-07,阪神,芝,-0.45,2
2025-06-08,東京,ダ,-1.30,2
2025-06-08,東京,芝,+0.40,2
2025-06-08,阪神,ダ,-1.00,2
2025-06-08,阪神,芝,-0.25,2
2025-06-14,函館,芝,-2.30,3
2025-06-14,東京,ダ,-1.20,3
2025-06-14,阪神,ダ,-3.15,2
2025-06-14,阪神,芝,+1.05,2
2025-06-15,函館,ダ,-0.50,2
2025-06-15,函館,芝,-1.90,2
2025-06-15,東京,芝,+0.90,3
2025-06-15,阪神,芝,-1.50,3
2025-06-21,函館,芝,-0.90,3
2025-06-21,東京,ダ,-1.70,2
2025-06-21,東京,芝,-0.35,2
2025-06-21,阪神,芝,-0.80,3
2025-06-22,函館,ダ,-0.95,2
2025-06-22,函館,芝,+0.45,2
2025-06-22,東京,ダ,-1.30,2
2025-06-22,東京,芝,-0.50,2
2025-06-22,阪神,ダ,-0.90,2
2025-06-22,阪神,芝,-0.20,2
2025-06-28,函館,芝,-1.20,3
2025-06-28,小倉,芝,-1.50,3
2025-06-28,福島,ダ,-2.25,2
2025-06-28,福島,芝,-0.90,2
2025-06-29,函館,芝,-1.60,3
2025-06-29,小倉,ダ,-0.05,2
2025-06-29,小倉,芝,-1.45,2
2025-06-29,福島,芝,-1.50,3
2025-07-05,函館,ダ,-1.80,2
2025-07-05,函館,芝,+0.00,2
2025-07-05,小倉,芝,-1.50,3
2025-07-05,福島,ダ,-1.35,2
2025-07-05,福島,芝,+0.05,2
2025-07-06,函館,芝,+0.10,3
2025-07-06,小倉,芝,-1.50,3
2025-07-06,福島,ダ,-1.50,3
2025-07-12,函館,芝,-2.10,3
2025-07-12,小倉,ダ,+0.90,2
2025-07-12,小倉,芝,+0.30,2
2025-07-12,福島,芝,+1.00,3
2025-07-13,函館,芝,-3.00,3
2025-07-13,小倉,ダ,-0.30,2
2025-07-13,小倉,芝,-0.50,2
2025-07-13,福島,芝,+0.00,3
2025-07-19,函館,芝,-1.90,3
2025-07-19,小倉,ダ,-1.90,2
2025-07-19,小倉,芝,+0.15,2
2025-07-19,福島,ダ,+0.15,2
2025-07-19,福島,芝,+2.20,2
2025-07-20,函館,ダ,-0.30,2
2025-07-20,函館,芝,-1.15,2
2025-07-20,小倉,芝,-1.60,3
2025-07-20,福島,ダ,-1.60,2
2025-07-20,福島,芝,+1.85,2
2025-07-26,中京,ダ,-0.40,5
2025-07-26,中京,芝,-0.50,5
2025-07-26,新潟,ダ,-1.00,5
2025-07-26,新潟,芝,-1.40,7
2025-07-26,札幌,ダ,-1.35,2
2025-07-26,札幌,芝,-2.62,2
2025-07-27,中京,ダ,-0.60,5
2025-07-27,中京,芝,-1.35,6
2025-07-27,新潟,ダ,-1.10,4
2025-07-27,新潟,芝,-1.10,7
2025-07-27,札幌,芝,-1.30,3
2025-08-02,中京,ダ,-0.95,6
2025-08-02,中京,芝,-0.85,6
2025-08-02,新潟,ダ,-2.20,5
2025-08-02,新潟,芝,-1.80,5
2025-08-02,札幌,芝,-1.90,3
2025-08-03,中京,ダ,-1.30,5
2025-08-03,中京,芝,-1.50,7
2025-08-03,新潟,ダ,-0.15,4
2025-08-03,新潟,芝,-0.70,7
2025-08-03,札幌,芝,-1.15,3
2025-08-09,中京,ダ,-0.70,5
2025-08-09,中京,芝,-0.85,6
2025-08-09,新潟,ダ,-1.70,5
2025-08-09,新潟,芝,-0.80,7
2025-08-09,札幌,芝,-0.25,3
2025-08-10,中京,ダ,+0.20,4
2025-08-10,中京,芝,-1.30,7
2025-08-10,新潟,ダ,-1.20,5
2025-08-10,新潟,芝,+0.70,7
2025-08-10,札幌,芝,-0.65,3
2025-08-16,中京,ダ,-0.40,5
2025-08-16,中京,芝,-1.70,7
2025-08-16,新潟,ダ,-1.30,4
2025-08-16,新潟,芝,-0.50,7
2025-08-16,札幌,芝,-0.55,3
2025-08-17,中京,ダ,-0.70,5
2025-08-17,中京,芝,-0.70,7
2025-08-17,新潟,ダ,-1.40,5
2025-08-17,新潟,芝,-0.30,6
2025-08-17,札幌,芝,+0.20,3
2025-08-23,中京,ダ,-1.25,2
2025-08-23,中京,芝,-1.50,2
2025-08-23,新潟,ダ,-3.00,2
2025-08-23,新潟,芝,-2.00,3
2025-08-23,札幌,芝,+0.00,3
2025-08-24,中京,ダ,-1.30,2
2025-08-24,中京,芝,-2.00,2
2025-08-24,新潟,芝,-1.60,3
2025-08-24,札幌,芝,-0.80,3
2025-08-30,中京,ダ,-1.80,3
2025-08-30,新潟,芝,-1.40,3
2025-08-30,札幌,芝,+1.15,3
2025-08-31,中京,ダ,-1.60,2
2025-08-31,中京,芝,-1.55,2
2025-08-31,新潟,芝,-2.00,3
2025-08-31,札幌,芝,+0.05,3
2025-09-06,中山,芝,-2.60,3
2025-09-06,札幌,芝,-0.10,3
2025-09-06,阪神,ダ,-1.80,3
2025-09-07,中山,芝,-1.50,3
2025-09-07,札幌,ダ,-1.20,2
2025-09-07,札幌,芝,+1.03,2
2025-09-07,阪神,ダ,-1.35,2
2025-09-07,阪神,芝,-0.90,2
2025-09-13,中山,ダ,-1.30,2
2025-09-13,中山,芝,-0.30,2
2025-09-13,阪神,ダ,-2.00,2
2025-09-13,阪神,芝,-1.35,2
2025-09-14,中山,芝,-1.50,3
2025-09-14,阪神,芝,-1.90,3
2025-09-15,中山,ダ,-1.45,2
2025-09-15,中山,芝,-1.80,2
2025-09-15,阪神,ダ,-1.20,3
2025-09-20,中山,ダ,-1.95,2
2025-09-20,中山,芝,-1.20,2
2025-09-20,阪神,ダ,-0.70,3
2025-09-21,中山,ダ,-0.65,2
2025-09-21,中山,芝,-2.80,2
2025-09-21,阪神,芝,-0.60,3
2025-09-27,中山,芝,-0.90,3
2025-09-27,阪神,ダ,-1.80,3
2025-09-28,中山,芝,-1.60,3
2025-09-28,阪神,ダ,-1.10,2
2025-09-28,阪神,芝,-1.15,2
2025-10-04,京都,ダ,-2.95,2
2025-10-04,京都,芝,-0.35,2
2025-10-04,東京,ダ,-0.95,2
2025-10-04,東京,芝,-1.50,2
2025-10-05,京都,芝,-1.10,3
2025-10-05,東京,ダ,-0.40,2
2025-10-05,東京,芝,-2.20,2
2025-10-11,京都,ダ,-1.80,3
2025-10-11,東京,ダ,-0.40,2
2025-10-11,東京,芝,+1.35,2
2025-10-12,京都,ダ,-2.35,2
2025-10-12,京都,芝,-1.80,2
2025-10-12,東京,ダ,-1.05,2
2025-10-12,東京,芝,-1.35,2
2025-10-13,京都,ダ,-0.95,2
2025-10-13,京都,芝,-1.85,2
2025-10-13,東京,芝,-0.50,3
2025-10-18,京都,ダ,-1.90,2
2025-10-18,京都,芝,-0.55,2
2025-10-18,新潟,芝,-1.70,3
2025-10-18,東京,ダ,+0.15,2
2025-10-18,東京,芝,-0.95,2
2025-10-19,京都,ダ,-1.95,2
2025-10-19,京都,芝,-1.60,2
2025-10-19,新潟,芝,-1.80,3
2025-10-19,東京,ダ,-0.55,2
2025-10-25,京都,芝,-1.30,3
2025-10-25,新潟,芝,-1.10,3
2025-10-25,東京,ダ,-1.50,2
2025-10-25,東京,芝,+0.10,2
2025-10-26,京都,ダ,-3.30,2
2025-10-26,京都,芝,-0.60,2
2025-10-26,新潟,芝,-0.80,3
2025-10-26,東京,ダ,-1.80,3
2025-11-01,京都,芝,-0.60,3
2025-11-01,東京,芝,-1.00,3
2025-11-02,京都,芝,-1.60,3
2025-11-02,東京,ダ,-1.10,2
2025-11-02,東京,芝,-0.80,2
2025-11-08,京都,ダ,-1.80,2
2025-11-08,京都,芝,-0.40,2
2025-11-08,東京,ダ,-1.50,2
2025-11-08,東京,芝,-0.30,2
2025-11-08,福島,芝,-1.50,3
2025-11-09,京都,ダ,-3.90,2
2025-11-09,京都,芝,-0.40,2
2025-11-09,東京,芝,-0.80,3
2025-11-09,福島,芝,-1.00,3
2025-11-15,京都,芝,-1.10,3
2025-11-15,東京,ダ,-1.05,2
2025-11-15,東京,芝,-0.55,2
2025-11-15,福島,ダ,-0.70,2
2025-11-15,福島,芝,-1.10,2
2025-11-16,京都,芝,-1.30,3
2025-11-16,東京,芝,-0.30,3
2025-11-16,福島,芝,-0.40,3
2025-11-22,京都,芝,-0.90,3
2025-11-22,福島,芝,-0.50,3
2025-11-23,京都,芝,-0.70,3
2025-11-23,東京,芝,-0.90,3
2025-11-24,東京,芝,-1.60,3
2025-11-24,福島,芝,-1.20,3
2025-11-29,京都,芝,-0.10,3
2025-11-29,東京,ダ,-0.40,2
2025-11-29,東京,芝,-0.75,2
2025-11-30,京都,ダ,-2.05,2
2025-11-30,京都,芝,-0.90,2
2025-11-30,東京,芝,-2.10,3
2025-12-06,中京,芝,-1.80,3
2025-12-06,中山,芝,-1.00,3
2025-12-06,阪神,芝,+0.30,3
2025-12-07,中京,ダ,-3.35,2
2025-12-07,中京,芝,-1.55,2
2025-12-07,中山,ダ,-1.40,2
2025-12-07,中山,芝,-1.35,2
2025-12-07,阪神,ダ,-1.70,2
2025-12-07,阪神,芝,-1.30,2
2025-12-13,中京,芝,-1.60,3
2025-12-13,中山,ダ,-0.75,2
2025-12-13,中山,芝,-0.70,2
2025-12-13,阪神,芝,-1.60,3
2025-12-14,中京,芝,-0.20,3
2025-12-14,中山,ダ,-2.70,2
2025-12-14,中山,芝,+0.50,2
2025-12-14,阪神,芝,-1.20,3
2025-12-20,中京,ダ,-1.15,2
2025-12-20,中京,芝,-0.40,2
2025-12-20,中山,ダ,-1.90,2
2025-12-20,中山,芝,-1.25,2
2025-12-20,阪神,芝,-0.60,3
2025-12-21,中京,ダ,-1.90,2
2025-12-21,中京,芝,+0.95,2
2025-12-21,中山,芝,+0.00,3
2025-12-21,阪神,ダ,-3.45,2
2025-12-21,阪神,芝,-0.20,2
2025-12-27,中山,芝,+0.20,3
2025-12-27,阪神,芝,-0.50,3
2025-12-28,中山,芝,-0.60,3
2025-12-28,阪神,芝,-0.10,3
2026-01-04,中山,ダ,-0.80,2
2026-01-04,中山,芝,+0.05,2
2026-01-04,京都,芝,+0.50,3
2026-01-05,中山,ダ,-0.65,2
2026-01-05,中山,芝,+0.25,2
2026-01-05,京都,芝,+0.50,3
2026-01-10,中山,ダ,+0.45,2
2026-01-10,中山,芝,-1.65,2
2026-01-10,京都,ダ,-0.95,2
2026-01-11,中山,ダ,-0.85,2
2026-01-11,中山,芝,-0.55,2
2026-01-11,京都,芝,+0.30,3
2026-01-12,中山,ダ,-1.25,2
2026-01-12,中山,芝,-1.80,2
2026-01-12,京都,芝,-0.80,3
2026-01-17,中山,芝,-0.50,3
2026-01-17,京都,芝,-0.70,3
2026-01-18,中山,芝,-1.50,3
2026-01-18,京都,ダ,+0.10,2
2026-01-18,京都,芝,+0.95,2
2026-01-24,中山,芝,-2.00,3
2026-01-24,京都,芝,+0.70,3
2026-01-24,小倉,芝,-3.50,3
2026-01-31,京都,ダ,-0.35,2
2026-01-31,京都,芝,+0.15,2
2026-01-31,小倉,ダ,+0.00,2
2026-01-31,小倉,芝,-2.95,2
2026-01-31,東京,芝,-0.70,3
2026-02-01,京都,芝,-0.30,3
2026-02-01,小倉,芝,-2.40,3
2026-02-01,東京,芝,-0.10,3
2026-02-08,小倉,芝,-0.20,3
2026-02-10,京都,ダ,-0.50,2
2026-02-10,京都,芝,-0.15,2
2026-02-10,東京,芝,-1.10,3
2026-02-14,京都,芝,-0.20,3
2026-02-14,小倉,芝,-0.50,3
2026-02-14,東京,芝,-1.05,2
2026-02-15,京都,ダ,-0.05,2
2026-02-15,京都,芝,-0.90,2
2026-02-15,小倉,芝,-0.50,3
2026-02-15,東京,ダ,-1.05,2
2026-02-15,東京,芝,-0.45,2
2026-02-21,小倉,芝,-1.20,3
2026-02-21,阪神,ダ,-0.75,2
2026-02-21,阪神,芝,-1.45,2
2026-02-22,小倉,芝,-2.50,3
2026-02-22,東京,ダ,-0.70,3
2026-02-22,阪神,ダ,-1.00,2
2026-02-22,阪神,芝,-0.30,2
2026-02-28,中山,ダ,-1.50,2
2026-02-28,中山,芝,-1.20,2
2026-02-28,小倉,芝,-0.70,3
2026-02-28,阪神,芝,-0.35,3
2026-03-01,中山,芝,-2.45,2
2026-03-01,小倉,芝,-0.05,2
2026-03-01,阪神,芝,-0.25,2
2026-03-07,中山,芝,-0.20,3
2026-03-07,阪神,ダ,-0.85,2
2026-03-07,阪神,芝,+0.30,2
2026-03-08,中山,芝,-0.60,3
2026-03-08,阪神,芝,-1.30,3
2026-03-14,中京,芝,-2.50,3
2026-03-14,中山,芝,-1.70,2
2026-03-14,阪神,ダ,-1.15,2
2026-03-14,阪神,芝,-0.90,2
2026-03-15,中京,ダ,-0.90,2
2026-03-15,中京,芝,-2.45,2
