馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,クロニクル,セ7,,美浦・平岩,先行,48.7,15,15,,40.7,,新潟,20,中2週,Y,,3,ハーツクライ,Seeking the Gold,,
2,2,ペンナヴェローチェ,牡5,川田,栗東・須貝,先行,7.4,3,6,,37.2,,中京,13,中1週,Y,,3,キズナ,エンパイアメーカー,,
3,2,インザモーメント,セ5,武豊,栗東・田中克,差し,15.2,7,7,,37.4,,中京,13,中1週,Y,,3,キズナ,Curlin,,
4,3,スズカダブル,牡6,高杉,栗東・西村,,20.7,9,8,,35.7,,京都,111,中15週,Y,,3,バゴ,ジャイアントレッカー,,
5,3,パシアンジャン,牡5,松山,栗東・鈴木孝,先行,5.4,2,2,,37.2,,阪神,83,中11週,Y,,3,シニスターミニスター,ゴールドアリュール,,
6,4,プルートマスター,牡7,松若,栗東・今野,先行,20.4,8,10,,38.8,,新潟,20,中2週,Y,,3,ロードカナロア,シンボリクリスエス,,B
7,4,マテンロウブレイブ,牡4,横山典,栗東・高橋亮,追込,3.5,1,4,,35.0,,京都,105,中14週,Y,,3,ナダル,ディープインパクト,,
8,5,プリンセッサ,牝4,鮫島駿,栗東・牧田,差し,36.9,13,1,,37.3,,函館,76,中10週,Y,,3,ナダル,ディープインパクト,,
9,5,タイセイアディクト,牡5,坂井,美浦・池上,差し,29.5,11,6,,36.0,,東京,111,中15週,Y,,3,リオンディーズ,フレンチデピュティ,,B
10,6,レヴァンテシチー,牡4,吉村,栗東・柴田,差し,10.7,6,3,,37.4,,中京,13,中1週,Y,,3,ルヴァンスレーヴ,Indygo Shiner,,
11,6,ノーランサンライズ,牝4,浜中,栗東・佐藤悠,差し,34.5,12,16,,36.2,,小倉,55,中7週,Y,,3,キタサンブラック,クロフネ,,B
12,7,ポルポラジール,牡5,田山,栗東・新谷,先行,21.7,10,14,,37.4,,京都,119,中16週,Y,,3,シニスターミニスター,ルーラーシップ,,
13,7,タガノマカシヤ,牡4,岩田望,栗東・中村,先行,10.6,5,7,,37.7,,中京,35,中4週,Y,,3,アメリカンペイトリオット,フジキセキ,,
14,8,ブルーワール,牡5,田口,栗東・高柳大,追込,43.5,14,13,,35.7,,京都,105,中14週,Y,,3,Arrogate,Jump Start,,B
15,8,ルクスフレンジー,牡4,酒井,栗東・松永幹,差し,8.0,4,4,,37.6,,阪神,83,中11週,Y,,3,モーリス,ステイゴールド,,
