馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,タイセツナヒ,牡3,,美浦・杉浦,差し,42.7,8,8,3歳以上1勝クラス,37.1,,札幌,28,中3週,Y,,3,ホッコータルマエ,アイルハヴアナザー,,
2,1,アバレリュウ,牡4,野中,美浦・鈴木慎,差し,51.0,9,8,,38.1,,新潟,14,中1週,Y,,3,マクフィ,サウスヴィグラス,,B
3,2,ナリノシャーウッド,牡3,菊沢,美浦・小笠,差し,10.9,4,14,3歳以上1勝クラス,39.7,,中京,28,中3週,Y,,3,マインドユアビスケッツ,ダイワメジャー,,
4,2,スノースコール,牡3,木幡巧,美浦・加藤征,先行,29.1,6,11,3歳1勝クラス,38.1,,東京,111,中15週,Y,,3,クリソベリル,ルーラーシップ,,
5,3,ターフクリスタル,牡3,内田博,美浦・矢野,差し,70.1,13,13,,39.4,,新潟,28,中3週,Y,,3,インカンテーション,サクラローレル,,B
6,3,ボールドタワー,牡3,横山琉,美浦・鈴木慎,先行,95.8,15,15,,40.5,,新潟,14,中1週,Y,,3,タワーオブロンドン,ハーツクライ,,B
7,4,タリスマン,牡5,伊藤,美浦・金成,差し,62.0,12,9,3歳以上1勝クラス,39.2,,中京,13,中1週,Y,,3,タリスマニック,スパイキュール,,
8,4,インナーパッション,牡3,斎藤,美浦・斎藤誠,差し,12.5,5,4,,39.5,,新潟,28,中3週,Y,,3,キズナ,Pollard's Vision,,
9,5,ロードフロリゼル,牡4,丹内,美浦・稲垣,先行,51.6,10,5,4歳以上1勝クラス,40.1,,中山,244,中34週,Y,Y,3,リオンディーズ,ダイワメジャー,,
10,5,スカイダンスタイム,牝5,遠藤,美浦・萱野,差し,180.4,16,12,3歳以上1勝クラス,37.6,,新潟,13,中1週,Y,,1,ビーチパトロール,スペシャルウィーク,,
11,6,ホノボノ,牡3,小林美,美浦・尾形,先行,34.9,7,13,3歳以上1勝クラス,42.6,,札幌,34,中4週,Y,,3,ダノンプレミアム,タニノギムレット,,
12,6,ユアフェリシティ,牡3,原田和,美浦・千葉,,3.9,2,3,3歳1勝クラス,39.5,,京都,111,中15週,Y,,3,ルヴァンスレーヴ,エリシオ,,
13,7,ジェネラスキング,牡3,横山武,美浦・久保田,差し,1.9,1,4,3歳以上1勝クラス,37.3,,札幌,27,中3週,Y,,3,ルーラーシップ,ゴールドアリュール,,B
14,7,ヨドノタイヨウ,牡4,三浦,美浦・室井,先行,8.1,3,2,,37.7,,新潟,14,中1週,Y,,2,ミッキーロケット,ハーツクライ,,
15,8,カーマンライン,セ5,江田照,美浦・小島,差し,80.9,14,11,3歳以上1勝クラス,39.7,,函館,56,中7週,Y,,3,ネオユニヴァース,エンパイアメーカー,,
16,8,スーパーホース,セ4,武藤,美浦・堀内,先行,60.6,11,7,3歳以上1勝クラス,38.6,,新潟,41,中5週,Y,,3,ディーマジェスティ,ルーラーシップ,,
