馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,フィーリウス,牡4,Ｍデム,美浦・手塚久,先行,60.5,14,13,,35.9,,函館,76,中10週,Y,,3,キタサンブラック,ロードカナロア,,
2,1,ジーティーダーリン,牡4,松本,栗東・田中克,逃げ,8.1,4,1,,34.1,,阪神,98,中13週,Y,,3,サートゥルナーリア,ハーツクライ,,
3,2,センツブラッド,牡4,西塚,栗東・斉藤崇,先行,29.2,11,4,,36.3,,福島,62,中8週,Y,,3,ルーラーシップ,ハービンジャー,,
4,2,ガイアメンテ,牡5,武豊,栗東・須貝,差し,14.4,6,4,,35.2,,小倉,55,中7週,Y,,3,ドゥラメンテ,Concorde's Tune,,
5,3,ピースワンデュック,牡5,佐々木,美浦・大竹,,28.6,10,3,,35.0,,函館,76,中10週,Y,,3,グレーターロンドン,ジャングルポケット,,
6,3,カネフラ,牡6,酒井,栗東・高橋康,追込,111.5,16,13,,35.5,,小倉,55,中7週,Y,,3,グランデッツァ,キングカメハメハ,,
7,4,ジーティーアダマン,牡4,岩田望,栗東・上村,先行,17.7,7,6,,35.5,,小倉,55,中7週,Y,,3,ルーラーシップ,マンハッタンカフェ,,
8,4,カラマティアノス,牡4,ルメー,美浦・奥村武,差し,20.6,8,7,,36.5,,福島,62,中8週,Y,,3,レイデオロ,ハーツクライ,,
9,5,マテンロウゲイル,牡3,横山和,栗東・野中,差し,3.9,1,5,,33.4,,東京,104,中14週,Y,,3,エピファネイア,Candy Ride,,
10,5,タガノデュード,牡5,古川吉,栗東・宮,差し,6.1,3,5,,35.2,,阪神,90,中12週,Y,,3,ヤマカツエース,ハーツクライ,,
11,6,マリアイリダータ,牝4,坂井,美浦・田中博,差し,3.9,2,1,,34.3,,福島,77,中10週,Y,,3,ドゥラメンテ,オルフェーヴル,,
12,6,レーゼドラマ,牝4,松若,栗東・辻野,,32.3,12,3,,35.8,,小倉,55,中7週,Y,,3,キズナ,Burning Roma,,B
13,7,グランヴィノス,牡6,川田,栗東・友道,先行,26.0,9,4,,34.1,,阪神,280,中39週,Y,Y,3,キタサンブラック,Machiavellian,,
14,7,ミッキーゴールド,セ4,西村淳,栗東・池江,先行,36.2,13,1,,34.0,,中京,49,中6週,Y,,3,リアルスティール,Global Hunter,,
15,8,ジョバンニ,牡4,松山,栗東・杉山晴,先行,12.5,5,2,,34.9,,小倉,55,中7週,Y,,2,エピファネイア,Footstepsinthesand,,
16,8,マテンロウスカイ,セ7,横山典,栗東・松永幹,差し,92.6,15,6,,35.4,,新潟,48,中6週,Y,,3,モーリス,スペシャルウィーク,,
