stem,race_id,距離,馬場種別,馬場,天候,頭数,レース名
2026-06-29_大井05R_3歳九十,202644062905,1400,ダ,不,晴,12,3歳九十
2026-06-29_大井06R_3歳九十,202644062906,1200,ダ,不,晴,14,3歳九十
2026-06-29_大井07R_プルメリア特別競走(C2),202644062907,1600,ダ,不,晴,11,プルメリア特別競走(C2)
2026-06-29_大井08R_フロリダ賞(C1),202644062908,1600,ダ,不,晴,14,フロリダ賞(C1)
2026-06-29_大井09R_C1八九,202644062909,1200,ダ,不,晴,9,C1八九
2026-06-29_大井10R_B2四,202644062910,1400,ダ,不,晴,11,B2四
2026-06-29_大井11R_ムーンストーン賞競走(A2),202644062911,1800,ダ,不,晴,14,ムーンストーン賞競走(A2)
2026-06-29_大井12R_オフト後楽園賞競走(B2),202644062912,1400,ダ,不,晴,13,オフト後楽園賞競走(B2)
2026-06-30_大井01R_2歳一,202644063001,1400,ダ,重,曇,12,2歳一
2026-06-30_大井02R_2歳新馬,202644063002,1400,ダ,重,曇,5,2歳新馬
2026-06-30_大井03R_2歳新馬,202644063003,1200,ダ,重,曇,8,2歳新馬
2026-06-30_大井04R_C2十1112(C211),202644063004,1600,ダ,重,晴,10,C2十1112(C211)
2026-06-30_大井05R_C2十1112(C211),202644063005,1400,ダ,重,晴,12,C2十1112(C211)
2026-06-30_大井06R_C2十1112(C211),202644063006,1200,ダ,重,晴,14,C2十1112(C211)
2026-06-30_大井07R_C1六七,202644063007,1600,ダ,重,晴,11,C1六七
2026-06-30_大井08R_プランターズ・パンチ賞(C1),202644063008,1200,ダ,重,晴,16,プランターズ・パンチ賞(C1)
2026-06-30_大井09R_富士見坂賞競走(B3),202644063009,1200,ダ,重,晴,9,富士見坂賞競走(B3)
2026-06-30_大井10R_B3四,202644063010,2000,ダ,重,晴,12,B3四
2026-06-30_大井11R_優駿スプリント競走,202644063011,1200,ダ,重,晴,16,優駿スプリント競走
2026-06-30_大井12R_風待月賞競走(B2),202644063012,2000,ダ,重,晴,12,風待月賞競走(B2)
2026-07-01_大井01R_C3五,202644070101,1200,ダ,稍,曇,12,C3五
2026-07-01_大井02R_3歳七八,202644070102,1600,ダ,稍,曇,14,3歳七八
2026-07-01_大井03R_3歳七八,202644070103,1200,ダ,稍,曇,12,3歳七八
2026-07-01_大井04R_C2八九,202644070104,1600,ダ,稍,曇,14,C2八九
2026-07-01_大井05R_C2八九,202644070105,1200,ダ,稍,曇,14,C2八九
2026-07-01_大井06R_C1三四五(C1四),202644070106,1600,ダ,稍,曇,10,C1三四五(C1四)
2026-07-01_大井07R_B3六,202644070107,1200,ダ,稍,曇,12,B3六
2026-07-01_大井08R_カイピリーニャ賞(C1四),202644070108,1400,ダ,稍,曇,14,カイピリーニャ賞(C1四)
2026-07-01_大井09R_さそり座特別競走(C1),202644070109,2000,ダ,稍,曇,14,さそり座特別競走(C1)
2026-07-01_大井10R_ロマンティックナイト賞競走(B1),202644070110,1400,ダ,稍,曇,13,ロマンティックナイト賞競走(B1)
2026-07-01_大井11R_帝王賞,202644070111,2000,ダ,稍,曇,13,帝王賞
2026-07-01_大井12R_タイタン賞(C1四),202644070112,1200,ダ,稍,曇,15,タイタン賞(C1四)
2026-07-02_大井01R_C3三四,202644070201,1600,ダ,不,雨,14,C3三四
2026-07-02_大井02R_C3三四,202644070202,1200,ダ,不,曇,11,C3三四
2026-07-02_大井03R_3歳四五六(3歳五),202644070203,1600,ダ,不,曇,9,3歳四五六(3歳五)
2026-07-02_大井04R_3歳四五六(3歳五),202644070204,1400,ダ,不,曇,13,3歳四五六(3歳五)
2026-07-02_大井05R_3歳四五六(3歳五),202644070205,1200,ダ,不,曇,16,3歳四五六(3歳五)
2026-07-02_大井06R_C2六七,202644070206,1600,ダ,不,曇,14,C2六七
2026-07-02_大井07R_B3五,202644070207,1400,ダ,不,曇,11,B3五
2026-07-02_大井08R_ディキ・ディキ賞(C2),202644070208,1200,ダ,不,曇,13,ディキ・ディキ賞(C2)
2026-07-02_大井09R_夏至賞(C2),202644070209,2400,ダ,不,曇,10,夏至賞(C2)
2026-07-02_大井10R_淡路坂賞競走(B3),202644070210,1600,ダ,不,曇,12,淡路坂賞競走(B3)
2026-07-02_大井11R_ジュライ賞競走(3上),202644070211,1400,ダ,不,曇,10,ジュライ賞競走(3上)
2026-07-02_大井12R_海王星特別競走(C1),202644070212,1650,ダ,不,曇,14,海王星特別競走(C1)
2026-07-03_大井01R_C3一二,202644070301,1600,ダ,不,曇,12,C3一二
2026-07-03_大井02R_C3一二,202644070302,1200,ダ,不,曇,14,C3一二
2026-07-03_大井03R_3歳一二三(3歳二),202644070303,1600,ダ,不,曇,12,3歳一二三(3歳二)
2026-07-03_大井04R_3歳一二三(3歳二),202644070304,1400,ダ,不,曇,9,3歳一二三(3歳二)
2026-07-03_大井05R_3歳一二三(3歳二),202644070305,1200,ダ,不,曇,11,3歳一二三(3歳二)
2026-07-03_大井06R_C2三四五(C2四),202644070306,1600,ダ,不,曇,9,C2三四五(C2四)
2026-07-03_大井07R_夏椿特別競走(3歳),202644070307,1400,ダ,不,曇,9,夏椿特別競走(3歳)
2026-07-03_大井08R_ブラッドハウンド賞(C2四),202644070308,1400,ダ,不,曇,13,ブラッドハウンド賞(C2四)
2026-07-03_大井09R_ヘラクレス座特別競走(C2),202644070309,1800,ダ,不,曇,12,ヘラクレス座特別競走(C2)
2026-07-03_大井10R_C2三四五(C2四),202644070310,1200,ダ,不,曇,14,C2三四五(C2四)
2026-07-03_大井11R_小石川賞競走(B1B2),202644070311,1600,ダ,不,曇,10,小石川賞競走(B1B2)
2026-07-03_大井12R_潮見坂賞競走(B3),202644070312,1400,ダ,不,曇,13,潮見坂賞競走(B3)
2026-07-20_大井01R_C3六七,202644072001,1600,ダ,稍,晴,14,C3六七
2026-07-20_大井02R_C3六七,202644072002,1200,ダ,稍,晴,16,C3六七
2026-07-20_大井03R_2歳新馬,202644072003,1400,ダ,稍,晴,7,2歳新馬
2026-07-20_大井04R_2歳新馬,202644072004,1200,ダ,稍,晴,10,2歳新馬
2026-07-20_大井05R_3歳1112,202644072005,1400,ダ,良,晴,10,3歳1112
2026-07-20_大井06R_3歳1112,202644072006,1200,ダ,良,晴,14,3歳1112
2026-07-20_大井07R_C2111213(C212),202644072007,1600,ダ,良,晴,10,C2111213(C212)
2026-07-20_大井08R_マタドール賞(C212),202644072008,1400,ダ,良,晴,14,マタドール賞(C212)
2026-07-20_大井09R_明星賞競走(B2),202644072009,1800,ダ,良,晴,8,明星賞競走(B2)
2026-07-20_大井10R_C2111213(C212),202644072010,1200,ダ,良,晴,14,C2111213(C212)
2026-07-20_大井11R_カーネリアン賞競走(A2B1),202644072011,1400,ダ,良,晴,7,カーネリアン賞競走(A2B1)
2026-07-20_大井12R_六角坂賞競走(B3),202644072012,1200,ダ,良,晴,14,六角坂賞競走(B3)
2026-07-21_大井01R_3歳八九十(3歳九),202644072101,1600,ダ,良,晴,11,3歳八九十(3歳九)
2026-07-21_大井02R_3歳八九十(3歳九),202644072102,1400,ダ,良,晴,14,3歳八九十(3歳九)
2026-07-21_大井03R_3歳八九十(3歳九),202644072103,1200,ダ,良,晴,14,3歳八九十(3歳九)
2026-07-21_大井04R_2歳新馬,202644072104,1400,ダ,良,晴,8,2歳新馬
2026-07-21_大井05R_2歳新馬,202644072105,1200,ダ,良,晴,9,2歳新馬
2026-07-21_大井06R_C2九十,202644072106,1600,ダ,良,晴,13,C2九十
2026-07-21_大井07R_C2九十,202644072107,1200,ダ,良,晴,13,C2九十
2026-07-21_大井08R_ブランデー・フィックス賞(C1),202644072108,1600,ダ,良,晴,11,ブランデー・フィックス賞(C1)
2026-07-21_大井09R_C1七八,202644072109,1200,ダ,良,晴,12,C1七八
2026-07-21_大井10R_わし座特別競走(C2),202644072110,2000,ダ,良,晴,14,わし座特別競走(C2)
2026-07-21_大井11R_デネブ賞競走(B2),202644072111,1200,ダ,良,晴,14,デネブ賞競走(B2)
2026-07-21_大井12R_三宅坂賞競走(B3),202644072112,1800,ダ,良,晴,16,三宅坂賞競走(B3)
2026-07-22_大井01R_C3四五,202644072201,1600,ダ,良,晴,14,C3四五
2026-07-22_大井02R_C3四五,202644072202,1200,ダ,良,晴,16,C3四五
2026-07-22_大井03R_3歳六七,202644072203,1600,ダ,良,晴,14,3歳六七
2026-07-22_大井04R_3歳六七,202644072204,1200,ダ,良,晴,14,3歳六七
2026-07-22_大井05R_アメリカンピーナッツバター賞(C2七),202644072205,1600,ダ,良,晴,11,アメリカンピーナッツバター賞(C2七)
2026-07-22_大井06R_U.S.ターキー賞(C2七),202644072206,1400,ダ,良,晴,14,U.S.ターキー賞(C2七)
2026-07-22_大井07R_クレイジーソルト賞(C2七),202644072207,1200,ダ,良,晴,13,クレイジーソルト賞(C2七)
2026-07-22_大井08R_ミントジュレップ賞(C1),202644072208,1600,ダ,良,晴,11,ミントジュレップ賞(C1)
2026-07-22_大井09R_アメリカンアンバサダーカップ競走(B2),202644072209,1600,ダ,良,晴,7,アメリカンアンバサダーカップ競走(B2)
2026-07-22_大井10R_フォーチュネイトひまわり特別競走(C13歳),202644072210,1200,ダ,良,晴,9,フォーチュネイトひまわり特別競走(C13歳)
2026-07-22_大井11R_サンタアニタトロフィー競走,202644072211,1600,ダ,良,晴,15,サンタアニタトロフィー競走
2026-07-22_大井12R_ハーレーダビッドソン賞(C1),202644072212,1200,ダ,良,晴,11,ハーレーダビッドソン賞(C1)
2026-07-23_大井01R_C3二三,202644072301,1600,ダ,良,晴,13,C3二三
2026-07-23_大井02R_C3二三,202644072302,1200,ダ,良,晴,16,C3二三
2026-07-23_大井03R_2歳三,202644072303,1200,ダ,良,晴,11,2歳三
2026-07-23_大井04R_3歳四五,202644072304,1600,ダ,良,晴,9,3歳四五
2026-07-23_大井05R_3歳四五,202644072305,1200,ダ,良,晴,16,3歳四五
2026-07-23_大井06R_C2三四五(C2四),202644072306,1600,ダ,良,晴,14,C2三四五(C2四)
2026-07-23_大井07R_C2三四五(C2四),202644072307,1400,ダ,良,晴,12,C2三四五(C2四)
2026-07-23_大井08R_ジン・フィズ賞(C2四),202644072308,1200,ダ,良,晴,9,ジン・フィズ賞(C2四)
2026-07-23_大井09R_マーメイド特別競走(C1),202644072309,1400,ダ,良,晴,9,マーメイド特別競走(C1)
2026-07-23_大井10R_大暑特別競走(C1),202644072310,2400,ダ,良,晴,14,大暑特別競走(C1)
2026-07-23_大井11R_アフター5スター賞トライアル競走(A2),202644072311,1200,ダ,良,晴,10,アフター5スター賞トライアル競走(A2)
2026-07-23_大井12R_ベガ賞競走(B2B3),202644072312,1650,ダ,良,晴,12,ベガ賞競走(B2B3)
2026-07-24_大井01R_C3一,202644072401,1800,ダ,良,晴,15,C3一
2026-07-24_大井02R_2歳一二,202644072402,1400,ダ,良,晴,5,2歳一二
2026-07-24_大井03R_ニューホープ特別競走(2歳),202644072403,1200,ダ,良,晴,5,ニューホープ特別競走(2歳)
2026-07-24_大井04R_3歳一二三(3歳二),202644072404,1600,ダ,良,晴,11,3歳一二三(3歳二)
2026-07-24_大井07R_勝鬨橋賞競走(B1),202644072407,2000,ダ,良,曇,9,勝鬨橋賞競走(B1)
2026-07-24_大井08R_テネシー・クーラー賞(C1C2),202644072408,1000,ダ,良,曇,12,テネシー・クーラー賞(C1C2)
2026-07-24_大井09R_C1二三四(C1三),202644072409,1600,ダ,良,曇,12,C1二三四(C1三)
2026-07-24_大井10R_C1二三四(C1三),202644072410,1400,ダ,良,曇,14,C1二三四(C1三)
2026-07-24_大井11R_東京スポーツ賞競走(B3),202644072411,1400,ダ,良,曇,16,東京スポーツ賞競走(B3)
2026-07-24_大井12R_いて座特別競走(C1三),202644072412,1200,ダ,良,曇,9,いて座特別競走(C1三)
2026-08-12_大井01R_3歳九十11(3歳十),202644081201,1600,ダ,不,曇,10,3歳九十11(3歳十)
2026-08-12_大井02R_2歳新馬,202644081202,1400,ダ,不,雨,5,2歳新馬
2026-08-12_大井03R_2歳新馬,202644081203,1200,ダ,不,曇,7,2歳新馬
2026-08-12_大井04R_3歳九十11(3歳十),202644081204,1400,ダ,不,雨,14,3歳九十11(3歳十)
2026-08-12_大井05R_3歳九十11(3歳十),202644081205,1200,ダ,不,曇,16,3歳九十11(3歳十)
2026-08-12_大井06R_ブラック・ベルベット賞(C1),202644081206,1600,ダ,不,曇,12,ブラック・ベルベット賞(C1)
2026-08-12_大井07R_はくちょう座特別競走(C2),202644081207,1400,ダ,不,曇,11,はくちょう座特別競走(C2)
2026-08-12_大井08R_C1七八,202644081208,1200,ダ,不,曇,13,C1七八
2026-08-12_大井09R_武蔵野オープン競走(3上),202644081209,1200,ダ,不,曇,11,武蔵野オープン競走(3上)
2026-08-12_大井10R_トゥインクルバースデー賞競走(B3),202644081210,1600,ダ,不,曇,14,トゥインクルバースデー賞競走(B3)
2026-08-13_大井01R_C3選抜牝馬,202644081301,1400,ダ,不,雨,12,C3選抜牝馬
2026-08-13_大井02R_2歳新馬,202644081302,1600,ダ,不,雨,9,2歳新馬
2026-08-13_大井03R_3歳六七八(3歳七),202644081303,1600,ダ,不,雨,13,3歳六七八(3歳七)
2026-08-13_大井04R_3歳六七八(3歳七),202644081304,1400,ダ,不,雨,14,3歳六七八(3歳七)
2026-08-13_大井05R_3歳六七八(3歳七),202644081305,1200,ダ,不,雨,15,3歳六七八(3歳七)
2026-08-13_大井06R_エバ・グリーン賞(C2),202644081306,1600,ダ,不,雨,13,エバ・グリーン賞(C2)
2026-08-13_大井07R_ペルセウス座特別競走(C1),202644081307,1800,ダ,不,雨,8,ペルセウス座特別競走(C1)
2026-08-13_大井08R_C2九十,202644081308,1200,ダ,不,雨,10,C2九十
2026-08-13_大井09R_黒潮盃競走,202644081309,1800,ダ,不,雨,15,黒潮盃競走
2026-08-13_大井10R_サマートゥインクル賞競走(B2B3),202644081310,1200,ダ,不,雨,14,サマートゥインクル賞競走(B2B3)
2026-08-14_大井01R_3歳四五,202644081401,1600,ダ,不,曇,10,3歳四五
2026-08-14_大井02R_3歳四五,202644081402,1200,ダ,不,曇,16,3歳四五
2026-08-14_大井03R_C2六七八(C2七),202644081403,1600,ダ,不,曇,13,C2六七八(C2七)
2026-08-14_大井04R_C2六七八(C2七),202644081404,1400,ダ,不,曇,12,C2六七八(C2七)
2026-08-14_大井05R_C2六七八(C2七),202644081405,1200,ダ,不,曇,14,C2六七八(C2七)
2026-08-14_大井06R_チチ賞(C1),202644081406,1600,ダ,不,曇,11,チチ賞(C1)
2026-08-14_大井07R_葉月賞競走(B1),202644081407,1200,ダ,不,曇,8,葉月賞競走(B1)
2026-08-14_大井08R_C1五六,202644081408,1200,ダ,不,曇,16,C1五六
2026-08-14_大井09R_東京記念トライアル競走(3上),202644081409,2400,ダ,不,曇,7,東京記念トライアル競走(3上)
2026-08-14_大井10R_サマーナイト賞競走(B2),202644081410,1400,ダ,不,曇,10,サマーナイト賞競走(B2)
2026-08-15_大井01R_C3五六,202644081501,1600,ダ,重,曇,12,C3五六
2026-08-15_大井02R_C3五六,202644081502,1200,ダ,重,曇,14,C3五六
2026-08-15_大井03R_2歳選抜牝馬,202644081503,1200,ダ,重,曇,9,2歳選抜牝馬
2026-08-15_大井04R_3歳一二三(3歳二),202644081504,1600,ダ,重,曇,9,3歳一二三(3歳二)
2026-08-15_大井05R_シーブリーズ賞競走(B2),202644081505,2000,ダ,重,曇,5,シーブリーズ賞競走(B2)
2026-08-15_大井06R_テキーラ・サンセット賞(3歳二),202644081506,1400,ダ,重,曇,13,テキーラ・サンセット賞(3歳二)
2026-08-15_大井07R_3歳一二三(3歳二),202644081507,1200,ダ,稍,曇,16,3歳一二三(3歳二)
2026-08-15_大井08R_サンパラソル賞(B3),202644081508,1400,ダ,稍,曇,11,サンパラソル賞(B3)
2026-08-15_大井09R_サマーバケーション賞競走(B3),202644081509,1400,ダ,稍,曇,14,サマーバケーション賞競走(B3)
2026-08-15_大井10R_立秋特別競走(C2),202644081510,2400,ダ,稍,曇,14,立秋特別競走(C2)
2026-08-16_大井01R_C3三四,202644081601,1600,ダ,重,雨,14,C3三四
2026-08-16_大井02R_C3三四,202644081602,1200,ダ,重,雨,13,C3三四
2026-08-16_大井03R_2歳三四,202644081603,1400,ダ,重,曇,10,2歳三四
2026-08-16_大井04R_2歳三四,202644081604,1200,ダ,重,曇,7,2歳三四
2026-08-16_大井05R_清水坂賞競走(B3),202644081605,2000,ダ,重,曇,9,清水坂賞競走(B3)
2026-08-16_大井06R_フローズン・ダイキリ賞(C1三),202644081606,1600,ダ,重,曇,13,フローズン・ダイキリ賞(C1三)
2026-08-16_大井07R_C1二三四(C1三),202644081607,1400,ダ,重,曇,11,C1二三四(C1三)
2026-08-16_大井08R_へびつかい座特別競走(C1三),202644081608,1200,ダ,重,曇,13,へびつかい座特別競走(C1三)
2026-08-16_大井09R_オーガスト賞競走(A2B1),202644081609,1600,ダ,重,曇,9,オーガスト賞競走(A2B1)
2026-08-16_大井10R_ミッドサマー特別競走(C2),202644081610,1650,ダ,重,曇,13,ミッドサマー特別競走(C2)
2026-08-17_大井01R_C3一二,202644081701,1600,ダ,重,晴,11,C3一二
2026-08-17_大井02R_C3一二,202644081702,1200,ダ,重,晴,14,C3一二
2026-08-17_大井03R_2歳一二,202644081703,1200,ダ,稍,晴,8,2歳一二
2026-08-17_大井04R_フレッシュスター特別競走(2歳),202644081704,1400,ダ,稍,晴,8,フレッシュスター特別競走(2歳)
2026-08-17_大井05R_シューティングスター賞(B2B3),202644081705,1000,ダ,稍,晴,8,シューティングスター賞(B2B3)
2026-08-17_大井06R_ミント・フラッペ賞(C2四),202644081706,1600,ダ,稍,晴,12,ミント・フラッペ賞(C2四)
2026-08-17_大井07R_月見草特別競走(3歳),202644081707,1600,ダ,稍,晴,12,月見草特別競走(3歳)
2026-08-17_大井08R_C2三四五(C2四),202644081708,1400,ダ,稍,晴,13,C2三四五(C2四)
2026-08-17_大井09R_サードニックス賞競走(B1B2),202644081709,1800,ダ,稍,晴,9,サードニックス賞競走(B1B2)
2026-08-17_大井10R_メリッサ特別競走(C2四),202644081710,1200,ダ,稍,晴,13,メリッサ特別競走(C2四)
2026-08-31_大井01R_C3五六,202644083101,1600,ダ,良,曇,13,C3五六
2026-08-31_大井02R_C3五六,202644083102,1200,ダ,良,曇,14,C3五六
2026-08-31_大井03R_2歳新馬,202644083103,1400,ダ,良,曇,6,2歳新馬
2026-08-31_大井04R_2歳新馬,202644083104,1200,ダ,良,曇,6,2歳新馬
2026-08-31_大井05R_3歳1112,202644083105,1400,ダ,良,曇,12,3歳1112
2026-08-31_大井06R_3歳1112,202644083106,1200,ダ,良,曇,14,3歳1112
2026-08-31_大井07R_C2八九十(C2九),202644083107,1600,ダ,良,曇,13,C2八九十(C2九)
2026-08-31_大井08R_カサブランカ賞(C2九),202644083108,1400,ダ,良,曇,14,カサブランカ賞(C2九)
2026-08-31_大井09R_りゅう座特別競走(C1),202644083109,2000,ダ,良,曇,12,りゅう座特別競走(C1)
2026-08-31_大井10R_晩夏賞(C2九),202644083110,1200,ダ,良,曇,15,晩夏賞(C2九)
2026-08-31_大井11R_サファイア賞競走(B1B2),202644083111,1400,ダ,良,曇,14,サファイア賞競走(B1B2)
2026-08-31_大井12R_宮益坂賞競走(B3),202644083112,1800,ダ,良,曇,16,宮益坂賞競走(B3)
2026-09-02_大井01R_3歳六七,202644090201,1600,ダ,良,曇,12,3歳六七
2026-09-02_大井02R_3歳六七,202644090202,1200,ダ,良,曇,16,3歳六七
2026-09-02_大井03R_2歳五六,202644090203,1400,ダ,良,曇,7,2歳五六
2026-09-02_大井04R_2歳五六,202644090204,1200,ダ,良,曇,11,2歳五六
2026-09-02_大井05R_C2二,202644090205,1000,ダ,良,曇,12,C2二
2026-09-02_大井06R_C2六七,202644090206,1600,ダ,良,曇,14,C2六七
2026-09-02_大井07R_笠間モンブラン賞(C2),202644090207,1200,ダ,良,曇,15,笠間モンブラン賞(C2)
2026-09-02_大井08R_ハンター賞(B3),202644090208,1400,ダ,良,曇,12,ハンター賞(B3)
2026-09-02_大井09R_フォーチュネイトむくげ特別競走(C13歳),202644090209,1800,ダ,良,曇,13,フォーチュネイトむくげ特別競走(C13歳)
2026-09-02_大井10R_花野特別競走(C1C2),202644090210,1400,ダ,良,曇,13,花野特別競走(C1C2)
2026-09-02_大井11R_アフター5スター賞競走,202644090211,1200,ダ,良,曇,16,アフター5スター賞競走
2026-09-02_大井12R_永代橋賞競走(B2),202644090212,1200,ダ,良,曇,12,永代橋賞競走(B2)
2026-09-03_大井10R_オフトひたちなか賞競走(B2),202644090310,1600,ダ,良,曇,11,オフトひたちなか賞競走(B2)
2026-09-03_大井11R_セプテンバー賞競走(A2B1),202644090311,1800,ダ,良,曇,9,セプテンバー賞競走(A2B1)
2026-09-03_大井12R_うお座特別競走(C1),202644090312,1650,ダ,良,曇,10,うお座特別競走(C1)
