馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ホウオウシンデレラ,牝5,丸田,美浦・奥村武,差し,11.7,4,4,,34.6,,福島,76,中10週,Y,,3,エピファネイア,Gilded Time,,
2,2,ロケベンドラ,牝4,津村,栗東・西園翔,差し,4.6,2,1,3歳以上1勝クラス,33.8,,中京,48,中6週,Y,,3,イスラボニータ,Smart Strike,,
3,3,ベルビースタローン,牝4,小林美,美浦・戸田,,18.7,10,14,,37.0,,札幌,21,中2週,Y,,3,ストロングリターン,ゼンノロブロイ,,
4,3,エリム,牝6,原田和,美浦・上原博,差し,96.1,14,8,,36.3,,函館,55,中7週,Y,,3,ダイワメジャー,Kalatos,,
5,4,オーロラアーク,牝7,柴田大,美浦・石栗,追込,87.2,13,11,,38.1,,札幌,20,中2週,Y,,3,クリエイターII,ネオユニヴァース,,
6,4,マルカオペラ,牝5,斎藤,栗東・浜田,差し,17.6,9,9,,36.1,,札幌,20,中2週,Y,,3,ハービンジャー,クロフネ,,
7,5,レイユール,牝4,長浜,美浦・手塚久,差し,17.2,8,8,,35.8,,札幌,35,中4週,Y,,3,キズナ,キングカメハメハ,,
8,5,ミーントゥビー,牝4,松岡,美浦・堀内,差し,17.0,7,5,,35.0,,札幌,20,中2週,Y,,3,リアルインパクト,フジキセキ,,
9,6,イブニングタイド,牝4,内田博,美浦・林,先行,32.9,11,12,,40.0,,福島,139,中19週,Y,,3,ドゥラメンテ,Northern Afleet,,
10,6,ルナルーチェット,牝4,ミシェ,美浦・松尾,先行,6.8,3,9,,34.0,,新潟,49,中6週,Y,,3,ブリックスアンドモルタル,Quality Road,,B
11,7,ミラーダカリエンテ,牝4,丹内,美浦・相沢,逃げ,33.3,12,9,,34.2,,新潟,35,中4週,Y,,3,スクリーンヒーロー,アドマイヤコジーン,,
12,7,シャンソンドール,牝4,戸崎圭,美浦・奥村武,先行,2.9,1,3,,33.5,,新潟,49,中6週,Y,,3,レイデオロ,ダイワメジャー,,
13,8,キスアンドクライ,牝4,三浦,栗東・橋口,先行,13.0,6,4,,33.3,,新潟,35,中4週,Y,,3,ワンアンドオンリー,ノヴェリスト,,
14,8,ギフテッド,牝4,今村,美浦・武井,先行,12.6,5,9,,34.1,,中京,20,中2週,Y,,3,モーリス,Medaglia d'Oro,,
