馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,デルアヴァー,牡4,石橋脩,栗東・松永幹,差し,4.4,1,4,,33.0,,新潟,34,中4週,Y,,3,Frankel,Smart Strike,,B
2,2,マイネルブリックス,牡5,菊沢,美浦・黒岩,差し,9.6,7,9,,34.2,,東京,119,中16週,Y,,3,ブリックスアンドモルタル,アグネスタキオン,,
3,3,ルールーリマ,牝4,津村,美浦・大竹,差し,6.1,3,1,,35.2,,福島,55,中7週,Y,,3,キズナ,ロードカナロア,,
4,4,マイネルフーガ,牡4,丹内,美浦・鈴木慎,先行,9.0,6,8,,36.4,,札幌,42,中5週,Y,,3,ダノンバラード,タイキシャトル,,
5,5,アマイ,牝6,江田照,美浦・伊藤大,,13.2,8,11,,36.8,,福島,56,中7週,Y,,3,ダノンバラード,タイキシャトル,,
6,6,トーアライデン,牡6,大野,栗東・河嶋,先行,20.1,9,9,,37.0,,小倉,70,中9週,Y,,3,マインドユアビスケッツ,アグネスデジタル,,
7,6,キントリヒ,牡7,,美浦・矢野,差し,27.1,11,14,,37.7,,東京,90,中12週,Y,,3,ゴールドシップ,ボストンハーバー,,
8,7,ショウナンサムデイ,牝4,戸崎圭,美浦・奥村武,差し,7.4,4,3,,36.6,,札幌,21,中2週,Y,,3,サートゥルナーリア,ディープインパクト,,
9,7,ダノンジャイアン,牡4,斎藤,栗東・茶木,先行,8.7,5,4,,35.2,,中京,28,中3週,Y,,3,ブリックスアンドモルタル,ディープインパクト,,
10,8,ダンツファイター,牡4,三浦,美浦・蛯名正,,5.1,2,2,,35.2,,函館,63,中8週,Y,,3,ニューイヤーズデイ,ジャイアントレッカー,,
11,8,キーパフォーマー,牝5,小崎,栗東・辻野,差し,23.0,10,7,,35.7,,中京,28,中3週,Y,,3,キタサンブラック,ネオユニヴァース,,
