馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,オーブルクール,牝5,石橋脩,美浦・矢野,先行,25.1,11,16,,33.9,,新潟,111,中15週,Y,,3,デクラレーションオブウォー,タイキシャトル,,
2,1,プレゼンティーア,牝5,大野,栗東・田中克,逃げ,22.0,8,7,,36.8,,福島,55,中7週,Y,,3,マジェスティックウォリアー,ゴールドアリュール,,B
3,2,イスラアネーロ,牡7,松岡,栗東・吉村,差し,125.9,16,12,,37.0,,阪神,84,中11週,Y,,3,イスラボニータ,シニスターミニスター,,
4,2,モンドプリューム,牡6,田辺,美浦・水野,差し,23.6,10,11,,38.4,,中京,48,中6週,Y,,3,サトノダイヤモンド,シニスターミニスター,,
5,3,ジョーローリット,牝5,武藤,栗東・中竹,,7.5,4,3,,37.2,,新潟,27,中3週,Y,,3,ダノンレジェンド,ジョーカプチーノ,,
6,3,ムーヴ,牡7,横山琉,美浦・池上,追込,11.2,6,8,,35.0,,阪神,97,中13週,Y,,3,ラニ,ワイルドラッシュ,,B
7,4,バグラダス,牡6,小崎,美浦・嘉藤,差し,62.9,15,12,,32.0,,新潟,41,中5週,Y,,3,マジェスティックウォリアー,ディープインパクト,,B
8,4,ヒルノドゴール,牡5,内田博,栗東・北出,差し,40.4,13,4,,35.7,,京都,140,中19週,Y,,3,アニマルキングダム,ハーツクライ,,
9,5,ブレーザー,牡5,戸崎圭,美浦・伊坂,差し,5.7,2,1,,35.9,,新潟,132,中18週,Y,,3,シゲルカガ,Birdstone,,
10,5,ゲイルライダー,牡4,菊沢,栗東・牧浦,先行,3.6,1,1,,35.3,,福島,70,中9週,Y,,3,ドレフォン,ロードカナロア,,
11,6,ブラウンラチェット,牝4,丸山,美浦・手塚久,先行,22.4,9,7,,35.5,,東京,83,中11週,Y,,3,キズナ,Congrats,,
12,6,ゲッティヴィラ,牡4,三浦,栗東・小栗,差し,58.1,14,6,,36.0,,福島,55,中7週,Y,,3,Frosted,Into Mischief,,B
13,7,ショウナンアビアス,牡6,横山武,美浦・加藤士,差し,13.6,7,14,,37.1,,福島,55,中7週,Y,,3,ドレフォン,キングカメハメハ,,
14,7,ポールセン,牡4,斎藤,美浦・斎藤誠,先行,11.0,5,4,,36.6,,阪神,84,中11週,Y,,3,Into Mischief,Candy Ride,,
15,8,ユキマル,牡6,丹内,美浦・尾形,差し,6.6,3,5,,36.3,,福島,55,中7週,Y,,3,グレーターロンドン,シニスターミニスター,,
16,8,ロードフロンティア,牡5,川須,栗東・松下,差し,32.3,12,2,,35.9,,新潟,27,中3週,Y,,3,ロードカナロア,Distorted Humor,,B
